Segment number	Charging/Self-discharging?	Elapsed time (s)	Segment time (s)	Potential (V)	Current (A)
1	Self-discharging	6.412970e+01	6.381304e+01	1.054268e-01	-3.470275e-06
1	Self-discharging	6.421727e+01	6.390060e+01	1.053009e-01	-3.482119e-06
1	Self-discharging	6.430530e+01	6.398864e+01	1.053734e-01	-3.434744e-06
1	Self-discharging	6.439339e+01	6.407673e+01	1.053963e-01	-3.363680e-06
1	Self-discharging	6.448136e+01	6.416470e+01	1.053963e-01	-3.505807e-06
1	Self-discharging	6.456907e+01	6.425241e+01	1.053429e-01	-3.280772e-06
1	Self-discharging	6.465732e+01	6.434066e+01	1.053886e-01	-3.541339e-06
1	Self-discharging	6.474559e+01	6.442893e+01	1.053352e-01	-3.458431e-06
1	Self-discharging	6.483335e+01	6.451669e+01	1.052856e-01	-3.647935e-06
1	Self-discharging	6.492074e+01	6.460408e+01	1.053963e-01	-3.434744e-06
1	Self-discharging	6.500961e+01	6.469294e+01	1.052704e-01	-3.493963e-06
1	Self-discharging	6.509736e+01	6.478070e+01	1.053162e-01	-3.114957e-06
1	Self-discharging	6.518540e+01	6.486874e+01	1.053810e-01	-3.671622e-06
1	Self-discharging	6.527339e+01	6.495673e+01	1.053238e-01	-3.695310e-06
1	Self-discharging	6.536117e+01	6.504450e+01	1.053581e-01	-3.553183e-06
1	Self-discharging	6.544877e+01	6.513211e+01	1.053429e-01	-3.174177e-06
1	Self-discharging	6.553682e+01	6.522015e+01	1.053848e-01	-2.996518e-06
1	Self-discharging	6.562512e+01	6.530846e+01	1.053314e-01	-3.387368e-06
1	Self-discharging	6.571317e+01	6.539651e+01	1.052933e-01	-3.624247e-06
1	Self-discharging	6.580172e+01	6.548506e+01	1.053505e-01	-3.411056e-06
1	Self-discharging	6.588881e+01	6.557215e+01	1.053200e-01	-3.316304e-06
1	Self-discharging	6.597673e+01	6.566006e+01	1.052704e-01	-3.612403e-06
1	Self-discharging	6.606541e+01	6.574875e+01	1.053429e-01	-3.197865e-06
1	Self-discharging	6.615298e+01	6.583631e+01	1.052971e-01	-3.565027e-06
1	Self-discharging	6.624100e+01	6.592434e+01	1.052704e-01	-3.138645e-06
1	Self-discharging	6.632936e+01	6.601270e+01	1.052780e-01	-3.529495e-06
1	Self-discharging	6.641742e+01	6.610076e+01	1.053352e-01	-3.387368e-06
1	Self-discharging	6.650495e+01	6.618828e+01	1.053391e-01	-3.067581e-06
1	Self-discharging	6.659274e+01	6.627608e+01	1.052856e-01	-3.079425e-06
1	Self-discharging	6.668094e+01	6.636428e+01	1.053963e-01	-3.032049e-06
1	Self-discharging	6.676877e+01	6.645211e+01	1.052933e-01	-3.482119e-06
1	Self-discharging	6.685730e+01	6.654064e+01	1.053276e-01	-3.292616e-06
1	Self-discharging	6.694478e+01	6.662811e+01	1.052322e-01	-3.351836e-06
1	Self-discharging	6.703314e+01	6.671648e+01	1.053123e-01	-3.422900e-06
1	Self-discharging	6.712171e+01	6.680506e+01	1.052551e-01	-3.707154e-06
1	Self-discharging	6.720962e+01	6.689295e+01	1.053276e-01	-3.328148e-06
1	Self-discharging	6.729707e+01	6.698041e+01	1.053314e-01	-3.683466e-06
1	Self-discharging	6.738557e+01	6.706891e+01	1.052856e-01	-3.174177e-06
1	Self-discharging	6.747283e+01	6.715617e+01	1.052551e-01	-3.126801e-06
1	Self-discharging	6.756156e+01	6.724490e+01	1.052895e-01	-3.399212e-06
1	Self-discharging	6.764879e+01	6.733213e+01	1.052895e-01	-3.209709e-06
1	Self-discharging	6.773719e+01	6.742053e+01	1.053047e-01	-3.209709e-06
1	Self-discharging	6.782568e+01	6.750902e+01	1.053810e-01	-3.458431e-06
1	Self-discharging	6.791304e+01	6.759638e+01	1.054077e-01	-3.103113e-06
1	Self-discharging	6.800162e+01	6.768496e+01	1.053696e-01	-3.612403e-06
1	Self-discharging	6.808877e+01	6.777210e+01	1.053009e-01	-3.493963e-06
1	Self-discharging	6.817770e+01	6.786104e+01	1.053505e-01	-3.493963e-06
1	Self-discharging	6.826570e+01	6.794904e+01	1.052971e-01	-3.624247e-06
1	Self-discharging	6.835278e+01	6.803612e+01	1.053505e-01	-3.588715e-06
1	Self-discharging	6.844142e+01	6.812476e+01	1.052780e-01	-3.351836e-06
1	Self-discharging	6.852956e+01	6.821290e+01	1.052895e-01	-3.032049e-06
1	Self-discharging	6.861686e+01	6.830019e+01	1.052361e-01	-3.482119e-06
1	Self-discharging	6.870571e+01	6.838905e+01	1.052971e-01	-3.339992e-06
1	Self-discharging	6.879280e+01	6.847614e+01	1.052780e-01	-3.565027e-06
1	Self-discharging	6.888161e+01	6.856494e+01	1.053505e-01	-3.600559e-06
1	Self-discharging	6.896884e+01	6.865218e+01	1.053772e-01	-3.470275e-06
1	Self-discharging	6.905738e+01	6.874072e+01	1.053276e-01	-2.949142e-06
1	Self-discharging	6.914500e+01	6.882834e+01	1.052017e-01	-3.316304e-06
1	Self-discharging	6.923358e+01	6.891692e+01	1.052475e-01	-3.446588e-06
1	Self-discharging	6.932147e+01	6.900481e+01	1.053619e-01	-3.304460e-06
1	Self-discharging	6.940971e+01	6.909305e+01	1.053238e-01	-3.553183e-06
1	Self-discharging	6.949683e+01	6.918017e+01	1.052742e-01	-3.482119e-06
1	Self-discharging	6.958538e+01	6.926872e+01	1.052437e-01	-3.304460e-06
1	Self-discharging	6.967288e+01	6.935621e+01	1.053200e-01	-3.529495e-06
1	Self-discharging	6.976159e+01	6.944493e+01	1.052933e-01	-3.399212e-06
1	Self-discharging	6.984878e+01	6.953211e+01	1.053123e-01	-3.541339e-06
1	Self-discharging	6.993690e+01	6.962024e+01	1.052856e-01	-3.505807e-06
1	Self-discharging	7.002527e+01	6.970860e+01	1.052322e-01	-3.529495e-06
1	Self-discharging	7.011329e+01	6.979663e+01	1.052628e-01	-3.529495e-06
1	Self-discharging	7.020115e+01	6.988448e+01	1.053085e-01	-3.446588e-06
1	Self-discharging	7.028923e+01	6.997257e+01	1.053162e-01	-3.233397e-06
1	Self-discharging	7.037709e+01	7.006042e+01	1.053391e-01	-3.505807e-06
1	Self-discharging	7.046495e+01	7.014828e+01	1.052589e-01	-3.233397e-06
1	Self-discharging	7.055281e+01	7.023615e+01	1.052666e-01	-3.446588e-06
1	Self-discharging	7.064109e+01	7.032443e+01	1.052322e-01	-3.754530e-06
1	Self-discharging	7.072912e+01	7.041246e+01	1.052437e-01	-3.268928e-06
1	Self-discharging	7.081773e+01	7.050107e+01	1.052856e-01	-3.553183e-06
1	Self-discharging	7.090480e+01	7.058813e+01	1.052742e-01	-3.588715e-06
1	Self-discharging	7.099366e+01	7.067700e+01	1.053085e-01	-3.103113e-06
1	Self-discharging	7.108146e+01	7.076480e+01	1.051559e-01	-3.043893e-06
1	Self-discharging	7.116887e+01	7.085221e+01	1.051521e-01	-3.482119e-06
1	Self-discharging	7.125682e+01	7.094016e+01	1.053123e-01	-3.588715e-06
1	Self-discharging	7.134557e+01	7.102891e+01	1.052475e-01	-3.624247e-06
1	Self-discharging	7.143318e+01	7.111652e+01	1.052818e-01	-3.458431e-06
1	Self-discharging	7.152074e+01	7.120407e+01	1.052742e-01	-3.659778e-06
1	Self-discharging	7.160930e+01	7.129264e+01	1.051788e-01	-2.984674e-06
1	Self-discharging	7.169718e+01	7.138052e+01	1.052437e-01	-3.339992e-06
1	Self-discharging	7.178545e+01	7.146878e+01	1.052437e-01	-3.470275e-06
1	Self-discharging	7.187286e+01	7.155620e+01	1.052628e-01	-3.209709e-06
1	Self-discharging	7.196095e+01	7.164429e+01	1.053047e-01	-3.316304e-06
1	Self-discharging	7.204882e+01	7.173216e+01	1.052437e-01	-3.470275e-06
1	Self-discharging	7.213706e+01	7.182040e+01	1.052437e-01	-3.363680e-06
1	Self-discharging	7.222523e+01	7.190856e+01	1.053352e-01	-3.458431e-06
1	Self-discharging	7.231282e+01	7.199616e+01	1.051903e-01	-3.375524e-06
1	Self-discharging	7.240159e+01	7.208493e+01	1.052475e-01	-3.541339e-06
1	Self-discharging	7.248886e+01	7.217220e+01	1.052284e-01	-3.316304e-06
1	Self-discharging	7.257740e+01	7.226074e+01	1.052322e-01	-3.529495e-06
1	Self-discharging	7.266479e+01	7.234812e+01	1.052437e-01	-3.707154e-06
1	Self-discharging	7.275290e+01	7.243623e+01	1.051826e-01	-3.517651e-06
1	Self-discharging	7.284075e+01	7.252409e+01	1.051826e-01	-3.197865e-06
1	Self-discharging	7.292956e+01	7.261289e+01	1.052589e-01	-3.718998e-06
1	Self-discharging	7.301732e+01	7.270065e+01	1.053009e-01	-3.801906e-06
1	Self-discharging	7.310544e+01	7.278878e+01	1.052513e-01	-3.446588e-06
1	Self-discharging	7.319275e+01	7.287608e+01	1.052361e-01	-3.529495e-06
1	Self-discharging	7.328129e+01	7.296462e+01	1.052017e-01	-3.422900e-06
1	Self-discharging	7.336942e+01	7.305275e+01	1.052742e-01	-3.292616e-06
1	Self-discharging	7.345673e+01	7.314007e+01	1.052666e-01	-3.197865e-06
1	Self-discharging	7.354517e+01	7.322851e+01	1.053543e-01	-3.896657e-06
1	Self-discharging	7.363357e+01	7.331691e+01	1.052017e-01	-3.268928e-06
1	Self-discharging	7.372093e+01	7.340427e+01	1.052704e-01	-3.825594e-06
1	Self-discharging	7.380902e+01	7.349236e+01	1.052971e-01	-3.387368e-06
1	Self-discharging	7.389728e+01	7.358062e+01	1.052704e-01	-3.517651e-06
1	Self-discharging	7.398509e+01	7.366842e+01	1.051826e-01	-3.683466e-06
1	Self-discharging	7.407330e+01	7.375664e+01	1.052055e-01	-3.257084e-06
1	Self-discharging	7.416091e+01	7.384425e+01	1.051178e-01	-3.671622e-06
1	Self-discharging	7.424891e+01	7.393225e+01	1.052628e-01	-3.186021e-06
1	Self-discharging	7.433759e+01	7.402093e+01	1.053009e-01	-3.103113e-06
1	Self-discharging	7.442513e+01	7.410847e+01	1.052628e-01	-3.790062e-06
1	Self-discharging	7.451283e+01	7.419617e+01	1.052094e-01	-3.197865e-06
1	Self-discharging	7.460144e+01	7.428478e+01	1.051712e-01	-3.434744e-06
1	Self-discharging	7.468948e+01	7.437281e+01	1.052361e-01	-3.636091e-06
1	Self-discharging	7.477758e+01	7.446092e+01	1.052513e-01	-3.730842e-06
1	Self-discharging	7.486550e+01	7.454884e+01	1.052551e-01	-3.043893e-06
1	Self-discharging	7.495336e+01	7.463670e+01	1.053162e-01	-3.884813e-06
1	Self-discharging	7.504164e+01	7.472497e+01	1.053047e-01	-3.434744e-06
1	Self-discharging	7.512959e+01	7.481293e+01	1.051636e-01	-3.517651e-06
1	Self-discharging	7.521724e+01	7.490058e+01	1.052437e-01	-3.375524e-06
1	Self-discharging	7.530479e+01	7.498813e+01	1.053238e-01	-3.647935e-06
1	Self-discharging	7.539316e+01	7.507650e+01	1.052818e-01	-3.422900e-06
1	Self-discharging	7.548082e+01	7.516416e+01	1.051788e-01	-3.245240e-06
1	Self-discharging	7.556921e+01	7.525255e+01	1.052513e-01	-3.114957e-06
1	Self-discharging	7.565713e+01	7.534047e+01	1.051788e-01	-3.328148e-06
1	Self-discharging	7.574491e+01	7.542825e+01	1.052132e-01	-3.671622e-06
1	Self-discharging	7.583343e+01	7.551677e+01	1.052971e-01	-3.197865e-06
1	Self-discharging	7.592083e+01	7.560417e+01	1.052704e-01	-3.742686e-06
1	Self-discharging	7.600874e+01	7.569208e+01	1.052399e-01	-3.647935e-06
1	Self-discharging	7.609732e+01	7.578066e+01	1.052742e-01	-3.517651e-06
1	Self-discharging	7.618558e+01	7.586892e+01	1.052475e-01	-3.600559e-06
1	Self-discharging	7.627371e+01	7.595705e+01	1.051407e-01	-3.493963e-06
1	Self-discharging	7.636074e+01	7.604408e+01	1.051941e-01	-3.221553e-06
1	Self-discharging	7.644883e+01	7.613216e+01	1.052704e-01	-3.387368e-06
1	Self-discharging	7.653766e+01	7.622100e+01	1.051903e-01	-3.150489e-06
1	Self-discharging	7.662542e+01	7.630875e+01	1.052170e-01	-3.493963e-06
1	Self-discharging	7.671360e+01	7.639693e+01	1.051407e-01	-3.517651e-06
1	Self-discharging	7.680140e+01	7.648473e+01	1.051826e-01	-3.245240e-06
1	Self-discharging	7.688942e+01	7.657276e+01	1.052399e-01	-3.517651e-06
1	Self-discharging	7.697767e+01	7.666100e+01	1.052132e-01	-3.363680e-06
1	Self-discharging	7.706530e+01	7.674864e+01	1.051674e-01	-3.304460e-06
1	Self-discharging	7.715314e+01	7.683648e+01	1.052704e-01	-3.411056e-06
1	Self-discharging	7.724158e+01	7.692491e+01	1.052437e-01	-3.659778e-06
1	Self-discharging	7.732958e+01	7.701292e+01	1.051865e-01	-3.339992e-06
1	Self-discharging	7.741691e+01	7.710025e+01	1.051788e-01	-3.730842e-06
1	Self-discharging	7.750527e+01	7.718861e+01	1.051521e-01	-3.458431e-06
1	Self-discharging	7.759293e+01	7.727627e+01	1.052246e-01	-3.576871e-06
1	Self-discharging	7.768077e+01	7.736411e+01	1.052208e-01	-3.565027e-06
1	Self-discharging	7.776940e+01	7.745274e+01	1.051826e-01	-3.612403e-06
1	Self-discharging	7.785771e+01	7.754105e+01	1.052589e-01	-3.565027e-06
1	Self-discharging	7.794493e+01	7.762827e+01	1.052094e-01	-3.446588e-06
1	Self-discharging	7.803358e+01	7.771692e+01	1.052628e-01	-3.754530e-06
1	Self-discharging	7.812105e+01	7.780439e+01	1.052094e-01	-3.351836e-06
1	Self-discharging	7.820874e+01	7.789208e+01	1.051559e-01	-3.339992e-06
1	Self-discharging	7.829765e+01	7.798099e+01	1.052284e-01	-3.446588e-06
1	Self-discharging	7.838568e+01	7.806902e+01	1.050720e-01	-3.150489e-06
1	Self-discharging	7.847309e+01	7.815642e+01	1.051559e-01	-3.067581e-06
1	Self-discharging	7.856135e+01	7.824468e+01	1.052742e-01	-3.683466e-06
1	Self-discharging	7.864903e+01	7.833237e+01	1.051369e-01	-3.647935e-06
1	Self-discharging	7.873698e+01	7.842032e+01	1.052856e-01	-3.754530e-06
1	Self-discharging	7.882560e+01	7.850894e+01	1.052017e-01	-3.683466e-06
1	Self-discharging	7.891298e+01	7.859632e+01	1.051178e-01	-3.209709e-06
1	Self-discharging	7.900165e+01	7.868499e+01	1.051521e-01	-3.683466e-06
1	Self-discharging	7.908933e+01	7.877266e+01	1.052628e-01	-3.328148e-06
1	Self-discharging	7.917738e+01	7.886072e+01	1.051788e-01	-3.588715e-06
1	Self-discharging	7.926533e+01	7.894867e+01	1.051559e-01	-3.245240e-06
1	Self-discharging	7.935359e+01	7.903693e+01	1.051826e-01	-3.482119e-06
1	Self-discharging	7.944111e+01	7.912444e+01	1.051750e-01	-3.257084e-06
2	Charging	8.003366e+01	1.832074e-01	1.128006e-01	6.976083e-06
2	Charging	8.012136e+01	2.709101e-01	1.137123e-01	1.176104e-05
2	Charging	8.020919e+01	3.587428e-01	1.145248e-01	1.395217e-05
2	Charging	8.029687e+01	4.464150e-01	1.154480e-01	1.615514e-05
2	Charging	8.038544e+01	5.349874e-01	1.164017e-01	1.709081e-05
2	Charging	8.047288e+01	6.224239e-01	1.172028e-01	1.815677e-05
2	Charging	8.056158e+01	7.111279e-01	1.180992e-01	1.898584e-05
2	Charging	8.064891e+01	7.984581e-01	1.191330e-01	1.964910e-05
2	Charging	8.073769e+01	8.872420e-01	1.199112e-01	2.013470e-05
2	Charging	8.082526e+01	9.748068e-01	1.208382e-01	1.970832e-05
2	Charging	8.091349e+01	1.063042e+00	1.215782e-01	2.018208e-05
2	Charging	8.100096e+01	1.150512e+00	1.226044e-01	2.045449e-05
2	Charging	8.108903e+01	1.238575e+00	1.234360e-01	2.056109e-05
2	Charging	8.117737e+01	1.326916e+00	1.242256e-01	2.012286e-05
2	Charging	8.126490e+01	1.414445e+00	1.252899e-01	2.107038e-05
2	Charging	8.135336e+01	1.502905e+00	1.260872e-01	2.089272e-05
2	Charging	8.144078e+01	1.590323e+00	1.269493e-01	2.014655e-05
2	Charging	8.152940e+01	1.678948e+00	1.277885e-01	2.013470e-05
2	Charging	8.161744e+01	1.766987e+00	1.285896e-01	2.037158e-05
2	Charging	8.170551e+01	1.855061e+00	1.295776e-01	2.082165e-05
2	Charging	8.179305e+01	1.942600e+00	1.304512e-01	2.033605e-05
2	Charging	8.188137e+01	2.030915e+00	1.313667e-01	2.073874e-05
2	Charging	8.196900e+01	2.118553e+00	1.321487e-01	2.027683e-05
2	Charging	8.205736e+01	2.206907e+00	1.330948e-01	2.056109e-05
2	Charging	8.214512e+01	2.294672e+00	1.339684e-01	2.070321e-05
2	Charging	8.223325e+01	2.382801e+00	1.348419e-01	2.049002e-05
2	Charging	8.232147e+01	2.471013e+00	1.356583e-01	2.063215e-05
2	Charging	8.240932e+01	2.558872e+00	1.365395e-01	2.057293e-05
2	Charging	8.249748e+01	2.647025e+00	1.374702e-01	2.099931e-05
2	Charging	8.258544e+01	2.734987e+00	1.384392e-01	2.096378e-05
2	Charging	8.267333e+01	2.822883e+00	1.392708e-01	2.052555e-05
2	Charging	8.276121e+01	2.910762e+00	1.401634e-01	2.079796e-05
2	Charging	8.284954e+01	2.999088e+00	1.410217e-01	2.116513e-05
2	Charging	8.293672e+01	3.086263e+00	1.418228e-01	2.085718e-05
2	Charging	8.302475e+01	3.174298e+00	1.427002e-01	2.080981e-05
2	Charging	8.311327e+01	3.262822e+00	1.437454e-01	2.072690e-05
2	Charging	8.320099e+01	3.350541e+00	1.446075e-01	2.088087e-05
2	Charging	8.328922e+01	3.438770e+00	1.453209e-01	2.080981e-05
2	Charging	8.337703e+01	3.526582e+00	1.463127e-01	2.127172e-05
2	Charging	8.346493e+01	3.614475e+00	1.471214e-01	2.124803e-05
2	Charging	8.355306e+01	3.702606e+00	1.480637e-01	2.063215e-05
2	Charging	8.364124e+01	3.790792e+00	1.489677e-01	2.133094e-05
2	Charging	8.372901e+01	3.878554e+00	1.497269e-01	2.108222e-05
2	Charging	8.381725e+01	3.966800e+00	1.506958e-01	2.102300e-05
2	Charging	8.390540e+01	4.054945e+00	1.515656e-01	2.066768e-05
2	Charging	8.399320e+01	4.142744e+00	1.524582e-01	2.127172e-05
2	Charging	8.408125e+01	4.230798e+00	1.533661e-01	2.150860e-05
2	Charging	8.416958e+01	4.319132e+00	1.542282e-01	2.071506e-05
2	Charging	8.425748e+01	4.407027e+00	1.551666e-01	2.084534e-05
2	Charging	8.434514e+01	4.494683e+00	1.559715e-01	2.128357e-05
2	Charging	8.443325e+01	4.582796e+00	1.568832e-01	2.133094e-05
2	Charging	8.452088e+01	4.670431e+00	1.578674e-01	2.104669e-05
2	Charging	8.460962e+01	4.759171e+00	1.585464e-01	2.129541e-05
2	Charging	8.469719e+01	4.846733e+00	1.593971e-01	2.085718e-05
2	Charging	8.478569e+01	4.935240e+00	1.604538e-01	2.152045e-05
2	Charging	8.487288e+01	5.022425e+00	1.612511e-01	2.080981e-05
2	Charging	8.496099e+01	5.110533e+00	1.620636e-01	2.070321e-05
2	Charging	8.504898e+01	5.198532e+00	1.631165e-01	2.143754e-05
2	Charging	8.513721e+01	5.286755e+00	1.638489e-01	2.078612e-05
2	Charging	8.522500e+01	5.374546e+00	1.646996e-01	2.064399e-05
2	Charging	8.531278e+01	5.462328e+00	1.656837e-01	2.083350e-05
2	Charging	8.540117e+01	5.550714e+00	1.664886e-01	2.080981e-05
2	Charging	8.548943e+01	5.638977e+00	1.674576e-01	2.128357e-05
2	Charging	8.557704e+01	5.726584e+00	1.682243e-01	2.083350e-05
2	Charging	8.566522e+01	5.814766e+00	1.691933e-01	2.150860e-05
2	Charging	8.575336e+01	5.902903e+00	1.700287e-01	2.121250e-05
2	Charging	8.584106e+01	5.990611e+00	1.709290e-01	2.035974e-05
2	Charging	8.592965e+01	6.079196e+00	1.718292e-01	2.136647e-05
2	Charging	8.601729e+01	6.166835e+00	1.726837e-01	2.058477e-05
2	Charging	8.610500e+01	6.254546e+00	1.735649e-01	2.085718e-05
2	Charging	8.619308e+01	6.342626e+00	1.744156e-01	2.099931e-05
2	Charging	8.628120e+01	6.430751e+00	1.752396e-01	2.039527e-05
2	Charging	8.636966e+01	6.519207e+00	1.761665e-01	2.116513e-05
2	Charging	8.645683e+01	6.606374e+00	1.770287e-01	2.064399e-05
2	Charging	8.654517e+01	6.694723e+00	1.779289e-01	2.139016e-05
2	Charging	8.663355e+01	6.783094e+00	1.788788e-01	2.086903e-05
2	Charging	8.672109e+01	6.870643e+00	1.797714e-01	2.096378e-05
2	Charging	8.680963e+01	6.959174e+00	1.806488e-01	2.105853e-05
2	Charging	8.689760e+01	7.047146e+00	1.815453e-01	2.134279e-05
2	Charging	8.698548e+01	7.135027e+00	1.822395e-01	2.104669e-05
2	Charging	8.707357e+01	7.223116e+00	1.831856e-01	2.075059e-05
2	Charging	8.716158e+01	7.311125e+00	1.841354e-01	2.135463e-05
2	Charging	8.724965e+01	7.399199e+00	1.850700e-01	2.117697e-05
2	Charging	8.733734e+01	7.486887e+00	1.858673e-01	2.104669e-05
2	Charging	8.742515e+01	7.574695e+00	1.868362e-01	2.135463e-05
2	Charging	8.751286e+01	7.662405e+00	1.876411e-01	2.134279e-05
2	Charging	8.760139e+01	7.750934e+00	1.885071e-01	2.111775e-05
2	Charging	8.768881e+01	7.838356e+00	1.892891e-01	2.127172e-05
2	Charging	8.777691e+01	7.926456e+00	1.903343e-01	2.088087e-05
2	Charging	8.786547e+01	8.015021e+00	1.910515e-01	2.098747e-05
2	Charging	8.795317e+01	8.102720e+00	1.920509e-01	2.091640e-05
2	Charging	8.804179e+01	8.191339e+00	1.928787e-01	2.073874e-05
2	Charging	8.812904e+01	8.278591e+00	1.938591e-01	2.124803e-05
2	Charging	8.821710e+01	8.366649e+00	1.946602e-01	2.092825e-05
2	Charging	8.830524e+01	8.454788e+00	1.955986e-01	2.144938e-05
2	Charging	8.839315e+01	8.542696e+00	1.964111e-01	2.131910e-05
2	Charging	8.848107e+01	8.630622e+00	1.972008e-01	2.075059e-05
2	Charging	8.856913e+01	8.718674e+00	1.982117e-01	2.090456e-05
2	Charging	8.865683e+01	8.806374e+00	1.991425e-01	2.136647e-05
2	Charging	8.874550e+01	8.895048e+00	1.999893e-01	2.137832e-05
2	Charging	8.883355e+01	8.983100e+00	2.007751e-01	2.103484e-05
2	Charging	8.892165e+01	9.071200e+00	2.016525e-01	2.078612e-05
2	Charging	8.900928e+01	9.158825e+00	2.025757e-01	2.088087e-05
2	Charging	8.909720e+01	9.246744e+00	2.035179e-01	2.097562e-05
2	Charging	8.918535e+01	9.334899e+00	2.043266e-01	2.114144e-05
2	Charging	8.927356e+01	9.423112e+00	2.052727e-01	2.117697e-05
2	Charging	8.936137e+01	9.510918e+00	2.060814e-01	2.155598e-05
2	Charging	8.944930e+01	9.598845e+00	2.067223e-01	1.890293e-05
2	Charging	8.953749e+01	9.687037e+00	2.066345e-01	1.234139e-05
2	Charging	8.962545e+01	9.775002e+00	2.067909e-01	7.923598e-06
2	Charging	8.971311e+01	9.862656e+00	2.066078e-01	4.974456e-06
2	Charging	8.980096e+01	9.950512e+00	2.066689e-01	2.925454e-06
2	Charging	8.988883e+01	1.003838e+01	2.065849e-01	1.373897e-06
2	Charging	8.997714e+01	1.012668e+01	2.067642e-01	6.040411e-07
2	Charging	9.006517e+01	1.021472e+01	2.066727e-01	-2.013470e-07
2	Charging	9.015293e+01	1.030248e+01	2.065964e-01	-1.184394e-06
2	Charging	9.024143e+01	1.039098e+01	2.066650e-01	-1.598932e-06
2	Charging	9.032893e+01	1.047848e+01	2.066154e-01	-1.788435e-06
2	Charging	9.041694e+01	1.056649e+01	2.065544e-01	-1.847655e-06
2	Charging	9.050555e+01	1.065509e+01	2.066803e-01	-2.120066e-06
2	Charging	9.059334e+01	1.074289e+01	2.065849e-01	-2.487228e-06
2	Charging	9.068132e+01	1.083086e+01	2.066765e-01	-2.404320e-06
2	Charging	9.076899e+01	1.091853e+01	2.067108e-01	-1.942407e-06
2	Charging	9.085697e+01	1.100652e+01	2.066574e-01	-2.285881e-06
2	Charging	9.094545e+01	1.109500e+01	2.068138e-01	-2.226661e-06
2	Charging	9.103317e+01	1.118271e+01	2.065620e-01	-2.949142e-06
2	Charging	9.112131e+01	1.127086e+01	2.066460e-01	-2.297725e-06
2	Charging	9.120872e+01	1.135827e+01	2.067108e-01	-1.693684e-06
2	Charging	9.129712e+01	1.144667e+01	2.066956e-01	-2.558292e-06
2	Charging	9.138481e+01	1.153436e+01	2.067375e-01	-2.854390e-06
2	Charging	9.147315e+01	1.162270e+01	2.066765e-01	-2.499072e-06
2	Charging	9.156120e+01	1.171075e+01	2.067413e-01	-2.700419e-06
2	Charging	9.164888e+01	1.179843e+01	2.066193e-01	-2.842546e-06
2	Charging	9.173674e+01	1.188628e+01	2.066727e-01	-2.818859e-06
2	Charging	9.182498e+01	1.197453e+01	2.067146e-01	-2.593824e-06
2	Charging	9.191272e+01	1.206227e+01	2.065964e-01	-2.416164e-06
2	Charging	9.200170e+01	1.215124e+01	2.067680e-01	-2.451696e-06
2	Charging	9.208902e+01	1.223857e+01	2.066345e-01	-2.321413e-06
2	Charging	9.217674e+01	1.232629e+01	2.066307e-01	-2.889922e-06
2	Charging	9.226528e+01	1.241483e+01	2.067375e-01	-2.321413e-06
2	Charging	9.235357e+01	1.250311e+01	2.066803e-01	-2.664887e-06
2	Charging	9.244089e+01	1.259043e+01	2.066917e-01	-2.143754e-06
2	Charging	9.252901e+01	1.267856e+01	2.065468e-01	-2.688575e-06
2	Charging	9.261725e+01	1.276680e+01	2.066498e-01	-3.304460e-06
2	Charging	9.270493e+01	1.285447e+01	2.067108e-01	-2.771483e-06
2	Charging	9.279325e+01	1.294280e+01	2.067184e-01	-2.795171e-06
2	Charging	9.288120e+01	1.303075e+01	2.067223e-01	-2.475384e-06
2	Charging	9.296950e+01	1.311905e+01	2.065926e-01	-2.262193e-06
2	Charging	9.305723e+01	1.320678e+01	2.067223e-01	-2.854390e-06
2	Charging	9.314526e+01	1.329481e+01	2.067146e-01	-2.285881e-06
2	Charging	9.323314e+01	1.338268e+01	2.066727e-01	-2.996518e-06
2	Charging	9.332167e+01	1.347122e+01	2.067833e-01	-2.960986e-06
2	Charging	9.340877e+01	1.355832e+01	2.067604e-01	-2.534604e-06
2	Charging	9.349747e+01	1.364702e+01	2.066727e-01	-3.055737e-06
2	Charging	9.358551e+01	1.373506e+01	2.066841e-01	-2.783327e-06
2	Charging	9.367337e+01	1.382291e+01	2.067108e-01	-2.830702e-06
2	Charging	9.376157e+01	1.391112e+01	2.066536e-01	-2.688575e-06
2	Charging	9.384966e+01	1.399921e+01	2.066269e-01	-2.593824e-06
2	Charging	9.393751e+01	1.408706e+01	2.065926e-01	-2.510916e-06
2	Charging	9.402514e+01	1.417469e+01	2.065773e-01	-2.475384e-06
2	Charging	9.411351e+01	1.426306e+01	2.065659e-01	-2.747795e-06
2	Charging	9.420151e+01	1.435106e+01	2.066269e-01	-2.581980e-06
2	Charging	9.428888e+01	1.443843e+01	2.067223e-01	-2.747795e-06
2	Charging	9.437706e+01	1.452661e+01	2.066078e-01	-3.032049e-06
2	Charging	9.446509e+01	1.461463e+01	2.066498e-01	-3.174177e-06
2	Charging	9.455357e+01	1.470312e+01	2.065964e-01	-3.126801e-06
2	Charging	9.464166e+01	1.479121e+01	2.066460e-01	-1.977939e-06
2	Charging	9.472909e+01	1.487864e+01	2.066765e-01	-2.191130e-06
2	Charging	9.481743e+01	1.496698e+01	2.066879e-01	-2.617511e-06
2	Charging	9.490510e+01	1.505464e+01	2.066383e-01	-3.197865e-06
2	Charging	9.499345e+01	1.514300e+01	2.066536e-01	-3.067581e-06
2	Charging	9.508165e+01	1.523120e+01	2.066002e-01	-3.043893e-06
