Segment number	Charging/Self-discharging?	Elapsed time (s)	Segment time (s)	Potential (V)	Current (A)
1	Charging	5.048451e-01	1.881827e-01	1.611328e-02	2.694497e-05
1	Charging	5.927878e-01	2.761253e-01	1.702881e-02	2.516838e-05
1	Charging	6.813088e-01	3.646463e-01	1.778030e-02	2.321413e-05
1	Charging	7.689250e-01	4.522628e-01	1.863098e-02	2.264562e-05
1	Charging	8.568626e-01	5.402009e-01	1.957703e-02	2.193498e-05
1	Charging	9.449630e-01	6.283007e-01	2.046204e-02	2.152045e-05
1	Charging	1.033390e+00	7.167281e-01	2.138901e-02	2.109406e-05
1	Charging	1.121109e+00	8.044470e-01	2.228165e-02	2.089272e-05
1	Charging	1.209481e+00	8.928192e-01	2.310181e-02	2.110591e-05
1	Charging	1.297422e+00	9.807597e-01	2.405548e-02	2.076243e-05
1	Charging	1.385265e+00	1.068603e+00	2.488708e-02	2.002811e-05
1	Charging	1.473469e+00	1.156807e+00	2.583694e-02	2.076243e-05
1	Charging	1.561502e+00	1.244840e+00	2.664948e-02	2.067953e-05
1	Charging	1.648820e+00	1.332158e+00	2.755737e-02	2.014655e-05
1	Charging	1.737093e+00	1.420430e+00	2.836990e-02	2.075059e-05
1	Charging	1.824814e+00	1.508151e+00	2.936554e-02	2.073874e-05
1	Charging	1.912785e+00	1.596123e+00	3.009796e-02	2.057293e-05
1	Charging	2.001016e+00	1.684354e+00	3.102875e-02	2.047818e-05
1	Charging	2.089086e+00	1.772423e+00	3.186417e-02	2.058477e-05
1	Charging	2.176753e+00	1.860091e+00	3.267288e-02	2.046633e-05
1	Charging	2.264878e+00	1.948215e+00	3.371811e-02	2.049002e-05
1	Charging	2.353331e+00	2.036669e+00	3.448486e-02	2.103484e-05
1	Charging	2.441389e+00	2.124727e+00	3.542328e-02	2.011102e-05
1	Charging	2.528899e+00	2.212237e+00	3.627777e-02	2.095194e-05
1	Charging	2.617267e+00	2.300605e+00	3.728104e-02	2.083350e-05
1	Charging	2.705031e+00	2.388368e+00	3.819275e-02	2.108222e-05
1	Charging	2.792857e+00	2.476194e+00	3.890610e-02	2.034789e-05
1	Charging	2.881452e+00	2.564790e+00	3.987503e-02	2.045449e-05
1	Charging	2.969569e+00	2.652907e+00	4.079819e-02	2.110591e-05
1	Charging	3.057148e+00	2.740485e+00	4.165649e-02	2.072690e-05
1	Charging	3.145682e+00	2.829019e+00	4.246902e-02	2.094009e-05
1	Charging	3.233583e+00	2.916920e+00	4.347992e-02	2.080981e-05
1	Charging	3.320757e+00	3.004094e+00	4.431152e-02	2.120066e-05
1	Charging	3.409117e+00	3.092454e+00	4.520035e-02	2.134279e-05
1	Charging	3.497113e+00	3.180451e+00	4.598999e-02	2.046633e-05
1	Charging	3.585169e+00	3.268507e+00	4.698181e-02	2.099931e-05
1	Charging	3.673315e+00	3.356653e+00	4.769516e-02	2.063215e-05
1	Charging	3.760892e+00	3.444230e+00	4.862213e-02	2.073874e-05
1	Charging	3.849455e+00	3.532792e+00	4.954147e-02	2.076243e-05
1	Charging	3.937666e+00	3.621004e+00	5.040741e-02	2.045449e-05
1	Charging	4.024747e+00	3.708085e+00	5.125809e-02	2.071506e-05
1	Charging	4.112878e+00	3.796216e+00	5.226517e-02	2.062031e-05
1	Charging	4.200874e+00	3.884211e+00	5.308533e-02	2.097562e-05
1	Charging	4.288902e+00	3.972239e+00	5.396652e-02	2.067953e-05
1	Charging	4.376998e+00	4.060336e+00	5.478668e-02	2.015839e-05
1	Charging	4.465709e+00	4.149046e+00	5.567932e-02	2.077428e-05
1	Charging	4.553555e+00	4.236893e+00	5.657959e-02	2.076243e-05
1	Charging	4.640827e+00	4.324164e+00	5.740356e-02	2.069137e-05
1	Charging	4.729210e+00	4.412547e+00	5.842590e-02	2.133094e-05
1	Charging	4.817402e+00	4.500740e+00	5.924606e-02	2.103484e-05
1	Charging	4.905083e+00	4.588420e+00	6.017685e-02	2.129541e-05
1	Charging	4.993206e+00	4.676544e+00	6.108856e-02	2.135463e-05
1	Charging	5.081018e+00	4.764356e+00	6.173325e-02	2.047818e-05
1	Charging	5.169287e+00	4.852625e+00	6.277847e-02	2.076243e-05
1	Charging	5.257481e+00	4.940819e+00	6.366730e-02	2.107038e-05
1	Charging	5.345177e+00	5.028515e+00	6.447601e-02	2.101116e-05
1	Charging	5.432795e+00	5.116132e+00	6.539917e-02	2.121250e-05
1	Charging	5.521718e+00	5.205056e+00	6.625366e-02	2.086903e-05
1	Charging	5.608951e+00	5.292289e+00	6.708145e-02	2.116513e-05
1	Charging	5.697548e+00	5.380886e+00	6.806946e-02	2.118881e-05
1	Charging	5.784986e+00	5.468324e+00	6.889725e-02	2.123619e-05
1	Charging	5.872854e+00	5.556191e+00	6.992722e-02	2.108222e-05
1	Charging	5.961178e+00	5.644516e+00	7.048798e-02	1.996889e-05
1	Charging	6.048910e+00	5.732247e+00	7.144165e-02	2.108222e-05
1	Charging	6.137178e+00	5.820515e+00	7.233429e-02	2.066768e-05
1	Charging	6.225710e+00	5.909047e+00	7.320023e-02	2.086903e-05
1	Charging	6.312825e+00	5.996162e+00	7.408142e-02	2.131910e-05
1	Charging	6.401268e+00	6.084605e+00	7.501602e-02	2.103484e-05
1	Charging	6.488838e+00	6.172176e+00	7.601929e-02	2.134279e-05
1	Charging	6.576786e+00	6.260123e+00	7.677841e-02	2.057293e-05
1	Charging	6.665676e+00	6.349014e+00	7.759857e-02	2.079796e-05
1	Charging	6.752736e+00	6.436073e+00	7.850647e-02	2.139016e-05
1	Charging	6.841002e+00	6.524340e+00	7.944489e-02	2.096378e-05
1	Charging	6.929313e+00	6.612650e+00	8.030701e-02	2.099931e-05
1	Charging	7.017294e+00	6.700632e+00	8.111954e-02	2.050187e-05
1	Charging	7.105433e+00	6.788771e+00	8.215714e-02	2.117697e-05
1	Charging	7.193662e+00	6.877000e+00	8.301926e-02	2.129541e-05
1	Charging	7.281466e+00	6.964804e+00	8.374023e-02	2.067953e-05
1	Charging	7.368927e+00	7.052264e+00	8.472061e-02	2.091640e-05
1	Charging	7.457036e+00	7.140374e+00	8.557892e-02	2.072690e-05
1	Charging	7.545075e+00	7.228413e+00	8.641815e-02	2.139016e-05
1	Charging	7.633452e+00	7.316789e+00	8.735657e-02	2.117697e-05
1	Charging	7.721087e+00	7.404426e+00	8.829498e-02	2.111775e-05
1	Charging	7.809479e+00	7.492816e+00	8.908081e-02	2.109406e-05
1	Charging	7.896976e+00	7.580314e+00	8.995438e-02	2.067953e-05
1	Charging	7.984798e+00	7.668135e+00	9.085846e-02	2.077428e-05
1	Charging	8.073605e+00	7.756943e+00	9.177017e-02	2.104669e-05
1	Charging	8.160757e+00	7.844093e+00	9.259415e-02	2.091640e-05
1	Charging	8.249018e+00	7.932356e+00	9.356689e-02	2.146123e-05
1	Charging	8.337167e+00	8.020505e+00	9.429169e-02	2.058477e-05
1	Charging	8.424988e+00	8.108325e+00	9.521103e-02	2.139016e-05
1	Charging	8.513305e+00	8.196642e+00	9.616470e-02	2.131910e-05
1	Charging	8.601050e+00	8.284388e+00	9.696579e-02	2.080981e-05
1	Charging	8.689452e+00	8.372790e+00	9.797287e-02	2.134279e-05
1	Charging	8.776795e+00	8.460133e+00	9.888077e-02	2.179286e-05
1	Charging	8.865008e+00	8.548345e+00	9.968185e-02	2.067953e-05
1	Charging	8.953659e+00	8.636997e+00	1.005478e-01	2.124803e-05
1	Charging	9.041089e+00	8.724427e+00	1.012993e-01	2.064399e-05
1	Charging	9.129516e+00	8.812872e+00	1.022911e-01	2.120066e-05
1	Charging	9.216847e+00	8.900185e+00	1.031494e-01	2.082165e-05
1	Charging	9.305419e+00	8.988757e+00	1.040344e-01	2.141385e-05
1	Charging	9.392990e+00	9.076328e+00	1.049194e-01	2.109406e-05
1	Charging	9.480968e+00	9.164305e+00	1.057053e-01	2.094009e-05
1	Charging	9.569425e+00	9.252762e+00	1.067162e-01	2.121250e-05
1	Charging	9.657304e+00	9.340641e+00	1.068153e-01	1.462727e-05
1	Charging	9.745625e+00	9.428963e+00	1.067009e-01	9.415935e-06
1	Charging	9.833309e+00	9.516647e+00	1.066360e-01	5.862752e-06
1	Charging	9.921344e+00	9.604682e+00	1.069069e-01	3.257084e-06
1	Charging	1.000919e+01	9.692524e+00	1.067886e-01	1.468649e-06
1	Charging	1.009731e+01	9.780647e+00	1.066170e-01	7.106366e-08
1	Charging	1.018477e+01	9.868112e+00	1.067543e-01	-1.895031e-07
1	Charging	1.027348e+01	9.956819e+00	1.067772e-01	-8.172321e-07
1	Charging	1.036098e+01	1.004431e+01	1.066666e-01	-1.208082e-06
1	Charging	1.044933e+01	1.013267e+01	1.066818e-01	-1.871343e-06
1	Charging	1.053763e+01	1.022097e+01	1.066170e-01	-2.060846e-06
1	Charging	1.062522e+01	1.030856e+01	1.066399e-01	-1.871343e-06
1	Charging	1.071318e+01	1.039652e+01	1.066666e-01	-1.326522e-06
1	Charging	1.080120e+01	1.048453e+01	1.066818e-01	-2.416164e-06
1	Charging	1.088920e+01	1.057253e+01	1.066437e-01	-2.558292e-06
1	Charging	1.097754e+01	1.066088e+01	1.067581e-01	-2.510916e-06
1	Charging	1.106481e+01	1.074815e+01	1.066513e-01	-2.487228e-06
1	Charging	1.115278e+01	1.083612e+01	1.068192e-01	-2.333257e-06
1	Charging	1.124119e+01	1.092453e+01	1.067314e-01	-2.439852e-06
1	Charging	1.132922e+01	1.101255e+01	1.068344e-01	-1.812123e-06
1	Charging	1.141727e+01	1.110060e+01	1.067314e-01	-2.179286e-06
1	Charging	1.150526e+01	1.118860e+01	1.067429e-01	-2.889922e-06
1	Charging	1.159369e+01	1.127702e+01	1.068039e-01	-2.605668e-06
1	Charging	1.168110e+01	1.136444e+01	1.067467e-01	-1.669996e-06
1	Charging	1.176930e+01	1.145264e+01	1.066818e-01	-2.285881e-06
1	Charging	1.185686e+01	1.154019e+01	1.067162e-01	-2.214817e-06
1	Charging	1.194545e+01	1.162878e+01	1.066628e-01	-1.930563e-06
1	Charging	1.203294e+01	1.171628e+01	1.067238e-01	-2.617511e-06
1	Charging	1.212093e+01	1.180427e+01	1.066666e-01	-2.416164e-06
1	Charging	1.220958e+01	1.189292e+01	1.067619e-01	-2.333257e-06
1	Charging	1.229686e+01	1.198020e+01	1.066360e-01	-2.759639e-06
1	Charging	1.238478e+01	1.206812e+01	1.066818e-01	-2.558292e-06
1	Charging	1.247292e+01	1.215626e+01	1.067390e-01	-2.641199e-06
1	Charging	1.256089e+01	1.224423e+01	1.067657e-01	-2.570136e-06
1	Charging	1.264940e+01	1.233274e+01	1.066208e-01	-2.629355e-06
1	Charging	1.273708e+01	1.242042e+01	1.067963e-01	-2.439852e-06
1	Charging	1.282488e+01	1.250821e+01	1.066666e-01	-2.475384e-06
1	Charging	1.291295e+01	1.259629e+01	1.067886e-01	-2.191130e-06
1	Charging	1.300077e+01	1.268411e+01	1.067696e-01	-2.428008e-06
1	Charging	1.308905e+01	1.277238e+01	1.067276e-01	-2.629355e-06
1	Charging	1.317678e+01	1.286012e+01	1.066742e-01	-3.221553e-06
1	Charging	1.326521e+01	1.294855e+01	1.066742e-01	-2.676731e-06
1	Charging	1.335308e+01	1.303642e+01	1.067123e-01	-2.830702e-06
1	Charging	1.344095e+01	1.312429e+01	1.067810e-01	-2.451696e-06
1	Charging	1.352916e+01	1.321250e+01	1.067352e-01	-2.889922e-06
1	Charging	1.361758e+01	1.330092e+01	1.066933e-01	-2.439852e-06
1	Charging	1.370568e+01	1.338902e+01	1.066322e-01	-3.008362e-06
1	Charging	1.379366e+01	1.347699e+01	1.066933e-01	-3.020206e-06
1	Charging	1.388084e+01	1.356418e+01	1.066322e-01	-2.771483e-06
1	Charging	1.396957e+01	1.365291e+01	1.066284e-01	-3.209709e-06
1	Charging	1.405713e+01	1.374046e+01	1.067429e-01	-2.818859e-06
1	Charging	1.414558e+01	1.382892e+01	1.067734e-01	-3.316304e-06
1	Charging	1.423289e+01	1.391623e+01	1.067696e-01	-2.735951e-06
1	Charging	1.432094e+01	1.400427e+01	1.068153e-01	-2.641199e-06
1	Charging	1.440886e+01	1.409219e+01	1.067848e-01	-2.712263e-06
1	Charging	1.449727e+01	1.418061e+01	1.068268e-01	-2.747795e-06
1	Charging	1.458481e+01	1.426815e+01	1.067848e-01	-2.060846e-06
1	Charging	1.467334e+01	1.435668e+01	1.067581e-01	-2.570136e-06
1	Charging	1.476132e+01	1.444466e+01	1.065712e-01	-2.913610e-06
1	Charging	1.484882e+01	1.453215e+01	1.066360e-01	-2.439852e-06
1	Charging	1.493675e+01	1.462009e+01	1.067581e-01	-3.186021e-06
1	Charging	1.502566e+01	1.470900e+01	1.067162e-01	-2.759639e-06
1	Charging	1.511278e+01	1.479612e+01	1.067963e-01	-2.428008e-06
1	Charging	1.520075e+01	1.488409e+01	1.067467e-01	-2.878078e-06
1	Charging	1.528924e+01	1.497258e+01	1.066437e-01	-3.091269e-06
1	Charging	1.537691e+01	1.506024e+01	1.066742e-01	-2.463540e-06
1	Charging	1.546551e+01	1.514885e+01	1.067657e-01	-2.380633e-06
1	Charging	1.555359e+01	1.523693e+01	1.068382e-01	-2.664887e-06
1	Charging	1.564076e+01	1.532409e+01	1.068077e-01	-3.138645e-06
1	Charging	1.572942e+01	1.541276e+01	1.067123e-01	-2.925454e-06
1	Charging	1.581698e+01	1.550032e+01	1.066704e-01	-3.197865e-06
1	Charging	1.590500e+01	1.558834e+01	1.066360e-01	-2.925454e-06
1	Charging	1.599348e+01	1.567682e+01	1.067734e-01	-2.866234e-06
1	Charging	1.608081e+01	1.576415e+01	1.067276e-01	-2.807015e-06
1	Charging	1.616900e+01	1.585234e+01	1.066170e-01	-2.664887e-06
1	Charging	1.625719e+01	1.594053e+01	1.067276e-01	-2.724107e-06
1	Charging	1.634515e+01	1.602849e+01	1.066132e-01	-2.475384e-06
1	Charging	1.643302e+01	1.611636e+01	1.067543e-01	-2.653043e-06
1	Charging	1.652165e+01	1.620499e+01	1.067009e-01	-3.316304e-06
1	Charging	1.660926e+01	1.629259e+01	1.067543e-01	-2.404320e-06
1	Charging	1.669713e+01	1.638047e+01	1.067047e-01	-3.316304e-06
1	Charging	1.678555e+01	1.646889e+01	1.067276e-01	-2.759639e-06
1	Charging	1.687332e+01	1.655666e+01	1.065903e-01	-3.055737e-06
1	Charging	1.696156e+01	1.664490e+01	1.065788e-01	-3.067581e-06
1	Charging	1.704947e+01	1.673281e+01	1.067200e-01	-2.913610e-06
1	Charging	1.713738e+01	1.682072e+01	1.067123e-01	-3.245240e-06
1	Charging	1.722542e+01	1.690876e+01	1.066895e-01	-3.008362e-06
1	Charging	1.731345e+01	1.699679e+01	1.066170e-01	-2.854390e-06
1	Charging	1.740098e+01	1.708432e+01	1.067276e-01	-2.878078e-06
1	Charging	1.748880e+01	1.717214e+01	1.067047e-01	-2.878078e-06
1	Charging	1.757760e+01	1.726094e+01	1.066513e-01	-3.067581e-06
1	Charging	1.766557e+01	1.734891e+01	1.067963e-01	-2.724107e-06
1	Charging	1.775293e+01	1.743627e+01	1.068039e-01	-2.747795e-06
1	Charging	1.784138e+01	1.752472e+01	1.068993e-01	-2.653043e-06
1	Charging	1.792948e+01	1.761282e+01	1.066246e-01	-2.795171e-06
1	Charging	1.801680e+01	1.770014e+01	1.066742e-01	-3.114957e-06
1	Charging	1.810556e+01	1.778890e+01	1.068726e-01	-2.463540e-06
1	Charging	1.819278e+01	1.787612e+01	1.066704e-01	-3.221553e-06
1	Charging	1.828125e+01	1.796459e+01	1.066246e-01	-3.493963e-06
1	Charging	1.836873e+01	1.805207e+01	1.066933e-01	-3.375524e-06
1	Charging	1.845706e+01	1.814040e+01	1.066742e-01	-2.712263e-06
1	Charging	1.854543e+01	1.822877e+01	1.068192e-01	-2.807015e-06
1	Charging	1.863269e+01	1.831603e+01	1.067886e-01	-2.724107e-06
1	Charging	1.872126e+01	1.840460e+01	1.066895e-01	-2.807015e-06
1	Charging	1.880973e+01	1.849307e+01	1.067085e-01	-3.032049e-06
1	Charging	1.889689e+01	1.858023e+01	1.067085e-01	-3.114957e-06
1	Charging	1.898534e+01	1.866868e+01	1.067963e-01	-2.617511e-06
1	Charging	1.907347e+01	1.875681e+01	1.067963e-01	-2.960986e-06
1	Charging	1.916170e+01	1.884504e+01	1.067352e-01	-3.162333e-06
1	Charging	1.924885e+01	1.893219e+01	1.066933e-01	-3.032049e-06
1	Charging	1.933679e+01	1.902013e+01	1.067467e-01	-2.830702e-06
1	Charging	1.942513e+01	1.910847e+01	1.067963e-01	-3.032049e-06
1	Self-discharging	1.951337e+01	1.919671e+01	1.066818e-01	-2.487228e-06
1	Self-discharging	1.960144e+01	1.928478e+01	1.067314e-01	-3.493963e-06
1	Self-discharging	1.968950e+01	1.937283e+01	1.066780e-01	-3.849282e-06
1	Self-discharging	1.977721e+01	1.946055e+01	1.066933e-01	-3.505807e-06
1	Self-discharging	1.986502e+01	1.954836e+01	1.067390e-01	-3.778218e-06
1	Self-discharging	1.995279e+01	1.963613e+01	1.066856e-01	-3.671622e-06
1	Self-discharging	2.004109e+01	1.972442e+01	1.066475e-01	-3.422900e-06
1	Self-discharging	2.012936e+01	1.981269e+01	1.066360e-01	-3.944033e-06
1	Self-discharging	2.021728e+01	1.990062e+01	1.066284e-01	-3.600559e-06
1	Self-discharging	2.030515e+01	1.998848e+01	1.065559e-01	-3.505807e-06
1	Self-discharging	2.039293e+01	2.007627e+01	1.066704e-01	-3.600559e-06
1	Self-discharging	2.048104e+01	2.016438e+01	1.066933e-01	-3.505807e-06
1	Self-discharging	2.056884e+01	2.025218e+01	1.066017e-01	-3.636091e-06
1	Self-discharging	2.065729e+01	2.034062e+01	1.066246e-01	-3.825594e-06
1	Self-discharging	2.074568e+01	2.042902e+01	1.067390e-01	-3.553183e-06
1	Self-discharging	2.083302e+01	2.051636e+01	1.066475e-01	-3.778218e-06
1	Self-discharging	2.092109e+01	2.060443e+01	1.065903e-01	-3.778218e-06
1	Self-discharging	2.100966e+01	2.069300e+01	1.065712e-01	-3.387368e-06
1	Self-discharging	2.109762e+01	2.078096e+01	1.066322e-01	-3.553183e-06
1	Self-discharging	2.118537e+01	2.086870e+01	1.065559e-01	-3.387368e-06
1	Self-discharging	2.127270e+01	2.095604e+01	1.065598e-01	-3.482119e-06
1	Self-discharging	2.136074e+01	2.104408e+01	1.065712e-01	-3.565027e-06
1	Self-discharging	2.144963e+01	2.113297e+01	1.065102e-01	-3.351836e-06
1	Self-discharging	2.153703e+01	2.122037e+01	1.065102e-01	-3.944033e-06
1	Self-discharging	2.162530e+01	2.130863e+01	1.065331e-01	-3.872969e-06
1	Self-discharging	2.171280e+01	2.139614e+01	1.066666e-01	-3.505807e-06
1	Self-discharging	2.180103e+01	2.148437e+01	1.065407e-01	-3.493963e-06
1	Self-discharging	2.188947e+01	2.157281e+01	1.065025e-01	-3.576871e-06
1	Self-discharging	2.197768e+01	2.166102e+01	1.065216e-01	-3.458431e-06
1	Self-discharging	2.206478e+01	2.174812e+01	1.065750e-01	-3.505807e-06
1	Self-discharging	2.215357e+01	2.183691e+01	1.065598e-01	-3.505807e-06
1	Self-discharging	2.224099e+01	2.192432e+01	1.066132e-01	-3.730842e-06
1	Self-discharging	2.232907e+01	2.201241e+01	1.065331e-01	-3.458431e-06
1	Self-discharging	2.241767e+01	2.210101e+01	1.064758e-01	-3.529495e-06
1	Self-discharging	2.250509e+01	2.218843e+01	1.065178e-01	-3.517651e-06
1	Self-discharging	2.259303e+01	2.227636e+01	1.065598e-01	-3.790062e-06
1	Self-discharging	2.268159e+01	2.236493e+01	1.064415e-01	-3.790062e-06
1	Self-discharging	2.276922e+01	2.245256e+01	1.064148e-01	-3.458431e-06
1	Self-discharging	2.285697e+01	2.254031e+01	1.064301e-01	-3.304460e-06
1	Self-discharging	2.294505e+01	2.262839e+01	1.064758e-01	-3.339992e-06
1	Self-discharging	2.303319e+01	2.271653e+01	1.064339e-01	-3.647935e-06
1	Self-discharging	2.312126e+01	2.280460e+01	1.064720e-01	-3.636091e-06
1	Self-discharging	2.320969e+01	2.289303e+01	1.064072e-01	-3.825594e-06
1	Self-discharging	2.329732e+01	2.298066e+01	1.064491e-01	-3.659778e-06
1	Self-discharging	2.338528e+01	2.306862e+01	1.065102e-01	-5.981191e-06
1	Self-discharging	2.347322e+01	2.315655e+01	1.064453e-01	-2.245612e-05
1	Self-discharging	2.356107e+01	2.324441e+01	1.064987e-01	-3.612403e-06
1	Self-discharging	2.364891e+01	2.333225e+01	1.064072e-01	-3.944033e-06
1	Self-discharging	2.373736e+01	2.342070e+01	1.064301e-01	-4.619138e-06
1	Self-discharging	2.382556e+01	2.350890e+01	1.065216e-01	-6.265446e-06
1	Self-discharging	2.391346e+01	2.359680e+01	1.064415e-01	-3.955877e-06
1	Self-discharging	2.400111e+01	2.368445e+01	1.064911e-01	-1.139387e-05
1	Self-discharging	2.408916e+01	2.377250e+01	1.064873e-01	-5.104740e-06
1	Self-discharging	2.417769e+01	2.386103e+01	1.064262e-01	-4.121692e-06
1	Self-discharging	2.426480e+01	2.394814e+01	1.063995e-01	-4.512542e-06
1	Self-discharging	2.435361e+01	2.403695e+01	1.063385e-01	-3.920345e-06
1	Self-discharging	2.444163e+01	2.412497e+01	1.063843e-01	-3.399212e-06
1	Self-discharging	2.452916e+01	2.421250e+01	1.063957e-01	-3.470275e-06
1	Self-discharging	2.461716e+01	2.430049e+01	1.064034e-01	-3.718998e-06
1	Self-discharging	2.470509e+01	2.438843e+01	1.064148e-01	-3.422900e-06
1	Self-discharging	2.479300e+01	2.447634e+01	1.065254e-01	-3.790062e-06
1	Self-discharging	2.488087e+01	2.456421e+01	1.063080e-01	-3.316304e-06
1	Self-discharging	2.496904e+01	2.465238e+01	1.062851e-01	-3.387368e-06
1	Self-discharging	2.505726e+01	2.474060e+01	1.063690e-01	-3.896657e-06
1	Self-discharging	2.514566e+01	2.482900e+01	1.064072e-01	-3.707154e-06
1	Self-discharging	2.523335e+01	2.491669e+01	1.063881e-01	-3.636091e-06
1	Self-discharging	2.532141e+01	2.500475e+01	1.063423e-01	-3.778218e-06
1	Self-discharging	2.540887e+01	2.509221e+01	1.063728e-01	-3.671622e-06
1	Self-discharging	2.549702e+01	2.518036e+01	1.062279e-01	-3.576871e-06
1	Self-discharging	2.558540e+01	2.526874e+01	1.063042e-01	-3.600559e-06
1	Self-discharging	2.567295e+01	2.535629e+01	1.063766e-01	-3.493963e-06
1	Self-discharging	2.576079e+01	2.544413e+01	1.062660e-01	-3.576871e-06
1	Self-discharging	2.584875e+01	2.553209e+01	1.063385e-01	-3.387368e-06
1	Self-discharging	2.593675e+01	2.562008e+01	1.062698e-01	-3.849282e-06
1	Self-discharging	2.602513e+01	2.570846e+01	1.062660e-01	-3.553183e-06
1	Self-discharging	2.611307e+01	2.579641e+01	1.061592e-01	-3.683466e-06
1	Self-discharging	2.620121e+01	2.588454e+01	1.062508e-01	-3.482119e-06
1	Self-discharging	2.628905e+01	2.597238e+01	1.063232e-01	-3.576871e-06
1	Self-discharging	2.637696e+01	2.606029e+01	1.063576e-01	-3.470275e-06
1	Self-discharging	2.646484e+01	2.614818e+01	1.063042e-01	-3.695310e-06
1	Self-discharging	2.655295e+01	2.623629e+01	1.062393e-01	-3.872969e-06
1	Self-discharging	2.664090e+01	2.632424e+01	1.062317e-01	-3.790062e-06
1	Self-discharging	2.672942e+01	2.641275e+01	1.062889e-01	-3.766374e-06
1	Self-discharging	2.681684e+01	2.650017e+01	1.063309e-01	-3.114957e-06
1	Self-discharging	2.690520e+01	2.658854e+01	1.062469e-01	-3.529495e-06
1	Self-discharging	2.699345e+01	2.667679e+01	1.062660e-01	-3.387368e-06
1	Self-discharging	2.708126e+01	2.676459e+01	1.062469e-01	-3.707154e-06
1	Self-discharging	2.716895e+01	2.685228e+01	1.061897e-01	-3.482119e-06
1	Self-discharging	2.725682e+01	2.694016e+01	1.062851e-01	-3.588715e-06
1	Self-discharging	2.734559e+01	2.702892e+01	1.062927e-01	-3.434744e-06
1	Self-discharging	2.743363e+01	2.711697e+01	1.062126e-01	-3.505807e-06
1	Self-discharging	2.752138e+01	2.720472e+01	1.062279e-01	-3.576871e-06
1	Self-discharging	2.760879e+01	2.729213e+01	1.061897e-01	-3.624247e-06
1	Self-discharging	2.769717e+01	2.738051e+01	1.062355e-01	-1.121621e-05
1	Self-discharging	2.778545e+01	2.746878e+01	1.061249e-01	-4.619138e-06
1	Self-discharging	2.787358e+01	2.755692e+01	1.061935e-01	-4.938924e-06
1	Self-discharging	2.796094e+01	2.764428e+01	1.062355e-01	-4.749421e-06
1	Self-discharging	2.804942e+01	2.773276e+01	1.060371e-01	-3.944033e-06
1	Self-discharging	2.813706e+01	2.782040e+01	1.062469e-01	-3.659778e-06
1	Self-discharging	2.822519e+01	2.790853e+01	1.061287e-01	-3.411056e-06
1	Self-discharging	2.831349e+01	2.799683e+01	1.062088e-01	-3.505807e-06
1	Self-discharging	2.840129e+01	2.808463e+01	1.062851e-01	-3.624247e-06
1	Self-discharging	2.848972e+01	2.817306e+01	1.061630e-01	-3.707154e-06
1	Self-discharging	2.857714e+01	2.826048e+01	1.061707e-01	-3.458431e-06
1	Self-discharging	2.866547e+01	2.834880e+01	1.062088e-01	-4.370415e-06
1	Self-discharging	2.875299e+01	2.843633e+01	1.061859e-01	-3.718998e-06
1	Self-discharging	2.884120e+01	2.852454e+01	1.062088e-01	-3.636091e-06
1	Self-discharging	2.892935e+01	2.861269e+01	1.061668e-01	-3.979565e-06
1	Self-discharging	2.901733e+01	2.870067e+01	1.061707e-01	-3.553183e-06
1	Self-discharging	2.910536e+01	2.878870e+01	1.060944e-01	-3.707154e-06
1	Self-discharging	2.919358e+01	2.887692e+01	1.061592e-01	-3.434744e-06
1	Self-discharging	2.928154e+01	2.896488e+01	1.061058e-01	-3.588715e-06
1	Self-discharging	2.936904e+01	2.905238e+01	1.061058e-01	-3.624247e-06
1	Self-discharging	2.945697e+01	2.914030e+01	1.061249e-01	-3.659778e-06
1	Self-discharging	2.954507e+01	2.922840e+01	1.061821e-01	-3.636091e-06
1	Self-discharging	2.963327e+01	2.931661e+01	1.062317e-01	-4.145380e-06
1	Self-discharging	2.972115e+01	2.940449e+01	1.060753e-01	-3.529495e-06
1	Self-discharging	2.980917e+01	2.949251e+01	1.061440e-01	-3.493963e-06
1	Self-discharging	2.989686e+01	2.958020e+01	1.061478e-01	-3.482119e-06
1	Self-discharging	2.998554e+01	2.966888e+01	1.060486e-01	-3.683466e-06
1	Self-discharging	3.007275e+01	2.975609e+01	1.060982e-01	-3.257084e-06
1	Self-discharging	3.016100e+01	2.984434e+01	1.061401e-01	-3.659778e-06
1	Self-discharging	3.024958e+01	2.993292e+01	1.061707e-01	-5.862752e-06
1	Self-discharging	3.033679e+01	3.002013e+01	1.062317e-01	-4.441479e-06
1	Self-discharging	3.042508e+01	3.010841e+01	1.060371e-01	-4.512542e-06
1	Self-discharging	3.051297e+01	3.019631e+01	1.060677e-01	-4.275664e-06
1	Self-discharging	3.060171e+01	3.028505e+01	1.060944e-01	-3.991409e-06
1	Self-discharging	3.068921e+01	3.037255e+01	1.061668e-01	-3.505807e-06
1	Self-discharging	3.077763e+01	3.046097e+01	1.060219e-01	-3.517651e-06
1	Self-discharging	3.086538e+01	3.054872e+01	1.060829e-01	-3.482119e-06
1	Self-discharging	3.095290e+01	3.063623e+01	1.060791e-01	-3.683466e-06
1	Self-discharging	3.104128e+01	3.072462e+01	1.060791e-01	-3.138645e-06
1	Self-discharging	3.112884e+01	3.081217e+01	1.061897e-01	-3.399212e-06
1	Self-discharging	3.121743e+01	3.090077e+01	1.062050e-01	-4.015097e-06
