C-rate	Cycle number	Half cycle number	Elapsed time (s)	Elapsed C-rate time (s)	Potential (V)	Current (A)
20	2	3	4.334147e+02	4.334147e+02	1.801109e-01	6.450176e-06
20	2	3	4.335025e+02	4.335025e+02	1.804085e-01	6.445885e-06
20	2	3	4.335904e+02	4.335904e+02	1.805496e-01	6.446481e-06
20	2	3	4.336792e+02	4.336792e+02	1.807785e-01	6.447911e-06
20	2	3	4.337671e+02	4.337671e+02	1.809425e-01	6.447554e-06
20	2	3	4.338550e+02	4.338550e+02	1.812973e-01	6.448746e-06
20	2	3	4.339427e+02	4.339427e+02	1.815605e-01	6.447554e-06
20	2	3	4.340307e+02	4.340307e+02	1.817970e-01	6.449342e-06
20	2	3	4.341185e+02	4.341185e+02	1.820335e-01	6.447911e-06
20	2	3	4.342064e+02	4.342064e+02	1.821823e-01	6.450772e-06
20	2	3	4.342953e+02	4.342953e+02	1.824570e-01	6.448269e-06
20	2	3	4.343831e+02	4.343831e+02	1.826782e-01	6.447792e-06
20	2	3	4.344711e+02	4.344711e+02	1.829262e-01	6.445050e-06
20	2	3	4.345589e+02	4.345589e+02	1.832962e-01	6.447077e-06
20	2	3	4.346468e+02	4.346468e+02	1.833305e-01	6.445289e-06
20	2	3	4.347347e+02	4.347347e+02	1.836700e-01	6.445646e-06
20	2	3	4.348228e+02	4.348228e+02	1.838341e-01	6.449342e-06
20	2	3	4.349106e+02	4.349106e+02	1.841087e-01	6.449103e-06
20	2	3	4.349985e+02	4.349985e+02	1.843987e-01	6.447196e-06
20	2	3	4.350873e+02	4.350873e+02	1.847458e-01	6.448150e-06
20	2	3	4.351753e+02	4.351753e+02	1.848564e-01	6.442308e-06
20	2	3	4.352629e+02	4.352629e+02	1.850014e-01	6.446481e-06
20	2	3	4.353507e+02	4.353507e+02	1.853104e-01	6.447315e-06
20	2	3	4.354385e+02	4.354385e+02	1.854439e-01	6.447434e-06
20	2	3	4.355265e+02	4.355265e+02	1.857376e-01	6.446362e-06
20	2	3	4.356152e+02	4.356152e+02	1.860428e-01	6.443739e-06
20	2	3	4.357030e+02	4.357030e+02	1.862831e-01	6.446838e-06
20	2	3	4.357910e+02	4.357910e+02	1.864471e-01	6.449699e-06
20	2	3	4.358789e+02	4.358789e+02	1.867828e-01	6.449103e-06
20	2	3	4.359664e+02	4.359664e+02	1.869507e-01	6.447077e-06
20	2	3	4.360553e+02	4.360553e+02	1.872864e-01	6.446958e-06
20	2	3	4.361431e+02	4.361431e+02	1.873627e-01	6.443262e-06
20	2	3	4.362308e+02	4.362308e+02	1.876488e-01	6.447554e-06
20	2	3	4.363187e+02	4.363187e+02	1.879311e-01	6.447315e-06
20	2	3	4.364063e+02	4.364063e+02	1.881027e-01	6.444573e-06
20	2	3	4.364950e+02	4.364950e+02	1.884155e-01	6.448627e-06
20	2	3	4.365826e+02	4.365826e+02	1.886101e-01	6.449699e-06
20	2	3	4.366712e+02	4.366712e+02	1.888618e-01	6.448269e-06
20	2	3	4.367591e+02	4.367591e+02	1.890526e-01	6.447315e-06
20	2	3	4.368469e+02	4.368469e+02	1.892853e-01	6.448150e-06
20	2	3	4.369347e+02	4.369347e+02	1.895638e-01	6.447792e-06
20	2	3	4.370227e+02	4.370227e+02	1.897888e-01	6.447434e-06
20	2	3	4.371105e+02	4.371105e+02	1.900902e-01	6.447792e-06
20	2	3	4.371985e+02	4.371985e+02	1.903267e-01	6.447434e-06
20	2	3	4.372872e+02	4.372872e+02	1.905594e-01	6.446600e-06
20	2	3	4.373752e+02	4.373752e+02	1.908455e-01	6.448984e-06
20	2	3	4.374631e+02	4.374632e+02	1.911736e-01	6.446004e-06
20	2	3	4.375510e+02	4.375510e+02	1.912689e-01	6.447554e-06
20	2	3	4.376388e+02	4.376388e+02	1.914520e-01	6.447315e-06
20	2	3	4.377267e+02	4.377267e+02	1.917114e-01	6.448746e-06
20	2	3	4.378147e+02	4.378147e+02	1.920052e-01	6.448746e-06
20	2	3	4.379026e+02	4.379026e+02	1.922340e-01	6.447315e-06
20	2	3	4.379905e+02	4.379905e+02	1.924477e-01	6.450176e-06
20	2	3	4.380793e+02	4.380793e+02	1.927261e-01	6.448507e-06
20	2	3	4.381672e+02	4.381672e+02	1.929131e-01	6.445646e-06
20	2	3	4.382551e+02	4.382551e+02	1.932068e-01	6.447196e-06
20	2	3	4.383429e+02	4.383429e+02	1.934319e-01	6.447673e-06
20	2	3	4.384307e+02	4.384307e+02	1.936035e-01	6.449461e-06
20	2	3	4.385187e+02	4.385187e+02	1.938629e-01	6.448627e-06
20	2	3	4.386065e+02	4.386065e+02	1.940689e-01	6.447196e-06
20	2	3	4.386952e+02	4.386952e+02	1.943893e-01	6.446481e-06
20	2	3	4.387828e+02	4.387828e+02	1.945801e-01	6.447315e-06
20	2	3	4.388710e+02	4.388710e+02	1.948929e-01	6.448984e-06
20	2	3	4.389586e+02	4.389586e+02	1.951103e-01	6.447673e-06
20	2	3	4.390472e+02	4.390472e+02	1.952782e-01	6.448746e-06
20	2	3	4.391347e+02	4.391347e+02	1.955376e-01	6.446958e-06
20	2	3	4.392227e+02	4.392227e+02	1.956863e-01	6.446242e-06
20	2	3	4.393106e+02	4.393106e+02	1.959953e-01	6.450772e-06
20	2	3	4.393985e+02	4.393985e+02	1.963272e-01	6.445765e-06
20	2	3	4.394864e+02	4.394864e+02	1.964607e-01	6.451130e-06
20	2	3	4.395752e+02	4.395752e+02	1.967201e-01	6.448388e-06
20	2	3	4.396627e+02	4.396627e+02	1.969872e-01	6.446123e-06
20	2	3	4.397504e+02	4.397504e+02	1.971359e-01	6.446123e-06
20	2	3	4.398393e+02	4.398393e+02	1.974487e-01	6.445050e-06
20	2	3	4.399272e+02	4.399272e+02	1.977119e-01	6.446958e-06
20	2	3	4.400151e+02	4.400151e+02	1.979675e-01	6.447554e-06
20	2	3	4.401030e+02	4.401030e+02	1.981773e-01	6.446600e-06
20	2	3	4.401908e+02	4.401908e+02	1.984062e-01	6.445765e-06
20	2	3	4.402784e+02	4.402784e+02	1.986465e-01	6.448984e-06
20	2	3	4.403665e+02	4.403665e+02	1.989326e-01	6.449223e-06
20	2	3	4.404544e+02	4.404544e+02	1.991196e-01	6.449103e-06
20	2	3	4.405433e+02	4.405433e+02	1.993256e-01	6.445765e-06
20	2	3	4.406311e+02	4.406311e+02	1.996231e-01	6.448507e-06
20	2	3	4.407185e+02	4.407185e+02	1.998367e-01	6.449223e-06
20	2	3	4.408071e+02	4.408071e+02	2.001572e-01	6.448507e-06
20	2	3	4.408947e+02	4.408947e+02	2.002220e-01	6.448746e-06
20	2	3	4.409833e+02	4.409833e+02	2.004814e-01	6.446838e-06
20	2	3	4.410710e+02	4.410710e+02	2.008095e-01	6.449223e-06
20	2	3	4.411587e+02	4.411587e+02	2.010231e-01	6.449461e-06
20	2	3	4.412463e+02	4.412463e+02	2.012863e-01	6.446004e-06
20	2	3	4.413349e+02	4.413349e+02	2.015381e-01	6.446242e-06
20	2	3	4.414228e+02	4.414228e+02	2.017746e-01	6.447911e-06
20	2	3	4.415107e+02	4.415107e+02	2.019615e-01	6.449819e-06
20	2	3	4.415985e+02	4.415985e+02	2.021675e-01	6.445885e-06
20	2	3	4.416863e+02	4.416863e+02	2.025223e-01	6.446958e-06
20	2	3	4.417745e+02	4.417745e+02	2.026787e-01	6.447911e-06
20	2	3	4.418625e+02	4.418625e+02	2.029572e-01	6.447911e-06
20	2	3	4.419505e+02	4.419505e+02	2.031746e-01	6.451488e-06
20	2	3	4.420393e+02	4.420393e+02	2.032471e-01	6.449819e-06
20	2	3	4.421272e+02	4.421272e+02	2.036552e-01	6.447196e-06
20	2	3	4.422144e+02	4.422144e+02	2.039566e-01	6.447911e-06
20	2	3	4.423033e+02	4.423033e+02	2.041321e-01	6.447077e-06
20	2	3	4.423912e+02	4.423912e+02	2.042465e-01	6.446362e-06
20	2	3	4.424790e+02	4.424790e+02	2.046356e-01	6.447077e-06
20	2	3	4.425670e+02	4.425670e+02	2.047997e-01	6.444693e-06
20	2	3	4.426547e+02	4.426547e+02	2.050514e-01	6.450176e-06
20	2	3	4.427427e+02	4.427427e+02	2.053070e-01	6.444573e-06
20	2	3	4.428307e+02	4.428307e+02	2.055092e-01	6.447077e-06
20	2	3	4.429190e+02	4.429190e+02	2.057533e-01	6.449938e-06
20	2	3	4.430068e+02	4.430068e+02	2.060547e-01	6.451845e-06
20	2	3	4.430947e+02	4.430947e+02	2.063217e-01	6.445169e-06
20	2	3	4.431826e+02	4.431826e+02	2.064629e-01	6.447196e-06
20	2	3	4.432705e+02	4.432705e+02	2.067528e-01	6.445050e-06
20	2	3	4.433584e+02	4.433584e+02	2.069435e-01	6.445169e-06
20	2	3	4.434473e+02	4.434473e+02	2.071571e-01	6.446838e-06
20	2	3	4.435350e+02	4.435350e+02	2.074509e-01	6.447077e-06
20	2	3	4.436227e+02	4.436227e+02	2.075500e-01	6.448627e-06
20	2	3	4.437111e+02	4.437111e+02	2.078552e-01	6.446719e-06
20	2	3	4.437991e+02	4.437991e+02	2.081604e-01	6.449103e-06
20	2	3	4.438869e+02	4.438869e+02	2.084045e-01	6.446242e-06
20	2	3	4.439747e+02	4.439747e+02	2.085609e-01	6.448388e-06
20	2	3	4.440632e+02	4.440632e+02	2.088585e-01	6.449580e-06
20	2	3	4.441510e+02	4.441510e+02	2.089310e-01	6.448269e-06
20	2	3	4.442389e+02	4.442389e+02	2.093391e-01	6.447434e-06
20	2	3	4.443267e+02	4.443267e+02	2.095375e-01	6.447077e-06
20	2	3	4.444145e+02	4.444145e+02	2.097855e-01	6.450415e-06
20	2	3	4.445033e+02	4.445033e+02	2.100296e-01	6.448269e-06
20	2	3	4.445912e+02	4.445912e+02	2.103310e-01	6.447315e-06
20	2	3	4.446790e+02	4.446790e+02	2.104607e-01	6.448150e-06
20	2	3	4.447667e+02	4.447667e+02	2.108421e-01	6.447315e-06
20	2	3	4.448550e+02	4.448550e+02	2.109642e-01	6.448030e-06
20	2	3	4.449429e+02	4.449429e+02	2.111626e-01	6.443501e-06
20	2	3	4.450306e+02	4.450306e+02	2.114449e-01	6.444931e-06
20	2	3	4.451184e+02	4.451184e+02	2.117043e-01	6.448030e-06
20	2	3	4.452073e+02	4.452073e+02	2.118225e-01	6.445765e-06
20	2	3	4.452950e+02	4.452950e+02	2.122650e-01	6.448150e-06
20	2	3	4.453828e+02	4.453828e+02	2.123642e-01	6.448388e-06
20	2	3	4.454707e+02	4.454707e+02	2.126961e-01	6.447911e-06
20	2	3	4.455587e+02	4.455587e+02	2.128563e-01	6.447315e-06
20	2	3	4.456466e+02	4.456466e+02	2.131310e-01	6.448865e-06
20	2	3	4.457345e+02	4.457345e+02	2.134514e-01	6.448865e-06
20	2	3	4.458225e+02	4.458225e+02	2.136230e-01	6.447911e-06
20	2	3	4.459105e+02	4.459105e+02	2.137947e-01	6.448269e-06
20	2	3	4.459983e+02	4.459983e+02	2.141266e-01	6.446600e-06
20	2	3	4.460871e+02	4.460871e+02	2.143631e-01	6.448388e-06
20	2	3	4.461750e+02	4.461750e+02	2.145538e-01	6.446004e-06
20	2	3	4.462629e+02	4.462629e+02	2.147980e-01	6.447911e-06
20	2	3	4.463507e+02	4.463507e+02	2.150269e-01	6.445885e-06
20	2	3	4.464384e+02	4.464384e+02	2.151413e-01	6.445885e-06
20	2	3	4.465263e+02	4.465263e+02	2.155685e-01	6.448269e-06
20	2	3	4.466152e+02	4.466152e+02	2.157097e-01	6.452680e-06
20	2	3	4.467030e+02	4.467030e+02	2.160225e-01	6.446838e-06
20	2	3	4.467908e+02	4.467908e+02	2.161217e-01	6.447792e-06
20	2	3	4.468786e+02	4.468786e+02	2.163887e-01	6.450057e-06
20	2	3	4.469665e+02	4.469665e+02	2.166023e-01	6.445289e-06
20	2	3	4.470547e+02	4.470547e+02	2.169037e-01	6.449461e-06
20	2	3	4.471427e+02	4.471427e+02	2.171211e-01	6.446004e-06
20	2	3	4.472306e+02	4.472306e+02	2.174988e-01	6.446481e-06
20	2	3	4.473185e+02	4.473185e+02	2.176743e-01	6.448746e-06
20	2	3	4.474064e+02	4.474064e+02	2.178230e-01	6.449580e-06
20	2	3	4.474952e+02	4.474952e+02	2.180634e-01	6.448269e-06
20	2	3	4.475830e+02	4.475830e+02	2.183266e-01	6.448507e-06
20	2	3	4.476709e+02	4.476709e+02	2.186279e-01	6.450415e-06
20	2	3	4.477590e+02	4.477590e+02	2.188263e-01	6.450891e-06
20	2	3	4.478470e+02	4.478470e+02	2.191200e-01	6.447673e-06
20	2	3	4.479349e+02	4.479349e+02	2.193069e-01	6.446958e-06
20	2	3	4.480227e+02	4.480227e+02	2.195282e-01	6.445408e-06
20	2	3	4.481106e+02	4.481106e+02	2.197647e-01	6.447315e-06
20	2	3	4.481985e+02	4.481985e+02	2.199516e-01	6.448388e-06
20	2	3	4.482874e+02	4.482874e+02	2.201805e-01	6.446600e-06
20	2	3	4.483753e+02	4.483753e+02	2.205315e-01	6.446242e-06
20	2	3	4.484632e+02	4.484632e+02	2.206955e-01	6.448746e-06
20	2	3	4.485510e+02	4.485510e+02	2.208977e-01	6.442189e-06
20	2	3	4.486387e+02	4.486387e+02	2.212906e-01	6.443858e-06
20	2	3	4.487266e+02	4.487266e+02	2.215004e-01	6.447673e-06
20	2	3	4.488150e+02	4.488150e+02	2.217102e-01	6.445527e-06
20	2	3	4.489029e+02	4.489029e+02	2.218590e-01	6.446958e-06
20	2	3	4.489906e+02	4.489906e+02	2.222252e-01	6.448030e-06
20	2	3	4.490784e+02	4.490784e+02	2.223549e-01	6.450176e-06
20	2	3	4.491672e+02	4.491672e+02	2.225838e-01	6.447554e-06
20	2	3	4.492553e+02	4.492553e+02	2.228584e-01	6.445765e-06
20	2	3	4.493432e+02	4.493432e+02	2.230339e-01	6.447434e-06
20	2	3	4.494310e+02	4.494310e+02	2.233124e-01	6.445169e-06
20	2	3	4.495188e+02	4.495188e+02	2.235146e-01	6.449223e-06
20	2	3	4.496068e+02	4.496068e+02	2.238083e-01	6.448030e-06
20	2	3	4.496946e+02	4.496946e+02	2.240677e-01	6.447911e-06
20	2	3	4.497833e+02	4.497833e+02	2.242088e-01	6.444454e-06
20	2	3	4.498712e+02	4.498712e+02	2.244835e-01	6.449461e-06
20	2	3	4.499592e+02	4.499592e+02	2.248383e-01	6.447077e-06
20	2	3	4.500468e+02	4.500468e+02	2.249756e-01	6.450534e-06
20	2	3	4.501346e+02	4.501346e+02	2.252464e-01	6.450534e-06
20	2	3	4.502225e+02	4.502225e+02	2.254944e-01	6.451011e-06
20	2	3	4.503113e+02	4.503113e+02	2.256889e-01	6.446004e-06
20	2	3	4.503992e+02	4.503992e+02	2.260818e-01	6.444335e-06
20	2	3	4.504868e+02	4.504868e+02	2.261314e-01	6.446242e-06
20	2	3	4.505746e+02	4.505746e+02	2.263832e-01	6.447911e-06
20	2	3	4.506625e+02	4.506625e+02	2.266846e-01	6.448150e-06
20	2	3	4.507512e+02	4.507512e+02	2.269096e-01	6.447911e-06
20	2	3	4.508389e+02	4.508389e+02	2.272110e-01	6.446719e-06
20	2	3	4.509268e+02	4.509268e+02	2.274284e-01	6.446242e-06
20	2	3	4.510146e+02	4.510146e+02	2.275810e-01	6.444931e-06
20	2	3	4.511030e+02	4.511030e+02	2.278061e-01	6.447434e-06
20	2	3	4.511908e+02	4.511908e+02	2.280273e-01	6.446123e-06
20	2	3	4.512785e+02	4.512785e+02	2.283096e-01	6.446362e-06
20	2	3	4.513664e+02	4.513664e+02	2.286530e-01	6.445527e-06
20	2	3	4.514552e+02	4.514552e+02	2.287178e-01	6.447673e-06
20	2	3	4.515429e+02	4.515429e+02	2.289429e-01	6.448388e-06
20	2	3	4.516306e+02	4.516306e+02	2.292099e-01	6.449103e-06
20	2	3	4.517185e+02	4.517185e+02	2.295609e-01	6.448507e-06
20	2	3	4.518072e+02	4.518072e+02	2.296600e-01	6.449819e-06
20	2	3	4.518950e+02	4.518950e+02	2.299652e-01	6.447911e-06
20	2	3	4.519828e+02	4.519828e+02	2.302513e-01	6.445646e-06
20	2	3	4.520706e+02	4.520706e+02	2.304344e-01	6.444097e-06
20	2	3	4.521584e+02	4.521584e+02	2.306290e-01	6.442547e-06
20	2	3	4.522473e+02	4.522473e+02	2.308960e-01	6.447315e-06
20	2	3	4.523350e+02	4.523350e+02	2.311554e-01	6.446600e-06
20	2	3	4.524228e+02	4.524228e+02	2.313347e-01	6.444097e-06
20	2	3	4.525106e+02	4.525106e+02	2.317162e-01	6.445527e-06
20	2	3	4.525988e+02	4.525988e+02	2.318840e-01	6.450415e-06
20	2	3	4.526866e+02	4.526866e+02	2.321129e-01	6.446362e-06
20	2	3	4.527746e+02	4.527746e+02	2.323875e-01	6.446481e-06
20	2	3	4.528625e+02	4.528625e+02	2.325630e-01	6.448388e-06
20	2	3	4.529513e+02	4.529513e+02	2.328110e-01	6.448507e-06
20	2	3	4.530390e+02	4.530390e+02	2.330627e-01	6.447315e-06
20	2	3	4.531269e+02	4.531269e+02	2.333031e-01	6.446838e-06
20	2	3	4.532147e+02	4.532147e+02	2.334480e-01	6.447196e-06
20	2	3	4.533026e+02	4.533026e+02	2.338295e-01	6.448984e-06
20	2	3	4.533906e+02	4.533906e+02	2.339172e-01	6.443739e-06
20	2	3	4.534793e+02	4.534793e+02	2.342873e-01	6.444931e-06
20	2	3	4.535671e+02	4.535671e+02	2.344894e-01	6.447196e-06
20	2	3	4.536550e+02	4.536550e+02	2.348289e-01	6.448865e-06
20	2	3	4.537426e+02	4.537426e+02	2.350006e-01	6.445646e-06
20	2	3	4.538304e+02	4.538304e+02	2.351570e-01	6.449461e-06
20	2	3	4.539192e+02	4.539192e+02	2.354660e-01	6.446600e-06
20	2	3	4.540069e+02	4.540069e+02	2.356453e-01	6.447196e-06
20	2	3	4.540949e+02	4.540949e+02	2.358894e-01	6.449223e-06
20	2	3	4.541827e+02	4.541827e+02	2.361069e-01	6.448746e-06
20	2	3	4.542706e+02	4.542706e+02	2.364273e-01	6.446362e-06
20	2	3	4.543585e+02	4.543585e+02	2.366905e-01	6.450057e-06
20	2	3	4.544465e+02	4.544465e+02	2.368813e-01	6.446362e-06
20	2	3	4.545352e+02	4.545352e+02	2.371445e-01	6.447911e-06
20	2	3	4.546229e+02	4.546229e+02	2.373695e-01	6.447315e-06
20	2	3	4.547106e+02	4.547106e+02	2.376900e-01	6.446838e-06
20	2	3	4.547992e+02	4.547992e+02	2.378845e-01	6.446958e-06
20	2	3	4.548869e+02	4.548870e+02	2.381325e-01	6.447315e-06
20	2	3	4.549748e+02	4.549748e+02	2.382698e-01	6.448984e-06
20	2	3	4.550625e+02	4.550625e+02	2.384415e-01	6.448746e-06
20	2	3	4.551503e+02	4.551503e+02	2.386894e-01	6.446719e-06
20	2	3	4.552388e+02	4.552388e+02	2.389832e-01	6.444812e-06
20	2	3	4.553266e+02	4.553266e+02	2.391853e-01	6.446600e-06
20	2	3	4.554144e+02	4.554144e+02	2.394753e-01	6.446600e-06
20	2	3	4.555032e+02	4.555032e+02	2.397270e-01	6.449103e-06
20	2	3	4.555907e+02	4.555907e+02	2.399979e-01	6.445050e-06
20	2	3	4.556783e+02	4.556783e+02	2.401619e-01	6.446123e-06
20	2	3	4.557670e+02	4.557670e+02	2.404175e-01	6.447196e-06
20	2	3	4.558548e+02	4.558548e+02	2.406006e-01	6.448627e-06
20	2	3	4.559425e+02	4.559425e+02	2.409286e-01	6.446242e-06
20	2	3	4.560312e+02	4.560312e+02	2.411499e-01	6.446242e-06
20	2	3	4.561188e+02	4.561188e+02	2.412834e-01	6.444693e-06
20	2	3	4.562064e+02	4.562064e+02	2.416191e-01	6.449461e-06
20	2	3	4.562952e+02	4.562952e+02	2.417908e-01	6.448865e-06
20	2	3	4.563828e+02	4.563828e+02	2.422104e-01	6.444931e-06
20	2	3	4.564705e+02	4.564705e+02	2.422943e-01	6.446838e-06
20	2	3	4.565584e+02	4.565584e+02	2.424622e-01	6.448507e-06
20	2	3	4.566472e+02	4.566472e+02	2.428093e-01	6.450057e-06
20	2	3	4.567346e+02	4.567346e+02	2.431297e-01	6.447792e-06
20	2	3	4.568227e+02	4.568227e+02	2.432785e-01	6.448507e-06
20	2	3	4.569107e+02	4.569107e+02	2.433968e-01	6.445169e-06
20	2	3	4.569985e+02	4.569985e+02	2.437820e-01	6.449580e-06
20	2	3	4.570863e+02	4.570863e+02	2.438927e-01	6.452084e-06
20	2	3	4.571752e+02	4.571752e+02	2.442245e-01	6.450057e-06
20	2	3	4.572630e+02	4.572630e+02	2.444534e-01	6.447196e-06
20	2	3	4.573509e+02	4.573509e+02	2.446556e-01	6.448507e-06
20	2	3	4.574387e+02	4.574387e+02	2.449188e-01	6.444216e-06
20	2	3	4.575263e+02	4.575263e+02	2.451553e-01	6.446719e-06
20	2	3	4.576151e+02	4.576151e+02	2.452660e-01	6.448507e-06
20	2	3	4.577027e+02	4.577027e+02	2.456131e-01	6.446600e-06
20	2	3	4.577912e+02	4.577912e+02	2.458534e-01	6.451011e-06
20	2	3	4.578790e+02	4.578790e+02	2.461128e-01	6.448388e-06
20	2	3	4.579669e+02	4.579669e+02	2.463570e-01	6.450534e-06
20	2	3	4.580547e+02	4.580547e+02	2.466507e-01	6.448507e-06
20	2	3	4.581427e+02	4.581427e+02	2.467308e-01	6.448746e-06
20	2	3	4.582306e+02	4.582306e+02	2.470627e-01	6.445169e-06
20	2	3	4.583184e+02	4.583184e+02	2.472267e-01	6.448030e-06
20	2	3	4.584072e+02	4.584072e+02	2.474823e-01	6.445408e-06
20	2	3	4.584949e+02	4.584949e+02	2.478027e-01	6.448746e-06
20	2	3	4.585827e+02	4.585827e+02	2.480316e-01	6.447315e-06
20	2	3	4.586706e+02	4.586706e+02	2.482224e-01	6.446958e-06
20	2	3	4.587585e+02	4.587585e+02	2.484169e-01	6.444097e-06
20	2	3	4.588472e+02	4.588472e+02	2.485733e-01	6.449461e-06
20	2	3	4.589344e+02	4.589344e+02	2.489700e-01	6.444693e-06
20	2	3	4.590230e+02	4.590230e+02	2.492027e-01	6.444097e-06
20	2	3	4.591108e+02	4.591108e+02	2.494621e-01	6.446481e-06
20	2	3	4.591992e+02	4.591992e+02	2.497406e-01	6.448507e-06
20	2	3	4.592868e+02	4.592868e+02	2.498589e-01	6.448984e-06
20	2	3	4.593745e+02	4.593745e+02	2.500572e-01	6.450057e-06
20	2	3	4.594624e+02	4.594624e+02	2.503815e-01	6.446600e-06
20	2	3	4.595512e+02	4.595512e+02	2.505798e-01	6.446362e-06
20	2	3	4.596392e+02	4.596392e+02	2.507973e-01	6.448507e-06
20	2	3	4.597270e+02	4.597270e+02	2.510643e-01	6.445050e-06
20	2	3	4.598148e+02	4.598148e+02	2.513008e-01	6.448984e-06
20	2	3	4.599027e+02	4.599027e+02	2.515030e-01	6.444812e-06
20	2	3	4.599913e+02	4.599913e+02	2.517586e-01	6.446838e-06
20	2	3	4.600792e+02	4.600792e+02	2.520523e-01	6.446004e-06
20	2	3	4.601670e+02	4.601670e+02	2.522125e-01	6.445646e-06
20	2	3	4.602549e+02	4.602549e+02	2.525139e-01	6.447315e-06
20	2	3	4.603426e+02	4.603426e+02	2.527771e-01	6.448269e-06
20	2	3	4.604305e+02	4.604305e+02	2.529945e-01	6.444693e-06
20	2	3	4.605193e+02	4.605193e+02	2.532654e-01	6.448388e-06
20	2	3	4.606073e+02	4.606073e+02	2.534142e-01	6.447911e-06
20	2	3	4.606952e+02	4.606952e+02	2.536621e-01	6.446600e-06
20	2	3	4.607825e+02	4.607825e+02	2.539330e-01	6.447315e-06
20	2	3	4.608712e+02	4.608712e+02	2.540894e-01	6.446838e-06
20	2	3	4.609589e+02	4.609589e+02	2.543907e-01	6.450415e-06
20	2	3	4.610466e+02	4.610466e+02	2.546272e-01	6.446600e-06
20	2	3	4.611344e+02	4.611344e+02	2.549248e-01	6.447911e-06
20	2	3	4.612233e+02	4.612233e+02	2.551079e-01	6.444693e-06
20	2	3	4.613108e+02	4.613108e+02	2.553711e-01	6.447434e-06
20	2	3	4.613984e+02	4.613984e+02	2.555428e-01	6.450176e-06
20	2	3	4.614871e+02	4.614871e+02	2.558594e-01	6.448507e-06
20	2	3	4.615749e+02	4.615749e+02	2.561493e-01	6.446719e-06
20	2	3	4.616627e+02	4.616627e+02	2.562218e-01	6.448746e-06
20	2	3	4.617504e+02	4.617504e+02	2.565231e-01	6.444573e-06
20	2	3	4.618387e+02	4.618387e+02	2.567711e-01	6.445527e-06
20	2	3	4.619272e+02	4.619272e+02	2.570572e-01	6.448984e-06
20	2	3	4.620149e+02	4.620149e+02	2.572365e-01	6.448150e-06
20	2	3	4.621026e+02	4.621026e+02	2.575035e-01	6.446242e-06
20	2	3	4.621912e+02	4.621912e+02	2.577019e-01	6.447434e-06
20	2	3	4.622789e+02	4.622789e+02	2.578697e-01	6.447434e-06
20	2	3	4.623666e+02	4.623666e+02	2.582321e-01	6.448030e-06
20	2	3	4.624545e+02	4.624545e+02	2.584457e-01	6.449699e-06
20	2	3	4.625433e+02	4.625433e+02	2.586670e-01	6.446481e-06
20	2	3	4.626304e+02	4.626304e+02	2.589645e-01	6.449223e-06
20	2	3	4.627192e+02	4.627192e+02	2.592239e-01	6.448030e-06
20	2	3	4.628071e+02	4.628071e+02	2.593384e-01	6.447673e-06
20	2	3	4.628949e+02	4.628949e+02	2.596169e-01	6.445646e-06
20	2	3	4.629829e+02	4.629829e+02	2.598228e-01	6.449103e-06
20	2	3	4.630707e+02	4.630707e+02	2.601662e-01	6.449819e-06
20	2	3	4.631586e+02	4.631586e+02	2.603035e-01	6.449103e-06
20	2	3	4.632464e+02	4.632464e+02	2.604675e-01	6.449103e-06
20	2	3	4.633353e+02	4.633353e+02	2.607384e-01	6.447673e-06
20	2	3	4.634232e+02	4.634232e+02	2.610016e-01	6.446481e-06
20	2	3	4.635109e+02	4.635109e+02	2.612343e-01	6.446123e-06
20	2	3	4.635986e+02	4.635986e+02	2.615662e-01	6.449223e-06
20	2	3	4.636865e+02	4.636865e+02	2.617455e-01	6.447077e-06
20	2	3	4.637744e+02	4.637744e+02	2.619362e-01	6.449103e-06
20	2	3	4.638632e+02	4.638632e+02	2.621765e-01	6.451011e-06
20	2	3	4.639511e+02	4.639511e+02	2.624702e-01	6.447196e-06
20	2	3	4.640390e+02	4.640390e+02	2.627602e-01	6.447911e-06
20	2	3	4.641268e+02	4.641268e+02	2.629013e-01	6.446004e-06
20	2	3	4.642146e+02	4.642146e+02	2.631721e-01	6.450057e-06
20	2	3	4.643026e+02	4.643026e+02	2.633896e-01	6.448269e-06
20	2	3	4.643904e+02	4.643904e+02	2.635880e-01	6.450057e-06
20	2	3	4.644792e+02	4.644792e+02	2.638016e-01	6.447434e-06
20	2	3	4.645671e+02	4.645671e+02	2.641525e-01	6.451249e-06
20	2	3	4.646550e+02	4.646550e+02	2.643089e-01	6.446123e-06
20	2	3	4.647428e+02	4.647428e+02	2.645798e-01	6.448269e-06
20	2	3	4.648309e+02	4.648309e+02	2.647476e-01	6.447196e-06
20	2	3	4.649187e+02	4.649187e+02	2.650223e-01	6.447434e-06
20	2	3	4.650067e+02	4.650067e+02	2.652626e-01	6.447315e-06
20	2	3	4.650946e+02	4.650946e+02	2.656212e-01	6.447554e-06
20	2	3	4.651826e+02	4.651826e+02	2.656441e-01	6.449461e-06
20	2	3	4.652706e+02	4.652706e+02	2.660561e-01	6.449938e-06
20	2	3	4.653585e+02	4.653585e+02	2.661972e-01	6.448507e-06
20	2	3	4.654473e+02	4.654473e+02	2.665482e-01	6.446600e-06
20	2	3	4.655352e+02	4.655352e+02	2.667923e-01	6.448388e-06
