C-rate	Cycle number	Half cycle number	Elapsed time (s)	Elapsed C-rate time (s)	Potential (V)	Current (A)
20	1	1	2.302488e+00	2.302490e+00	1.036072e-02	6.448627e-06
20	1	1	2.390395e+00	2.390395e+00	1.063538e-02	6.448030e-06
20	1	1	2.478591e+00	2.478591e+00	1.078033e-02	6.450176e-06
20	1	1	2.566512e+00	2.566512e+00	1.111603e-02	6.449223e-06
20	1	1	2.654427e+00	2.654427e+00	1.139832e-02	6.449223e-06
20	1	1	2.743314e+00	2.743314e+00	1.162338e-02	6.449461e-06
20	1	1	2.830755e+00	2.830755e+00	1.190948e-02	6.447077e-06
20	1	1	2.918482e+00	2.918481e+00	1.216888e-02	6.449580e-06
20	1	1	3.006340e+00	3.006339e+00	1.245117e-02	6.449461e-06
20	1	1	3.095055e+00	3.095054e+00	1.273346e-02	6.447911e-06
20	1	1	3.182846e+00	3.182845e+00	1.296234e-02	6.448746e-06
20	1	1	3.270499e+00	3.270498e+00	1.324844e-02	6.448507e-06
20	1	1	3.359064e+00	3.359063e+00	1.346970e-02	6.451964e-06
20	1	1	3.446727e+00	3.446726e+00	1.356888e-02	6.444693e-06
20	1	1	3.534772e+00	3.534771e+00	1.401901e-02	6.450772e-06
20	1	1	3.623024e+00	3.623023e+00	1.423645e-02	6.446481e-06
20	1	1	3.710547e+00	3.710547e+00	1.446533e-02	6.446004e-06
20	1	1	3.799152e+00	3.799151e+00	1.467133e-02	6.447077e-06
20	1	1	3.886454e+00	3.886454e+00	1.500702e-02	6.450891e-06
20	1	1	3.975163e+00	3.975163e+00	1.533127e-02	6.448030e-06
20	1	1	4.062877e+00	4.062877e+00	1.537704e-02	6.451130e-06
20	1	1	4.150553e+00	4.150553e+00	1.581955e-02	6.449938e-06
20	1	1	4.239109e+00	4.239133e+00	1.603699e-02	6.448627e-06
20	1	1	4.326968e+00	4.326968e+00	1.628494e-02	6.448269e-06
20	1	1	4.414659e+00	4.414659e+00	1.658630e-02	6.451964e-06
20	1	1	4.502307e+00	4.502307e+00	1.672363e-02	6.449819e-06
20	1	1	4.591076e+00	4.591075e+00	1.700592e-02	6.450057e-06
20	1	1	4.678782e+00	4.678781e+00	1.733017e-02	6.447911e-06
20	1	1	4.766580e+00	4.766580e+00	1.763153e-02	6.447554e-06
20	1	1	4.854415e+00	4.854415e+00	1.791000e-02	6.449580e-06
20	1	1	4.943140e+00	4.943140e+00	1.807785e-02	6.448150e-06
20	1	1	5.030810e+00	5.030811e+00	1.834106e-02	6.450057e-06
20	1	1	5.118596e+00	5.118596e+00	1.872253e-02	6.448627e-06
20	1	1	5.206415e+00	5.206415e+00	1.887131e-02	6.448865e-06
20	1	1	5.295289e+00	5.295289e+00	1.917648e-02	6.447077e-06
20	1	1	5.383152e+00	5.383152e+00	1.943588e-02	6.449103e-06
20	1	1	5.470974e+00	5.470973e+00	1.971817e-02	6.448627e-06
20	1	1	5.559024e+00	5.559024e+00	1.992035e-02	6.450534e-06
20	1	1	5.646838e+00	5.646838e+00	2.002716e-02	6.447554e-06
20	1	1	5.734596e+00	5.734598e+00	2.038574e-02	6.446600e-06
20	1	1	5.822567e+00	5.822567e+00	2.069092e-02	6.448746e-06
20	1	1	5.910763e+00	5.910762e+00	2.094650e-02	6.449342e-06
20	1	1	5.998564e+00	5.998565e+00	2.128983e-02	6.446481e-06
20	1	1	6.086458e+00	6.086458e+00	2.140045e-02	6.449103e-06
20	1	1	6.175233e+00	6.175232e+00	2.171707e-02	6.448746e-06
20	1	1	6.262589e+00	6.262590e+00	2.193069e-02	6.450534e-06
20	1	1	6.350407e+00	6.350407e+00	2.217865e-02	6.446600e-06
20	1	1	6.439214e+00	6.439214e+00	2.241898e-02	6.447673e-06
20	1	1	6.527019e+00	6.527019e+00	2.277374e-02	6.450891e-06
20	1	1	6.614983e+00	6.614983e+00	2.293015e-02	6.448746e-06
20	1	1	6.702764e+00	6.702764e+00	2.321243e-02	6.450891e-06
20	1	1	6.790453e+00	6.790453e+00	2.342606e-02	6.445289e-06
20	1	1	6.879154e+00	6.879154e+00	2.373505e-02	6.451726e-06
20	1	1	6.967231e+00	6.967231e+00	2.403259e-02	6.449819e-06
20	1	1	7.055100e+00	7.055100e+00	2.418900e-02	6.445885e-06
20	1	1	7.142899e+00	7.142898e+00	2.448273e-02	6.450534e-06
20	1	1	7.230555e+00	7.230555e+00	2.472687e-02	6.449342e-06
20	1	1	7.319226e+00	7.319226e+00	2.494049e-02	6.447434e-06
20	1	1	7.406940e+00	7.406940e+00	2.527237e-02	6.450772e-06
20	1	1	7.494782e+00	7.494782e+00	2.548981e-02	6.446362e-06
20	1	1	7.582529e+00	7.582529e+00	2.579498e-02	6.450534e-06
20	1	1	7.670319e+00	7.670320e+00	2.610397e-02	6.448507e-06
20	1	1	7.759154e+00	7.759154e+00	2.630997e-02	6.447315e-06
20	1	1	7.847012e+00	7.847012e+00	2.658081e-02	6.449699e-06
20	1	1	7.934835e+00	7.934834e+00	2.675629e-02	6.449103e-06
20	1	1	8.022555e+00	8.022555e+00	2.709198e-02	6.448507e-06
20	1	1	8.111314e+00	8.111313e+00	2.720261e-02	6.446838e-06
20	1	1	8.199090e+00	8.199090e+00	2.752686e-02	6.448984e-06
20	1	1	8.286966e+00	8.286966e+00	2.785873e-02	6.449819e-06
20	1	1	8.374863e+00	8.374863e+00	2.805710e-02	6.449342e-06
20	1	1	8.462765e+00	8.462765e+00	2.832794e-02	6.447911e-06
20	1	1	8.550637e+00	8.550637e+00	2.857971e-02	6.446004e-06
20	1	1	8.638562e+00	8.638562e+00	2.881622e-02	6.450057e-06
20	1	1	8.726486e+00	8.726488e+00	2.912903e-02	6.448865e-06
20	1	1	8.814440e+00	8.814441e+00	2.925491e-02	6.447077e-06
20	1	1	8.903185e+00	8.903185e+00	2.949905e-02	6.448627e-06
20	1	1	8.990946e+00	8.990945e+00	2.983856e-02	6.448627e-06
20	1	1	9.078707e+00	9.078708e+00	3.004074e-02	6.451726e-06
20	1	1	9.166583e+00	9.166584e+00	3.026962e-02	6.445765e-06
20	1	1	9.254483e+00	9.254483e+00	3.060150e-02	6.446958e-06
20	1	1	9.342586e+00	9.342586e+00	3.085709e-02	6.443739e-06
20	1	1	9.430411e+00	9.430411e+00	3.113937e-02	6.448627e-06
20	1	1	9.519275e+00	9.519275e+00	3.131866e-02	6.448269e-06
20	1	1	9.607184e+00	9.607185e+00	3.161240e-02	6.450891e-06
20	1	1	9.694998e+00	9.694997e+00	3.186417e-02	6.448984e-06
20	1	1	9.782712e+00	9.782712e+00	3.199005e-02	6.450057e-06
20	1	1	9.870602e+00	9.870602e+00	3.235626e-02	6.449699e-06
20	1	1	9.958499e+00	9.958499e+00	3.259277e-02	6.451368e-06
20	1	1	1.004655e+01	1.004655e+01	3.289413e-02	6.447315e-06
20	1	1	1.013438e+01	1.013438e+01	3.317261e-02	6.445527e-06
20	1	1	1.022319e+01	1.022319e+01	3.333282e-02	6.446123e-06
20	1	1	1.031099e+01	1.031099e+01	3.364944e-02	6.451130e-06
20	1	1	1.039897e+01	1.039897e+01	3.376770e-02	6.446362e-06
20	1	1	1.048679e+01	1.048679e+01	3.410339e-02	6.449103e-06
20	1	1	1.057458e+01	1.057458e+01	3.442001e-02	6.445289e-06
20	1	1	1.066252e+01	1.066252e+01	3.459930e-02	6.446958e-06
20	1	1	1.075054e+01	1.075054e+01	3.494644e-02	6.446958e-06
20	1	1	1.083929e+01	1.083929e+01	3.516388e-02	6.446481e-06
20	1	1	1.092708e+01	1.092708e+01	3.537750e-02	6.448865e-06
20	1	1	1.101491e+01	1.101491e+01	3.559113e-02	6.447554e-06
20	1	1	1.110289e+01	1.110289e+01	3.576660e-02	6.447554e-06
20	1	1	1.119074e+01	1.119074e+01	3.610992e-02	6.447673e-06
20	1	1	1.127865e+01	1.127865e+01	3.633881e-02	6.447673e-06
20	1	1	1.136654e+01	1.136654e+01	3.662109e-02	6.448746e-06
20	1	1	1.145473e+01	1.145473e+01	3.694153e-02	6.451011e-06
20	1	1	1.154261e+01	1.154261e+01	3.713608e-02	6.443858e-06
20	1	1	1.163045e+01	1.163045e+01	3.731155e-02	6.448150e-06
20	1	1	1.171851e+01	1.171851e+01	3.763199e-02	6.446123e-06
20	1	1	1.180718e+01	1.180718e+01	3.789902e-02	6.450176e-06
20	1	1	1.189507e+01	1.189507e+01	3.807449e-02	6.447911e-06
20	1	1	1.198281e+01	1.198281e+01	3.838348e-02	6.447911e-06
20	1	1	1.207061e+01	1.207060e+01	3.871155e-02	6.449223e-06
20	1	1	1.215844e+01	1.215844e+01	3.884506e-02	6.450772e-06
20	1	1	1.224723e+01	1.224723e+01	3.915787e-02	6.447315e-06
20	1	1	1.233510e+01	1.233510e+01	3.940201e-02	6.449580e-06
20	1	1	1.242292e+01	1.242292e+01	3.958511e-02	6.447315e-06
20	1	1	1.251070e+01	1.251070e+01	3.982544e-02	6.453037e-06
20	1	1	1.259858e+01	1.259858e+01	4.001999e-02	6.447196e-06
20	1	1	1.268633e+01	1.268633e+01	4.037857e-02	6.446242e-06
20	1	1	1.277516e+01	1.277516e+01	4.060745e-02	6.450176e-06
20	1	1	1.286255e+01	1.286255e+01	4.089355e-02	6.451607e-06
20	1	1	1.295116e+01	1.295116e+01	4.111099e-02	6.447196e-06
20	1	1	1.303877e+01	1.303877e+01	4.132843e-02	6.447911e-06
20	1	1	1.312645e+01	1.312645e+01	4.161072e-02	6.448269e-06
20	1	1	1.321478e+01	1.321478e+01	4.198074e-02	6.449938e-06
20	1	1	1.330243e+01	1.330244e+01	4.209137e-02	6.446242e-06
20	1	1	1.339127e+01	1.339127e+01	4.239655e-02	6.449223e-06
20	1	1	1.347902e+01	1.347902e+01	4.257965e-02	6.447315e-06
20	1	1	1.356662e+01	1.356662e+01	4.291916e-02	6.449103e-06
20	1	1	1.365436e+01	1.365437e+01	4.320526e-02	6.447434e-06
20	1	1	1.374304e+01	1.374304e+01	4.333878e-02	6.449223e-06
20	1	1	1.383083e+01	1.383084e+01	4.354477e-02	6.445289e-06
20	1	1	1.391897e+01	1.391897e+01	4.391861e-02	6.448030e-06
20	1	1	1.400676e+01	1.400676e+01	4.409790e-02	6.448507e-06
20	1	1	1.409456e+01	1.409456e+01	4.431152e-02	6.448507e-06
20	1	1	1.418237e+01	1.418237e+01	4.461670e-02	6.450653e-06
20	1	1	1.427055e+01	1.427055e+01	4.482269e-02	6.449461e-06
20	1	1	1.435907e+01	1.435907e+01	4.499435e-02	6.448746e-06
20	1	1	1.444671e+01	1.444671e+01	4.533768e-02	6.448746e-06
20	1	1	1.453455e+01	1.453455e+01	4.554749e-02	6.449938e-06
20	1	1	1.462252e+01	1.462252e+01	4.578781e-02	6.450891e-06
20	1	1	1.471039e+01	1.471039e+01	4.599762e-02	6.447911e-06
20	1	1	1.479926e+01	1.479926e+01	4.630280e-02	6.452441e-06
20	1	1	1.488700e+01	1.488700e+01	4.668808e-02	6.449580e-06
20	1	1	1.497528e+01	1.497528e+01	4.681778e-02	6.447911e-06
20	1	1	1.506296e+01	1.506296e+01	4.705429e-02	6.451130e-06
20	1	1	1.515063e+01	1.515063e+01	4.733658e-02	6.450176e-06
20	1	1	1.523833e+01	1.523833e+01	4.757690e-02	6.451726e-06
20	1	1	1.532716e+01	1.532717e+01	4.777527e-02	6.448507e-06
20	1	1	1.541492e+01	1.541493e+01	4.806519e-02	6.447315e-06
20	1	1	1.550267e+01	1.550267e+01	4.825974e-02	6.450295e-06
20	1	1	1.559048e+01	1.559048e+01	4.858780e-02	6.446838e-06
20	1	1	1.567888e+01	1.567888e+01	4.875565e-02	6.447434e-06
20	1	1	1.576664e+01	1.576664e+01	4.907227e-02	6.448150e-06
20	1	1	1.585518e+01	1.585518e+01	4.930115e-02	6.448746e-06
20	1	1	1.594296e+01	1.594296e+01	4.954147e-02	6.447911e-06
20	1	1	1.603115e+01	1.603115e+01	4.981995e-02	6.451368e-06
20	1	1	1.611884e+01	1.611884e+01	5.006409e-02	6.450653e-06
20	1	1	1.620669e+01	1.620669e+01	5.027771e-02	6.449223e-06
20	1	1	1.629449e+01	1.629449e+01	5.055618e-02	6.447077e-06
20	1	1	1.638249e+01	1.638249e+01	5.080414e-02	6.446123e-06
20	1	1	1.647117e+01	1.647117e+01	5.113983e-02	6.453156e-06
20	1	1	1.655903e+01	1.655903e+01	5.130005e-02	6.450176e-06
20	1	1	1.664690e+01	1.664690e+01	5.158234e-02	6.452084e-06
20	1	1	1.673488e+01	1.673488e+01	5.173111e-02	6.449461e-06
20	1	1	1.682266e+01	1.682266e+01	5.198669e-02	6.447554e-06
20	1	1	1.691134e+01	1.691134e+01	5.234146e-02	6.453156e-06
20	1	1	1.699929e+01	1.699929e+01	5.257797e-02	6.448269e-06
20	1	1	1.708631e+01	1.708631e+01	5.275726e-02	6.448388e-06
20	1	1	1.717521e+01	1.717521e+01	5.309296e-02	6.451726e-06
20	1	1	1.726297e+01	1.726297e+01	5.324173e-02	6.450176e-06
20	1	1	1.735073e+01	1.735073e+01	5.358124e-02	6.448388e-06
20	1	1	1.743836e+01	1.743836e+01	5.374146e-02	6.451249e-06
20	1	1	1.752716e+01	1.752716e+01	5.407333e-02	6.446719e-06
20	1	1	1.761501e+01	1.761501e+01	5.428696e-02	6.447792e-06
20	1	1	1.770283e+01	1.770283e+01	5.447388e-02	6.449103e-06
20	1	1	1.779075e+01	1.779075e+01	5.477905e-02	6.448507e-06
20	1	1	1.787866e+01	1.787866e+01	5.496597e-02	6.449819e-06
20	1	1	1.796637e+01	1.796637e+01	5.523682e-02	6.448984e-06
20	1	1	1.805524e+01	1.805524e+01	5.559921e-02	6.449699e-06
20	1	1	1.814240e+01	1.814240e+01	5.579758e-02	6.448269e-06
20	1	1	1.823117e+01	1.823117e+01	5.606079e-02	6.449938e-06
20	1	1	1.831878e+01	1.831878e+01	5.621719e-02	6.444216e-06
20	1	1	1.840643e+01	1.840643e+01	5.657196e-02	6.448865e-06
20	1	1	1.849518e+01	1.849518e+01	5.666733e-02	6.447077e-06
20	1	1	1.858284e+01	1.858284e+01	5.699921e-02	6.448150e-06
20	1	1	1.867052e+01	1.867052e+01	5.715942e-02	6.449580e-06
20	1	1	1.875928e+01	1.875928e+01	5.749893e-02	6.449938e-06
20	1	1	1.884719e+01	1.884719e+01	5.774689e-02	6.447911e-06
20	1	1	1.893454e+01	1.893454e+01	5.796432e-02	6.445765e-06
20	1	1	1.902244e+01	1.902244e+01	5.814362e-02	6.447792e-06
20	1	1	1.911133e+01	1.911133e+01	5.855942e-02	6.450891e-06
20	1	1	1.919836e+01	1.919836e+01	5.860519e-02	6.445527e-06
20	1	1	1.928729e+01	1.928729e+01	5.890656e-02	6.448627e-06
20	1	1	1.937514e+01	1.937515e+01	5.924225e-02	6.449819e-06
20	1	1	1.946299e+01	1.946299e+01	5.939484e-02	6.446719e-06
20	1	1	1.955088e+01	1.955088e+01	5.963898e-02	6.450415e-06
20	1	1	1.963908e+01	1.963908e+01	5.996323e-02	6.450176e-06
20	1	1	1.972681e+01	1.972681e+01	6.015778e-02	6.449938e-06
20	1	1	1.981452e+01	1.981452e+01	6.056213e-02	6.446838e-06
20	1	1	1.990294e+01	1.990294e+01	6.061554e-02	6.448030e-06
20	1	1	1.999076e+01	1.999076e+01	6.101227e-02	6.447911e-06
20	1	1	2.007862e+01	2.007862e+01	6.119919e-02	6.448507e-06
20	1	1	2.016658e+01	2.016658e+01	6.134415e-02	6.450891e-06
20	1	1	2.025447e+01	2.025447e+01	6.168747e-02	6.449342e-06
20	1	1	2.034270e+01	2.034270e+01	6.196976e-02	6.446481e-06
20	1	1	2.043058e+01	2.043058e+01	6.219864e-02	6.449819e-06
20	1	1	2.051842e+01	2.051842e+01	6.233978e-02	6.448865e-06
20	1	1	2.060732e+01	2.060732e+01	6.269073e-02	6.446958e-06
20	1	1	2.069445e+01	2.069445e+01	6.295395e-02	6.448269e-06
20	1	1	2.078307e+01	2.078307e+01	6.321335e-02	6.449103e-06
20	1	1	2.087028e+01	2.087028e+01	6.341171e-02	6.451964e-06
20	1	1	2.095886e+01	2.095886e+01	6.357574e-02	6.449580e-06
20	1	1	2.104716e+01	2.104716e+01	6.381989e-02	6.450176e-06
20	1	1	2.113491e+01	2.113491e+01	6.415939e-02	6.448507e-06
20	1	1	2.122242e+01	2.122242e+01	6.436920e-02	6.448984e-06
20	1	1	2.131092e+01	2.131092e+01	6.468201e-02	6.446838e-06
20	1	1	2.139895e+01	2.139895e+01	6.488800e-02	6.446481e-06
20	1	1	2.148654e+01	2.148654e+01	6.500244e-02	6.447673e-06
20	1	1	2.157515e+01	2.157515e+01	6.531525e-02	6.448030e-06
20	1	1	2.166270e+01	2.166270e+01	6.561661e-02	6.448865e-06
20	1	1	2.175048e+01	2.175048e+01	6.594467e-02	6.448507e-06
20	1	1	2.183920e+01	2.183920e+01	6.608200e-02	6.450176e-06
20	1	1	2.192683e+01	2.192683e+01	6.626129e-02	6.444573e-06
20	1	1	2.201436e+01	2.201436e+01	6.667709e-02	6.449103e-06
20	1	1	2.210270e+01	2.210271e+01	6.687927e-02	6.445527e-06
20	1	1	2.219051e+01	2.219051e+01	6.710052e-02	6.448388e-06
20	1	1	2.227910e+01	2.227910e+01	6.724548e-02	6.448388e-06
20	1	1	2.236674e+01	2.236674e+01	6.752014e-02	6.448507e-06
20	1	1	2.245457e+01	2.245457e+01	6.779861e-02	6.447315e-06
20	1	1	2.254318e+01	2.254318e+01	6.804657e-02	6.446242e-06
20	1	1	2.263084e+01	2.263085e+01	6.826782e-02	6.445646e-06
20	1	1	2.271921e+01	2.271921e+01	6.852341e-02	6.447673e-06
20	1	1	2.280687e+01	2.280687e+01	6.874466e-02	6.448507e-06
20	1	1	2.289473e+01	2.289473e+01	6.900406e-02	6.447434e-06
20	1	1	2.298253e+01	2.298253e+01	6.919479e-02	6.449103e-06
20	1	1	2.307033e+01	2.307033e+01	6.951904e-02	6.448746e-06
20	1	1	2.315860e+01	2.315860e+01	6.979752e-02	6.443262e-06
20	1	1	2.324734e+01	2.324734e+01	7.001877e-02	6.447196e-06
20	1	1	2.333449e+01	2.333449e+01	7.028961e-02	6.444693e-06
20	1	1	2.342252e+01	2.342252e+01	7.046890e-02	6.448388e-06
20	1	1	2.351056e+01	2.351056e+01	7.067490e-02	6.446004e-06
20	1	1	2.359867e+01	2.359867e+01	7.102966e-02	6.450891e-06
20	1	1	2.368730e+01	2.368730e+01	7.132339e-02	6.446838e-06
20	1	1	2.377516e+01	2.377516e+01	7.147980e-02	6.450057e-06
20	1	1	2.386273e+01	2.386273e+01	7.180786e-02	6.449819e-06
20	1	1	2.395092e+01	2.395092e+01	7.201767e-02	6.448150e-06
20	1	1	2.403876e+01	2.403876e+01	7.220459e-02	6.450057e-06
20	1	1	2.412682e+01	2.412682e+01	7.249832e-02	6.451368e-06
20	1	1	2.421461e+01	2.421462e+01	7.262802e-02	6.445646e-06
20	1	1	2.430246e+01	2.430246e+01	7.293320e-02	6.449938e-06
20	1	1	2.439132e+01	2.439132e+01	7.312393e-02	6.450415e-06
20	1	1	2.447906e+01	2.447906e+01	7.349396e-02	6.443858e-06
20	1	1	2.456688e+01	2.456688e+01	7.360840e-02	6.446123e-06
20	1	1	2.465515e+01	2.465515e+01	7.390594e-02	6.450176e-06
20	1	1	2.474302e+01	2.474302e+01	7.414246e-02	6.448746e-06
20	1	1	2.483079e+01	2.483079e+01	7.443237e-02	6.448746e-06
20	1	1	2.491858e+01	2.491858e+01	7.470703e-02	6.448984e-06
20	1	1	2.500718e+01	2.500718e+01	7.486725e-02	6.447315e-06
20	1	1	2.509460e+01	2.509460e+01	7.515335e-02	6.448746e-06
20	1	1	2.518309e+01	2.518309e+01	7.542801e-02	6.449342e-06
20	1	1	2.527085e+01	2.527085e+01	7.558441e-02	6.451964e-06
20	1	1	2.535873e+01	2.535873e+01	7.592392e-02	6.449342e-06
20	1	1	2.544664e+01	2.544664e+01	7.611847e-02	6.449461e-06
20	1	1	2.553449e+01	2.553449e+01	7.639694e-02	6.449699e-06
20	1	1	2.562321e+01	2.562321e+01	7.655334e-02	6.446242e-06
20	1	1	2.571121e+01	2.571121e+01	7.669830e-02	6.450295e-06
20	1	1	2.579895e+01	2.579895e+01	7.707977e-02	6.446838e-06
20	1	1	2.588678e+01	2.588678e+01	7.743454e-02	6.449461e-06
20	1	1	2.597463e+01	2.597463e+01	7.750320e-02	6.446838e-06
20	1	1	2.606305e+01	2.606305e+01	7.781219e-02	6.451011e-06
20	1	1	2.615063e+01	2.615063e+01	7.807922e-02	6.450057e-06
20	1	1	2.623836e+01	2.623836e+01	7.836151e-02	6.448150e-06
20	1	1	2.632708e+01	2.632708e+01	7.851410e-02	6.451488e-06
20	1	1	2.641481e+01	2.641481e+01	7.885361e-02	6.451845e-06
20	1	1	2.650246e+01	2.650246e+01	7.901001e-02	6.447673e-06
20	1	1	2.659132e+01	2.659132e+01	7.932663e-02	6.447077e-06
20	1	1	2.667892e+01	2.667892e+01	7.943344e-02	6.450057e-06
20	1	1	2.676656e+01	2.676656e+01	7.977676e-02	6.451488e-06
20	1	1	2.685468e+01	2.685468e+01	8.009720e-02	6.451130e-06
20	1	1	2.694254e+01	2.694254e+01	8.029175e-02	6.446719e-06
20	1	1	2.703042e+01	2.703042e+01	8.043671e-02	6.449580e-06
20	1	1	2.711930e+01	2.711930e+01	8.081436e-02	6.448746e-06
20	1	1	2.720703e+01	2.720703e+01	8.099747e-02	6.449699e-06
20	1	1	2.729444e+01	2.729444e+01	8.118820e-02	6.447196e-06
20	1	1	2.738314e+01	2.738314e+01	8.152771e-02	6.448865e-06
20	1	1	2.747096e+01	2.747096e+01	8.171082e-02	6.448030e-06
20	1	1	2.755885e+01	2.755885e+01	8.194733e-02	6.446958e-06
20	1	1	2.764644e+01	2.764644e+01	8.217239e-02	6.446958e-06
20	1	1	2.773438e+01	2.773438e+01	8.242416e-02	6.449580e-06
20	1	1	2.782317e+01	2.782317e+01	8.270264e-02	6.450772e-06
20	1	1	2.791110e+01	2.791111e+01	8.307648e-02	6.451726e-06
20	1	1	2.799885e+01	2.799885e+01	8.322906e-02	6.449819e-06
20	1	1	2.808656e+01	2.808656e+01	8.346176e-02	6.447077e-06
20	1	1	2.817532e+01	2.817532e+01	8.362198e-02	6.447792e-06
20	1	1	2.826324e+01	2.826324e+01	8.388138e-02	6.446242e-06
20	1	1	2.835118e+01	2.835118e+01	8.403778e-02	6.448984e-06
20	1	1	2.843908e+01	2.843908e+01	8.440781e-02	6.445527e-06
20	1	1	2.852696e+01	2.852696e+01	8.457947e-02	6.446600e-06
20	1	1	2.861509e+01	2.861509e+01	8.485031e-02	6.446719e-06
20	1	1	2.870294e+01	2.870294e+01	8.502197e-02	6.449461e-06
20	1	1	2.879093e+01	2.879093e+01	8.543396e-02	6.444216e-06
20	1	1	2.887870e+01	2.887870e+01	8.568954e-02	6.449342e-06
20	1	1	2.896708e+01	2.896708e+01	8.588028e-02	6.444693e-06
20	1	1	2.905508e+01	2.905508e+01	8.610153e-02	6.447315e-06
20	1	1	2.914325e+01	2.914325e+01	8.635330e-02	6.448150e-06
20	1	1	2.923119e+01	2.923119e+01	8.655167e-02	6.449223e-06
20	1	1	2.931894e+01	2.931894e+01	8.681107e-02	6.448507e-06
20	1	1	2.940686e+01	2.940686e+01	8.700562e-02	6.448030e-06
20	1	1	2.949475e+01	2.949475e+01	8.730316e-02	6.447077e-06
20	1	1	2.958245e+01	2.958245e+01	8.757401e-02	6.448269e-06
20	1	1	2.967052e+01	2.967052e+01	8.783340e-02	6.449103e-06
20	1	1	2.975848e+01	2.975848e+01	8.794403e-02	6.445527e-06
20	1	1	2.984735e+01	2.984735e+01	8.825684e-02	6.447673e-06
20	1	1	2.993522e+01	2.993522e+01	8.851242e-02	6.448030e-06
20	1	1	3.002270e+01	3.002270e+01	8.874512e-02	6.448030e-06
20	1	1	3.011040e+01	3.011040e+01	8.893585e-02	6.448150e-06
20	1	1	3.019919e+01	3.019919e+01	8.921432e-02	6.449580e-06
20	1	1	3.028699e+01	3.028699e+01	8.951569e-02	6.447554e-06
20	1	1	3.037527e+01	3.037527e+01	8.974457e-02	6.450176e-06
20	1	1	3.046328e+01	3.046328e+01	8.999634e-02	6.448865e-06
20	1	1	3.055103e+01	3.055103e+01	9.027481e-02	6.448388e-06
20	1	1	3.063893e+01	3.063893e+01	9.043121e-02	6.451607e-06
20	1	1	3.072677e+01	3.072677e+01	9.069443e-02	6.451011e-06
20	1	1	3.081492e+01	3.081492e+01	9.102631e-02	6.449938e-06
20	1	1	3.090280e+01	3.090280e+01	9.117889e-02	6.446719e-06
20	1	1	3.099070e+01	3.099070e+01	9.151840e-02	6.445289e-06
20	1	1	3.107873e+01	3.107873e+01	9.158707e-02	6.449699e-06
20	1	1	3.116666e+01	3.116666e+01	9.189224e-02	6.447554e-06
20	1	1	3.125456e+01	3.125456e+01	9.213638e-02	6.450057e-06
20	1	1	3.134248e+01	3.134248e+01	9.244537e-02	6.448627e-06
20	1	1	3.143119e+01	3.143119e+01	9.268951e-02	6.451368e-06
20	1	1	3.151917e+01	3.151917e+01	9.289551e-02	6.449819e-06
20	1	1	3.160708e+01	3.160708e+01	9.312057e-02	6.447434e-06
20	1	1	3.169501e+01	3.169501e+01	9.334183e-02	6.444812e-06
20	1	1	3.178280e+01	3.178280e+01	9.360886e-02	6.448746e-06
20	1	1	3.187116e+01	3.187116e+01	9.391403e-02	6.449342e-06
20	1	1	3.195905e+01	3.195905e+01	9.408951e-02	6.445885e-06
20	1	1	3.204703e+01	3.204703e+01	9.426880e-02	6.447077e-06
