C-rate	Cycle number	Half cycle number	Elapsed time (s)	Elapsed C-rate time (s)	Potential (V)	Current (A)
20	1	1	1.071369e-02	1.071307e-02	9.422302e-04	-3.276229e-06
20	1	1	1.010676e-01	1.010685e-01	5.344391e-03	1.312888e-05
20	1	1	1.896369e-01	1.896385e-01	5.760193e-03	1.312530e-05
20	1	1	2.771507e-01	2.771519e-01	6.401062e-03	1.312304e-05
20	1	1	3.650136e-01	3.650151e-01	6.855011e-03	1.312566e-05
20	1	1	4.532958e-01	4.532967e-01	7.411957e-03	1.312459e-05
20	1	1	5.411835e-01	5.411844e-01	8.003235e-03	1.312292e-05
20	1	1	6.289042e-01	6.289051e-01	8.392334e-03	1.312459e-05
20	1	1	7.177528e-01	7.177537e-01	9.033203e-03	1.312697e-05
20	1	1	8.050157e-01	8.050164e-01	9.632111e-03	1.312625e-05
20	1	1	8.930037e-01	8.930045e-01	1.014709e-02	1.312208e-05
20	1	1	9.817088e-01	9.817098e-01	1.071548e-02	1.312184e-05
20	1	1	1.069581e+00	1.069581e+00	1.110077e-02	1.312339e-05
20	1	1	1.157188e+00	1.157189e+00	1.171112e-02	1.312923e-05
20	1	1	1.245083e+00	1.245084e+00	1.226807e-02	1.312029e-05
20	1	1	1.333060e+00	1.333061e+00	1.277924e-02	1.312578e-05
20	1	1	1.421552e+00	1.421553e+00	1.326370e-02	1.312399e-05
20	1	1	1.509463e+00	1.509464e+00	1.385117e-02	1.312447e-05
20	1	1	1.597115e+00	1.597116e+00	1.439667e-02	1.312327e-05
20	1	1	1.684990e+00	1.684991e+00	1.488876e-02	1.312268e-05
20	1	1	1.772959e+00	1.772960e+00	1.541138e-02	1.312280e-05
20	1	1	1.861839e+00	1.861840e+00	1.591110e-02	1.312637e-05
20	1	1	1.949158e+00	1.949159e+00	1.634216e-02	1.312494e-05
20	1	1	2.037195e+00	2.037196e+00	1.696396e-02	1.311946e-05
20	1	1	2.124936e+00	2.124937e+00	1.753235e-02	1.312637e-05
20	1	1	2.213314e+00	2.213315e+00	1.805878e-02	1.312470e-05
20	1	1	2.301360e+00	2.301361e+00	1.859665e-02	1.312566e-05
20	1	1	2.389689e+00	2.389690e+00	1.896667e-02	1.312470e-05
20	1	1	2.477647e+00	2.477648e+00	1.955795e-02	1.312697e-05
20	1	1	2.565781e+00	2.565782e+00	2.011108e-02	1.312447e-05
20	1	1	2.653824e+00	2.653825e+00	2.058411e-02	1.312673e-05
20	1	1	2.741139e+00	2.741140e+00	2.123260e-02	1.312053e-05
20	1	1	2.829109e+00	2.829110e+00	2.169037e-02	1.312566e-05
20	1	1	2.917376e+00	2.917377e+00	2.221298e-02	1.312375e-05
20	1	1	3.005356e+00	3.005357e+00	2.267075e-02	1.312411e-05
20	1	1	3.093079e+00	3.093079e+00	2.323532e-02	1.312530e-05
20	1	1	3.181229e+00	3.181230e+00	2.372742e-02	1.312220e-05
20	1	1	3.269778e+00	3.269779e+00	2.421188e-02	1.312280e-05
20	1	1	3.357718e+00	3.357720e+00	2.478027e-02	1.312649e-05
20	1	1	3.445211e+00	3.445211e+00	2.536011e-02	1.312232e-05
20	1	1	3.533253e+00	3.533254e+00	2.577209e-02	1.312387e-05
20	1	1	3.620981e+00	3.620982e+00	2.637100e-02	1.312447e-05
20	1	1	3.708840e+00	3.708841e+00	2.693176e-02	1.312697e-05
20	1	1	3.797120e+00	3.797121e+00	2.732849e-02	1.312459e-05
20	1	1	3.885060e+00	3.885062e+00	2.791214e-02	1.312578e-05
20	1	1	3.973418e+00	3.973419e+00	2.845383e-02	1.312101e-05
20	1	1	4.061437e+00	4.061438e+00	2.893066e-02	1.312268e-05
20	1	1	4.149144e+00	4.149145e+00	2.931976e-02	1.312470e-05
20	1	1	4.237033e+00	4.237035e+00	2.985382e-02	1.312447e-05
20	1	1	4.325052e+00	4.325054e+00	3.045273e-02	1.312554e-05
20	1	1	4.413328e+00	4.413329e+00	3.095627e-02	1.312709e-05
20	1	1	4.501360e+00	4.501361e+00	3.140640e-02	1.312685e-05
20	1	1	4.589293e+00	4.589293e+00	3.193283e-02	1.312304e-05
20	1	1	4.677530e+00	4.677531e+00	3.251648e-02	1.312494e-05
20	1	1	4.765547e+00	4.765548e+00	3.304291e-02	1.312208e-05
20	1	1	4.853501e+00	4.853502e+00	3.353882e-02	1.312220e-05
20	1	1	4.941537e+00	4.941538e+00	3.399658e-02	1.312625e-05
20	1	1	5.029324e+00	5.029324e+00	3.470993e-02	1.312876e-05
20	1	1	5.117144e+00	5.117144e+00	3.506851e-02	1.312530e-05
20	1	1	5.205039e+00	5.205040e+00	3.559875e-02	1.312280e-05
20	1	1	5.293367e+00	5.293368e+00	3.613281e-02	1.312649e-05
20	1	1	5.381394e+00	5.381395e+00	3.662491e-02	1.312470e-05
20	1	1	5.469719e+00	5.469720e+00	3.712845e-02	1.312625e-05
20	1	1	5.557641e+00	5.557642e+00	3.761292e-02	1.312423e-05
20	1	1	5.644953e+00	5.644954e+00	3.818893e-02	1.312637e-05
20	1	1	5.733756e+00	5.733757e+00	3.874588e-02	1.312661e-05
20	1	1	5.821498e+00	5.821499e+00	3.918457e-02	1.312530e-05
20	1	1	5.909341e+00	5.909342e+00	3.976440e-02	1.312423e-05
20	1	1	5.997635e+00	5.997636e+00	4.026794e-02	1.312709e-05
20	1	1	6.085557e+00	6.085557e+00	4.073334e-02	1.312339e-05
20	1	1	6.173702e+00	6.173703e+00	4.133987e-02	1.312065e-05
20	1	1	6.261407e+00	6.261408e+00	4.184341e-02	1.312113e-05
20	1	1	6.349301e+00	6.349302e+00	4.233170e-02	1.312351e-05
20	1	1	6.436980e+00	6.436980e+00	4.281998e-02	1.312613e-05
20	1	1	6.524950e+00	6.524951e+00	4.322052e-02	1.312757e-05
20	1	1	6.613854e+00	6.613855e+00	4.375458e-02	1.312613e-05
20	1	1	6.701713e+00	6.701715e+00	4.428101e-02	1.312649e-05
20	1	1	6.789566e+00	6.789567e+00	4.491806e-02	1.312292e-05
20	1	1	6.877876e+00	6.877877e+00	4.541016e-02	1.312256e-05
20	1	1	6.965724e+00	6.965725e+00	4.588318e-02	1.312292e-05
20	1	1	7.053586e+00	7.053587e+00	4.643631e-02	1.312566e-05
20	1	1	7.141180e+00	7.141181e+00	4.689789e-02	1.312506e-05
20	1	1	7.229078e+00	7.229080e+00	4.742050e-02	1.312494e-05
20	1	1	7.317816e+00	7.317817e+00	4.789352e-02	1.312375e-05
20	1	1	7.405757e+00	7.405758e+00	4.843140e-02	1.312613e-05
20	1	1	7.493539e+00	7.493540e+00	4.891968e-02	1.312482e-05
20	1	1	7.581785e+00	7.581786e+00	4.932022e-02	1.312661e-05
20	1	1	7.669729e+00	7.669730e+00	4.993820e-02	1.312363e-05
20	1	1	7.756979e+00	7.756980e+00	5.032349e-02	1.312411e-05
20	1	1	7.845708e+00	7.845709e+00	5.093765e-02	1.312184e-05
20	1	1	7.933159e+00	7.933159e+00	5.152512e-02	1.312792e-05
20	1	1	8.021344e+00	8.021344e+00	5.187225e-02	1.312697e-05
20	1	1	8.109180e+00	8.109180e+00	5.247879e-02	1.312327e-05
20	1	1	8.197815e+00	8.197816e+00	5.285645e-02	1.312602e-05
20	1	1	8.284947e+00	8.284948e+00	5.348206e-02	1.312280e-05
20	1	1	8.373892e+00	8.373893e+00	5.403900e-02	1.312315e-05
20	1	1	8.461454e+00	8.461456e+00	5.449295e-02	1.312554e-05
20	1	1	8.549146e+00	8.549148e+00	5.500412e-02	1.312172e-05
20	1	1	8.636920e+00	8.636922e+00	5.554199e-02	1.312578e-05
20	1	1	8.725206e+00	8.725207e+00	5.596161e-02	1.312351e-05
20	1	1	8.813081e+00	8.813083e+00	5.666733e-02	1.312709e-05
20	1	1	8.901367e+00	8.901368e+00	5.704117e-02	1.312077e-05
20	1	1	8.989337e+00	8.989338e+00	5.758286e-02	1.312351e-05
20	1	1	9.077086e+00	9.077087e+00	5.812073e-02	1.312768e-05
20	1	1	9.164932e+00	9.164933e+00	5.867004e-02	1.312292e-05
20	1	1	9.253091e+00	9.253092e+00	5.905533e-02	1.312375e-05
20	1	1	9.340954e+00	9.340955e+00	5.955124e-02	1.312542e-05
20	1	1	9.429227e+00	9.429228e+00	6.001282e-02	1.312673e-05
20	1	1	9.516976e+00	9.516977e+00	6.057739e-02	1.312470e-05
20	1	1	9.605099e+00	9.605100e+00	6.112289e-02	1.312244e-05
20	1	1	9.693747e+00	9.693748e+00	6.164169e-02	1.312447e-05
20	1	1	9.781024e+00	9.781026e+00	6.216812e-02	1.312649e-05
20	1	1	9.869800e+00	9.869801e+00	6.262207e-02	1.312840e-05
20	1	1	9.957648e+00	9.957649e+00	6.319427e-02	1.312566e-05
20	1	1	1.004543e+01	1.004543e+01	6.370926e-02	1.312351e-05
20	1	1	1.013376e+01	1.013376e+01	6.419754e-02	1.312423e-05
20	1	1	1.022163e+01	1.022163e+01	6.464386e-02	1.312387e-05
20	1	1	1.030958e+01	1.030958e+01	6.515884e-02	1.312101e-05
20	1	1	1.039756e+01	1.039757e+01	6.572723e-02	1.312649e-05
20	1	1	1.048585e+01	1.048585e+01	6.620026e-02	1.312089e-05
20	1	1	1.057311e+01	1.057311e+01	6.663895e-02	1.312220e-05
20	1	1	1.066137e+01	1.066137e+01	6.715012e-02	1.312363e-05
20	1	1	1.074909e+01	1.074909e+01	6.764603e-02	1.312423e-05
20	1	1	1.083754e+01	1.083754e+01	6.820297e-02	1.312447e-05
20	1	1	1.092533e+01	1.092533e+01	6.869125e-02	1.312363e-05
20	1	1	1.101337e+01	1.101337e+01	6.912994e-02	1.312149e-05
20	1	1	1.110124e+01	1.110125e+01	6.960678e-02	1.312566e-05
20	1	1	1.118946e+01	1.118946e+01	7.026291e-02	1.312292e-05
20	1	1	1.127740e+01	1.127740e+01	7.071686e-02	1.312470e-05
20	1	1	1.136518e+01	1.136518e+01	7.120895e-02	1.312625e-05
20	1	1	1.145304e+01	1.145304e+01	7.169724e-02	1.312721e-05
20	1	1	1.154178e+01	1.154178e+01	7.218170e-02	1.312506e-05
20	1	1	1.162944e+01	1.162944e+01	7.273483e-02	1.312804e-05
20	1	1	1.171720e+01	1.171720e+01	7.325363e-02	1.312315e-05
20	1	1	1.180502e+01	1.180502e+01	7.372665e-02	1.312506e-05
20	1	1	1.189310e+01	1.189311e+01	7.434845e-02	1.312327e-05
20	1	1	1.198098e+01	1.198098e+01	7.477951e-02	1.312315e-05
20	1	1	1.206895e+01	1.206895e+01	7.530594e-02	1.312447e-05
20	1	1	1.215758e+01	1.215758e+01	7.588577e-02	1.312554e-05
20	1	1	1.224498e+01	1.224498e+01	7.637787e-02	1.312649e-05
20	1	1	1.233379e+01	1.233380e+01	7.680130e-02	1.312423e-05
20	1	1	1.242120e+01	1.242120e+01	7.722855e-02	1.312327e-05
20	1	1	1.250908e+01	1.250908e+01	7.790375e-02	1.312661e-05
20	1	1	1.259735e+01	1.259735e+01	7.830429e-02	1.312673e-05
20	1	1	1.268525e+01	1.268525e+01	7.882690e-02	1.312399e-05
20	1	1	1.277342e+01	1.277342e+01	7.930756e-02	1.312637e-05
20	1	1	1.286135e+01	1.286135e+01	7.981110e-02	1.312363e-05
20	1	1	1.294956e+01	1.294956e+01	8.030701e-02	1.312482e-05
20	1	1	1.303719e+01	1.303719e+01	8.087540e-02	1.312244e-05
20	1	1	1.312491e+01	1.312492e+01	8.135986e-02	1.312566e-05
20	1	1	1.321343e+01	1.321343e+01	8.196640e-02	1.312339e-05
20	1	1	1.330137e+01	1.330137e+01	8.238220e-02	1.312399e-05
20	1	1	1.338922e+01	1.338922e+01	8.276367e-02	1.312613e-05
20	1	1	1.347754e+01	1.347755e+01	8.330536e-02	1.312435e-05
20	1	1	1.356570e+01	1.356570e+01	8.388138e-02	1.312256e-05
20	1	1	1.365341e+01	1.365341e+01	8.437729e-02	1.312268e-05
20	1	1	1.374125e+01	1.374125e+01	8.477020e-02	1.312363e-05
20	1	1	1.382920e+01	1.382920e+01	8.528519e-02	1.312566e-05
20	1	1	1.391693e+01	1.391693e+01	8.588028e-02	1.312721e-05
20	1	1	1.400575e+01	1.400575e+01	8.642197e-02	1.312423e-05
20	1	1	1.409345e+01	1.409346e+01	8.677673e-02	1.312470e-05
20	1	1	1.418136e+01	1.418136e+01	8.739090e-02	1.312339e-05
20	1	1	1.426922e+01	1.426922e+01	8.789062e-02	1.312673e-05
20	1	1	1.435747e+01	1.435747e+01	8.843994e-02	1.312423e-05
20	1	1	1.444535e+01	1.444535e+01	8.887863e-02	1.312304e-05
20	1	1	1.453309e+01	1.453309e+01	8.932495e-02	1.312685e-05
20	1	1	1.462100e+01	1.462100e+01	8.981705e-02	1.312566e-05
20	1	1	1.470965e+01	1.470968e+01	9.041595e-02	1.312363e-05
20	1	1	1.479759e+01	1.479759e+01	9.079742e-02	1.312232e-05
20	1	1	1.488506e+01	1.488506e+01	9.137344e-02	1.312673e-05
20	1	1	1.497386e+01	1.497386e+01	9.189606e-02	1.312482e-05
20	1	1	1.506111e+01	1.506111e+01	9.239197e-02	1.312327e-05
20	1	1	1.514971e+01	1.514971e+01	9.290314e-02	1.312101e-05
20	1	1	1.523779e+01	1.523779e+01	9.337234e-02	1.312268e-05
20	1	1	1.532558e+01	1.532558e+01	9.395218e-02	1.312315e-05
20	1	1	1.541358e+01	1.541358e+01	9.450150e-02	1.312578e-05
20	1	1	1.550091e+01	1.550091e+01	9.492874e-02	1.312745e-05
20	1	1	1.558983e+01	1.558984e+01	9.545898e-02	1.312125e-05
20	1	1	1.567690e+01	1.567690e+01	9.582138e-02	1.312625e-05
20	1	1	1.576503e+01	1.576503e+01	9.650803e-02	1.312208e-05
20	1	1	1.585298e+01	1.585299e+01	9.683609e-02	1.312363e-05
20	1	1	1.594155e+01	1.594155e+01	9.734726e-02	1.312459e-05
20	1	1	1.602917e+01	1.602917e+01	9.790039e-02	1.312387e-05
20	1	1	1.611710e+01	1.611710e+01	9.847260e-02	1.312292e-05
20	1	1	1.620502e+01	1.620502e+01	9.886551e-02	1.312637e-05
20	1	1	1.629340e+01	1.629340e+01	9.936523e-02	1.312327e-05
20	1	1	1.638139e+01	1.638139e+01	9.993362e-02	1.312768e-05
20	1	1	1.646974e+01	1.646974e+01	1.004333e-01	1.312315e-05
20	1	1	1.655774e+01	1.655774e+01	1.009521e-01	1.312387e-05
20	1	1	1.664572e+01	1.664572e+01	1.013985e-01	1.312852e-05
20	1	1	1.673350e+01	1.673350e+01	1.019287e-01	1.312637e-05
20	1	1	1.682143e+01	1.682143e+01	1.025467e-01	1.312590e-05
20	1	1	1.690924e+01	1.690924e+01	1.029625e-01	1.312709e-05
20	1	1	1.699719e+01	1.699719e+01	1.034317e-01	1.312220e-05
20	1	1	1.708500e+01	1.708500e+01	1.039391e-01	1.312351e-05
20	1	1	1.717296e+01	1.717296e+01	1.044464e-01	1.312494e-05
20	1	1	1.726179e+01	1.726179e+01	1.049538e-01	1.312649e-05
20	1	1	1.734892e+01	1.734892e+01	1.054993e-01	1.312530e-05
20	1	1	1.743786e+01	1.743786e+01	1.058693e-01	1.312506e-05
20	1	1	1.752575e+01	1.752575e+01	1.064758e-01	1.312459e-05
20	1	1	1.761341e+01	1.761341e+01	1.068192e-01	1.312506e-05
20	1	1	1.770177e+01	1.770177e+01	1.073685e-01	1.312518e-05
20	1	1	1.778956e+01	1.778956e+01	1.080017e-01	1.312625e-05
20	1	1	1.787754e+01	1.787754e+01	1.082726e-01	1.312673e-05
20	1	1	1.796544e+01	1.796544e+01	1.088905e-01	1.312625e-05
20	1	1	1.805343e+01	1.805343e+01	1.093864e-01	1.312196e-05
20	1	1	1.814119e+01	1.814119e+01	1.099548e-01	1.312518e-05
20	1	1	1.822947e+01	1.822947e+01	1.103592e-01	1.312399e-05
20	1	1	1.831747e+01	1.831747e+01	1.109772e-01	1.312482e-05
20	1	1	1.840526e+01	1.840527e+01	1.115074e-01	1.312590e-05
20	1	1	1.849356e+01	1.849356e+01	1.119537e-01	1.312673e-05
20	1	1	1.858152e+01	1.858153e+01	1.124687e-01	1.312339e-05
20	1	1	1.866975e+01	1.866975e+01	1.128807e-01	1.312065e-05
20	1	1	1.875728e+01	1.875728e+01	1.134071e-01	1.312470e-05
20	1	1	1.884516e+01	1.884516e+01	1.139488e-01	1.312494e-05
20	1	1	1.893305e+01	1.893305e+01	1.143837e-01	1.312780e-05
20	1	1	1.902155e+01	1.902155e+01	1.149406e-01	1.312602e-05
20	1	1	1.910906e+01	1.910906e+01	1.155281e-01	1.312470e-05
20	1	1	1.919724e+01	1.919725e+01	1.159935e-01	1.312435e-05
20	1	1	1.928507e+01	1.928507e+01	1.164207e-01	1.312208e-05
20	1	1	1.937379e+01	1.937379e+01	1.169357e-01	1.312530e-05
20	1	1	1.946114e+01	1.946114e+01	1.174889e-01	1.312506e-05
20	1	1	1.954889e+01	1.954889e+01	1.179199e-01	1.312339e-05
20	1	1	1.963759e+01	1.963759e+01	1.183586e-01	1.312435e-05
20	1	1	1.972532e+01	1.972533e+01	1.189232e-01	1.312399e-05
20	1	1	1.981342e+01	1.981342e+01	1.194839e-01	1.312459e-05
20	1	1	1.990120e+01	1.990121e+01	1.198692e-01	1.312280e-05
20	1	1	1.998902e+01	1.998903e+01	1.204376e-01	1.312304e-05
20	1	1	2.007694e+01	2.007694e+01	1.208000e-01	1.312554e-05
20	1	1	2.016529e+01	2.016529e+01	1.214561e-01	1.312554e-05
20	1	1	2.025304e+01	2.025304e+01	1.219444e-01	1.312578e-05
20	1	1	2.034102e+01	2.034102e+01	1.224823e-01	1.312399e-05
20	1	1	2.042954e+01	2.042954e+01	1.228256e-01	1.312208e-05
20	1	1	2.051745e+01	2.051745e+01	1.234856e-01	1.312578e-05
20	1	1	2.060497e+01	2.060497e+01	1.240349e-01	1.312721e-05
20	1	1	2.069321e+01	2.069321e+01	1.245041e-01	1.312518e-05
20	1	1	2.078111e+01	2.078111e+01	1.250038e-01	1.312363e-05
20	1	1	2.086983e+01	2.086983e+01	1.254196e-01	1.312315e-05
20	1	1	2.095773e+01	2.095773e+01	1.258965e-01	1.312613e-05
20	1	1	2.104508e+01	2.104508e+01	1.264610e-01	1.312435e-05
20	1	1	2.113303e+01	2.113303e+01	1.269341e-01	1.312470e-05
20	1	1	2.122169e+01	2.122169e+01	1.274071e-01	1.312387e-05
20	1	1	2.130948e+01	2.130948e+01	1.279640e-01	1.312375e-05
20	1	1	2.139764e+01	2.139765e+01	1.284485e-01	1.312327e-05
20	1	1	2.148559e+01	2.148559e+01	1.289711e-01	1.312304e-05
20	1	1	2.157378e+01	2.157379e+01	1.293983e-01	1.312506e-05
20	1	1	2.166142e+01	2.166142e+01	1.298599e-01	1.312459e-05
20	1	1	2.174894e+01	2.174894e+01	1.304169e-01	1.312065e-05
20	1	1	2.183785e+01	2.183785e+01	1.308403e-01	1.312637e-05
20	1	1	2.192524e+01	2.192524e+01	1.314125e-01	1.312149e-05
20	1	1	2.201322e+01	2.201322e+01	1.318054e-01	1.312435e-05
20	1	1	2.210095e+01	2.210095e+01	1.324158e-01	1.312613e-05
20	1	1	2.218987e+01	2.218987e+01	1.329422e-01	1.312149e-05
20	1	1	2.227713e+01	2.227713e+01	1.334114e-01	1.312387e-05
20	1	1	2.236504e+01	2.236504e+01	1.338272e-01	1.312625e-05
20	1	1	2.245332e+01	2.245332e+01	1.343231e-01	1.312566e-05
20	1	1	2.254121e+01	2.254122e+01	1.349869e-01	1.312709e-05
20	1	1	2.262919e+01	2.262919e+01	1.353722e-01	1.312649e-05
20	1	1	2.271712e+01	2.271712e+01	1.358223e-01	1.312661e-05
20	1	1	2.280548e+01	2.280549e+01	1.363449e-01	1.312518e-05
20	1	1	2.289349e+01	2.289349e+01	1.367950e-01	1.312411e-05
20	1	1	2.298110e+01	2.298110e+01	1.373444e-01	1.312256e-05
20	1	1	2.306902e+01	2.306902e+01	1.378822e-01	1.312268e-05
20	1	1	2.315693e+01	2.315693e+01	1.383591e-01	1.312101e-05
20	1	1	2.324583e+01	2.324583e+01	1.388626e-01	1.312160e-05
20	1	1	2.333373e+01	2.333374e+01	1.393661e-01	1.312613e-05
20	1	1	2.342145e+01	2.342145e+01	1.397667e-01	1.312685e-05
20	1	1	2.350942e+01	2.350942e+01	1.402321e-01	1.312482e-05
20	1	1	2.359699e+01	2.359699e+01	1.408157e-01	1.312685e-05
20	1	1	2.368539e+01	2.368540e+01	1.413574e-01	1.312673e-05
20	1	1	2.377337e+01	2.377337e+01	1.418686e-01	1.312268e-05
20	1	1	2.386084e+01	2.386085e+01	1.422844e-01	1.312482e-05
20	1	1	2.394971e+01	2.394972e+01	1.427994e-01	1.312482e-05
20	1	1	2.403771e+01	2.403771e+01	1.433563e-01	1.312315e-05
20	1	1	2.412562e+01	2.412562e+01	1.437721e-01	1.312244e-05
20	1	1	2.421371e+01	2.421371e+01	1.443138e-01	1.312208e-05
20	1	1	2.430163e+01	2.430163e+01	1.447182e-01	1.312757e-05
20	1	1	2.438902e+01	2.438902e+01	1.453171e-01	1.312566e-05
20	1	1	2.447695e+01	2.447695e+01	1.457863e-01	1.312542e-05
20	1	1	2.456509e+01	2.456509e+01	1.463737e-01	1.312375e-05
20	1	1	2.465388e+01	2.465389e+01	1.468010e-01	1.312327e-05
20	1	1	2.474173e+01	2.474173e+01	1.473885e-01	1.312399e-05
20	1	1	2.482984e+01	2.482984e+01	1.478348e-01	1.312423e-05
20	1	1	2.491785e+01	2.491785e+01	1.483345e-01	1.312232e-05
20	1	1	2.500569e+01	2.500569e+01	1.488075e-01	1.312566e-05
20	1	1	2.509305e+01	2.509305e+01	1.492462e-01	1.312244e-05
20	1	1	2.518106e+01	2.518106e+01	1.496925e-01	1.312375e-05
20	1	1	2.526959e+01	2.526959e+01	1.502647e-01	1.312447e-05
20	1	1	2.535751e+01	2.535751e+01	1.508102e-01	1.312673e-05
20	1	1	2.544588e+01	2.544588e+01	1.512146e-01	1.312590e-05
20	1	1	2.553374e+01	2.553374e+01	1.516609e-01	1.312411e-05
20	1	1	2.562105e+01	2.562105e+01	1.522408e-01	1.312089e-05
20	1	1	2.570894e+01	2.570894e+01	1.527367e-01	1.312113e-05
20	1	1	2.579700e+01	2.579701e+01	1.531372e-01	1.312280e-05
20	1	1	2.588493e+01	2.588494e+01	1.537514e-01	1.312602e-05
20	1	1	2.597331e+01	2.597331e+01	1.541634e-01	1.312280e-05
20	1	1	2.606125e+01	2.606125e+01	1.546669e-01	1.312470e-05
20	1	1	2.614898e+01	2.614898e+01	1.551590e-01	1.312554e-05
20	1	1	2.623697e+01	2.623697e+01	1.557693e-01	1.312399e-05
20	1	1	2.632530e+01	2.632530e+01	1.562386e-01	1.312470e-05
20	1	1	2.641323e+01	2.641324e+01	1.567650e-01	1.312423e-05
20	1	1	2.650133e+01	2.650133e+01	1.571922e-01	1.312780e-05
20	1	1	2.658909e+01	2.658909e+01	1.578331e-01	1.312411e-05
20	1	1	2.667732e+01	2.667732e+01	1.581917e-01	1.312423e-05
20	1	1	2.676552e+01	2.676552e+01	1.586189e-01	1.312685e-05
20	1	1	2.685352e+01	2.685352e+01	1.591835e-01	1.312602e-05
20	1	1	2.694138e+01	2.694138e+01	1.596947e-01	1.312363e-05
20	1	1	2.702971e+01	2.702971e+01	1.602592e-01	1.312554e-05
20	1	1	2.711709e+01	2.711709e+01	1.606483e-01	1.312315e-05
20	1	1	2.720552e+01	2.720552e+01	1.611099e-01	1.312506e-05
20	1	1	2.729353e+01	2.729353e+01	1.616287e-01	1.312435e-05
20	1	1	2.738163e+01	2.738163e+01	1.621056e-01	1.312494e-05
20	1	1	2.746949e+01	2.746949e+01	1.625710e-01	1.312685e-05
20	1	1	2.755772e+01	2.755772e+01	1.630707e-01	1.312280e-05
20	1	1	2.764559e+01	2.764559e+01	1.636505e-01	1.312530e-05
20	1	1	2.773386e+01	2.773386e+01	1.641083e-01	1.312530e-05
20	1	1	2.782109e+01	2.782109e+01	1.647415e-01	1.312578e-05
20	1	1	2.790936e+01	2.790935e+01	1.651039e-01	1.312256e-05
20	1	1	2.799742e+01	2.799742e+01	1.656456e-01	1.312566e-05
20	1	1	2.808545e+01	2.808546e+01	1.661186e-01	1.312387e-05
20	1	1	2.817345e+01	2.817345e+01	1.665916e-01	1.312530e-05
20	1	1	2.826176e+01	2.826176e+01	1.671867e-01	1.312387e-05
20	1	1	2.834972e+01	2.834972e+01	1.676254e-01	1.312315e-05
20	1	1	2.843741e+01	2.843741e+01	1.681595e-01	1.312327e-05
20	1	1	2.852533e+01	2.852533e+01	1.685715e-01	1.312459e-05
20	1	1	2.861348e+01	2.861348e+01	1.691246e-01	1.312184e-05
20	1	1	2.870135e+01	2.870135e+01	1.695518e-01	1.312482e-05
20	1	1	2.878931e+01	2.878931e+01	1.700668e-01	1.312387e-05
20	1	1	2.887723e+01	2.887724e+01	1.705742e-01	1.312864e-05
20	1	1	2.896563e+01	2.896563e+01	1.711044e-01	1.312435e-05
20	1	1	2.905355e+01	2.905355e+01	1.716118e-01	1.312447e-05
20	1	1	2.914110e+01	2.914110e+01	1.721497e-01	1.312399e-05
20	1	1	2.922924e+01	2.922924e+01	1.724663e-01	1.312208e-05
20	1	1	2.931763e+01	2.931763e+01	1.729927e-01	1.312876e-05
20	1	1	2.940564e+01	2.940564e+01	1.735344e-01	1.312292e-05
20	1	1	2.949348e+01	2.949348e+01	1.739693e-01	1.312494e-05
20	1	1	2.958153e+01	2.958153e+01	1.744995e-01	1.312470e-05
20	1	1	2.966954e+01	2.966954e+01	1.751251e-01	1.312268e-05
20	1	1	2.975730e+01	2.975730e+01	1.754265e-01	1.312625e-05
20	1	1	2.984551e+01	2.984551e+01	1.760674e-01	1.312625e-05
20	1	1	2.993351e+01	2.993351e+01	1.765709e-01	1.312327e-05
20	1	1	3.002148e+01	3.002148e+01	1.770630e-01	1.312649e-05
20	1	1	3.010936e+01	3.010936e+01	1.773338e-01	1.312590e-05
20	1	1	3.019724e+01	3.019724e+01	1.779213e-01	1.312423e-05
20	1	1	3.033086e+01	3.033085e+01	1.785316e-01	1.312292e-05
20	1	1	3.037374e+01	3.037374e+01	1.785316e-01	1.312292e-05
20	1	1	3.046145e+01	3.046145e+01	1.792603e-01	1.312625e-05
20	1	1	3.054952e+01	3.054952e+01	1.799088e-01	1.312697e-05
20	1	1	3.063698e+01	3.063698e+01	1.804924e-01	1.312208e-05
20	1	1	3.072548e+01	3.072548e+01	1.809349e-01	1.312423e-05
20	1	1	3.081350e+01	3.081350e+01	1.815033e-01	1.312327e-05
20	1	1	3.090148e+01	3.090148e+01	1.819878e-01	1.312208e-05
20	1	1	3.098932e+01	3.098932e+01	1.824684e-01	1.312673e-05
20	1	1	3.107743e+01	3.107743e+01	1.829948e-01	1.312745e-05
20	1	1	3.116556e+01	3.116556e+01	1.833382e-01	1.312351e-05
20	1	1	3.125354e+01	3.125354e+01	1.838608e-01	1.312351e-05
20	1	1	3.134156e+01	3.134156e+01	1.844788e-01	1.312554e-05
20	1	1	3.142952e+01	3.142952e+01	1.849403e-01	1.312459e-05
20	1	1	3.151715e+01	3.151715e+01	1.853943e-01	1.312375e-05
20	1	1	3.160505e+01	3.160505e+01	1.859055e-01	1.312661e-05
20	1	1	3.169342e+01	3.169342e+01	1.863060e-01	1.312411e-05
20	1	1	3.178175e+01	3.178175e+01	1.868744e-01	1.312125e-05
20	1	1	3.186961e+01	3.186961e+01	1.873016e-01	1.312470e-05
20	1	1	3.195743e+01	3.195743e+01	1.877823e-01	1.312196e-05
20	1	1	3.204581e+01	3.204581e+01	1.883163e-01	1.312745e-05
20	1	1	3.213370e+01	3.213370e+01	1.888313e-01	1.312542e-05
