Cycle number	Elapsed time (s)	Potential (V)	Current (A)
1	1.136585e+01	2.263527e-01	4.782772e-05
1	1.145390e+01	2.280922e-01	4.723251e-05
1	1.154209e+01	2.298775e-01	4.720795e-05
1	1.163045e+01	2.315369e-01	4.744875e-05
1	1.171842e+01	2.334290e-01	4.761100e-05
1	1.180573e+01	2.350655e-01	4.721296e-05
1	1.189422e+01	2.368965e-01	4.759622e-05
1	1.198263e+01	2.386818e-01	4.733181e-05
1	1.206993e+01	2.404785e-01	4.805350e-05
1	1.215870e+01	2.422218e-01	4.791033e-05
1	1.224662e+01	2.439575e-01	4.787612e-05
1	1.233391e+01	2.458076e-01	4.797935e-05
1	1.242180e+01	2.475014e-01	4.737556e-05
1	1.251037e+01	2.492714e-01	4.751718e-05
1	1.259878e+01	2.510529e-01	4.776657e-05
1	1.268673e+01	2.527962e-01	4.740644e-05
1	1.277432e+01	2.546463e-01	4.780173e-05
1	1.286249e+01	2.563362e-01	4.780304e-05
1	1.295032e+01	2.580223e-01	4.760146e-05
1	1.303831e+01	2.598495e-01	4.743171e-05
1	1.312615e+01	2.615776e-01	4.743123e-05
1	1.321466e+01	2.632790e-01	4.793310e-05
1	1.330206e+01	2.649803e-01	4.750037e-05
1	1.339044e+01	2.668304e-01	4.744446e-05
1	1.347826e+01	2.685318e-01	4.735351e-05
1	1.356624e+01	2.703705e-01	4.751468e-05
1	1.365467e+01	2.721291e-01	4.793286e-05
1	1.374233e+01	2.739525e-01	4.765785e-05
1	1.383027e+01	2.756729e-01	4.757798e-05
1	1.391826e+01	2.774811e-01	4.753447e-05
1	1.400661e+01	2.792397e-01	4.769337e-05
1	1.409456e+01	2.809486e-01	4.765618e-05
1	1.418288e+01	2.826729e-01	4.762006e-05
1	1.427012e+01	2.844048e-01	4.784715e-05
1	1.435852e+01	2.862053e-01	4.757357e-05
1	1.444665e+01	2.879295e-01	4.757667e-05
1	1.453396e+01	2.896614e-01	4.786658e-05
1	1.462243e+01	2.914391e-01	4.761851e-05
1	1.471042e+01	2.931976e-01	4.762161e-05
1	1.479801e+01	2.949715e-01	4.785621e-05
1	1.488612e+01	2.967339e-01	4.792058e-05
1	1.497387e+01	2.984810e-01	4.815280e-05
1	1.506191e+01	3.003273e-01	4.753733e-05
1	1.515057e+01	3.019867e-01	4.774034e-05
1	1.523865e+01	3.037224e-01	4.753220e-05
1	1.532671e+01	3.055992e-01	4.788637e-05
1	1.541419e+01	3.073044e-01	4.785001e-05
1	1.550266e+01	3.089790e-01	4.793346e-05
1	1.559045e+01	3.108444e-01	4.758179e-05
1	1.567854e+01	3.125877e-01	4.763746e-05
1	1.576624e+01	3.143082e-01	4.785466e-05
1	1.585436e+01	3.161049e-01	4.794753e-05
1	1.594263e+01	3.179741e-01	4.795861e-05
1	1.602995e+01	3.195496e-01	4.750335e-05
1	1.611850e+01	3.214722e-01	4.808199e-05
1	1.620583e+01	3.231049e-01	4.772472e-05
1	1.629394e+01	3.249245e-01	4.767478e-05
1	1.638219e+01	3.265533e-01	4.767919e-05
1	1.647057e+01	3.284950e-01	4.781854e-05
1	1.655861e+01	3.301125e-01	4.785645e-05
1	1.664585e+01	3.319359e-01	4.763174e-05
1	1.673449e+01	3.338547e-01	4.815006e-05
1	1.682224e+01	3.355598e-01	4.801857e-05
1	1.690978e+01	3.372574e-01	4.778302e-05
1	1.699802e+01	3.390083e-01	4.785085e-05
1	1.708631e+01	3.407440e-01	4.765511e-05
1	1.717397e+01	3.424339e-01	4.761541e-05
1	1.726268e+01	3.442154e-01	4.768181e-05
1	1.735009e+01	3.459244e-01	4.806459e-05
1	1.743877e+01	3.477516e-01	4.756784e-05
1	1.752664e+01	3.494263e-01	4.769802e-05
1	1.761413e+01	3.513184e-01	4.794836e-05
1	1.770195e+01	3.531036e-01	4.783547e-05
1	1.779036e+01	3.547859e-01	4.793191e-05
1	1.787823e+01	3.565750e-01	4.788661e-05
1	1.796672e+01	3.582153e-01	4.781950e-05
1	1.805409e+01	3.600845e-01	4.782867e-05
1	1.814242e+01	3.618660e-01	4.784441e-05
1	1.823045e+01	3.635902e-01	4.754567e-05
1	1.831851e+01	3.652382e-01	4.794991e-05
1	1.840644e+01	3.671532e-01	4.836786e-05
1	1.849402e+01	3.690529e-01	4.824340e-05
1	1.858229e+01	3.706436e-01	4.782224e-05
1	1.867054e+01	3.724556e-01	4.814065e-05
1	1.875789e+01	3.742561e-01	4.831600e-05
1	1.884593e+01	3.759727e-01	4.800749e-05
1	1.893395e+01	3.776932e-01	4.779243e-05
1	1.902194e+01	3.794632e-01	4.785013e-05
1	1.911036e+01	3.814125e-01	4.815280e-05
1	1.919820e+01	3.831062e-01	4.784143e-05
1	1.928673e+01	3.847504e-01	4.772294e-05
1	1.937436e+01	3.864594e-01	4.777825e-05
1	1.946237e+01	3.882065e-01	4.822564e-05
1	1.955026e+01	3.900375e-01	4.791880e-05
1	1.963850e+01	3.918877e-01	4.829037e-05
1	1.972617e+01	3.936462e-01	4.809713e-05
1	1.981418e+01	3.952217e-01	4.789627e-05
1	1.990269e+01	3.969765e-01	4.773319e-05
1	1.999021e+01	3.988152e-01	4.806697e-05
1	2.007829e+01	4.005775e-01	4.785752e-05
1	2.016595e+01	4.024048e-01	4.790688e-05
1	2.025437e+01	4.040718e-01	4.824078e-05
1	2.034197e+01	4.059715e-01	4.844463e-05
1	2.043018e+01	4.075508e-01	4.786575e-05
1	2.051782e+01	4.094353e-01	4.796028e-05
1	2.060626e+01	4.111252e-01	4.790819e-05
1	2.069432e+01	4.128265e-01	4.780209e-05
1	2.078227e+01	4.146385e-01	4.791093e-05
1	2.086998e+01	4.163895e-01	4.816461e-05
1	2.095860e+01	4.182396e-01	4.778957e-05
1	2.104652e+01	4.198761e-01	4.801667e-05
1	2.113443e+01	4.217377e-01	4.795504e-05
1	2.122247e+01	4.234772e-01	4.798770e-05
1	2.131005e+01	4.251862e-01	4.799974e-05
1	2.139813e+01	4.271240e-01	4.829991e-05
1	2.148662e+01	4.287186e-01	4.827547e-05
1	2.157428e+01	4.304619e-01	4.810321e-05
1	2.166231e+01	4.322624e-01	4.814470e-05
1	2.174993e+01	4.339600e-01	4.780352e-05
1	2.183800e+01	4.356918e-01	4.763997e-05
1	2.192627e+01	4.373817e-01	4.778326e-05
1	2.201472e+01	4.393005e-01	4.825187e-05
1	2.210253e+01	4.410286e-01	4.809117e-05
1	2.219010e+01	4.427986e-01	4.830801e-05
1	2.227797e+01	4.445915e-01	4.792750e-05
1	2.236678e+01	4.463425e-01	4.786015e-05
1	2.245443e+01	4.481049e-01	4.829454e-05
1	2.254268e+01	4.498100e-01	4.810178e-05
1	2.263069e+01	4.514847e-01	4.779720e-05
1	2.271862e+01	4.533653e-01	4.822779e-05
1	2.280653e+01	4.551468e-01	4.816210e-05
1	2.289437e+01	4.568863e-01	4.796743e-05
1	2.298263e+01	4.587097e-01	4.835105e-05
1	2.307056e+01	4.603310e-01	4.794276e-05
1	2.315779e+01	4.621162e-01	4.799569e-05
1	2.324670e+01	4.638977e-01	4.808998e-05
1	2.333391e+01	4.655685e-01	4.784751e-05
1	2.342215e+01	4.673843e-01	4.821587e-05
1	2.351069e+01	4.690895e-01	4.793048e-05
1	2.359851e+01	4.709587e-01	4.835153e-05
1	2.368590e+01	4.727440e-01	4.802155e-05
1	2.377396e+01	4.745255e-01	4.833829e-05
1	2.386256e+01	4.763260e-01	4.797280e-05
1	2.394998e+01	4.778633e-01	4.794741e-05
1	2.403852e+01	4.798317e-01	4.816401e-05
1	2.412638e+01	4.815941e-01	4.868615e-05
1	2.421432e+01	4.831657e-01	4.809713e-05
1	2.430208e+01	4.849129e-01	4.823864e-05
1	2.439061e+01	4.867172e-01	4.776680e-05
1	2.447793e+01	4.885101e-01	4.864645e-05
1	2.456575e+01	4.902725e-01	4.832768e-05
1	2.465407e+01	4.920921e-01	4.827392e-05
1	2.474204e+01	4.938774e-01	4.854035e-05
1	2.483049e+01	4.955750e-01	4.820848e-05
1	2.491782e+01	4.974365e-01	4.832447e-05
1	2.500626e+01	4.990807e-01	4.806423e-05
1	2.509398e+01	5.008354e-01	4.819179e-05
1	2.518210e+01	5.026131e-01	4.830766e-05
1	2.527009e+01	5.044327e-01	4.826534e-05
1	2.535845e+01	5.061836e-01	4.820740e-05
1	2.544663e+01	5.079994e-01	4.806447e-05
1	2.553477e+01	5.096817e-01	4.817009e-05
1	2.562195e+01	5.114555e-01	4.818320e-05
1	2.571039e+01	5.131111e-01	4.803658e-05
1	2.579818e+01	5.149345e-01	4.818332e-05
1	2.588643e+01	5.166283e-01	4.809809e-05
1	2.597474e+01	5.184860e-01	4.811072e-05
1	2.606263e+01	5.203438e-01	4.828107e-05
1	2.615022e+01	5.219917e-01	4.825270e-05
1	2.623855e+01	5.237961e-01	4.790616e-05
1	2.632671e+01	5.254440e-01	4.823959e-05
1	2.641455e+01	5.272446e-01	4.795837e-05
1	2.650185e+01	5.289841e-01	4.833627e-05
1	2.658983e+01	5.307693e-01	4.809701e-05
1	2.667839e+01	5.326042e-01	4.823351e-05
1	2.676595e+01	5.343933e-01	4.835856e-05
1	2.685444e+01	5.361633e-01	4.811978e-05
1	2.694186e+01	5.379066e-01	4.831779e-05
1	2.703006e+01	5.396118e-01	4.805291e-05
1	2.711823e+01	5.413628e-01	4.834139e-05
1	2.720628e+01	5.431023e-01	4.838717e-05
1	2.729389e+01	5.448952e-01	4.823780e-05
1	2.738200e+01	5.466347e-01	4.797161e-05
1	2.747000e+01	5.483627e-01	4.794896e-05
1	2.755830e+01	5.500755e-01	4.831183e-05
1	2.764599e+01	5.520058e-01	4.834068e-05
1	2.773470e+01	5.535583e-01	4.836679e-05
1	2.782234e+01	5.553513e-01	4.838955e-05
1	2.791056e+01	5.571785e-01	4.834688e-05
1	2.799865e+01	5.588989e-01	4.794669e-05
1	2.808624e+01	5.606804e-01	4.860187e-05
1	2.817402e+01	5.626106e-01	4.846394e-05
1	2.826183e+01	5.641060e-01	4.801881e-05
1	2.835055e+01	5.659828e-01	4.803181e-05
1	2.843778e+01	5.677757e-01	4.849100e-05
1	2.852584e+01	5.695419e-01	4.857695e-05
1	2.861457e+01	5.713196e-01	4.826868e-05
1	2.870198e+01	5.729752e-01	4.834032e-05
1	2.878984e+01	5.748138e-01	4.864252e-05
1	2.887863e+01	5.765114e-01	4.786670e-05
1	2.896660e+01	5.782356e-01	4.832566e-05
1	2.905462e+01	5.799789e-01	4.826248e-05
1	2.914202e+01	5.817680e-01	4.799318e-05
1	2.923056e+01	5.836945e-01	4.892993e-05
1	2.931863e+01	5.853233e-01	4.842782e-05
1	2.940600e+01	5.871429e-01	4.854965e-05
1	2.949402e+01	5.888214e-01	4.809332e-05
1	2.958191e+01	5.906258e-01	4.822934e-05
1	2.967016e+01	5.923462e-01	4.826212e-05
1	2.975855e+01	5.941544e-01	4.826236e-05
1	2.984578e+01	5.958595e-01	4.840457e-05
1	2.993454e+01	5.976906e-01	4.843199e-05
1	3.002202e+01	5.993385e-01	4.834092e-05
1	3.011017e+01	6.011009e-01	4.838443e-05
1	3.019782e+01	6.029320e-01	4.838479e-05
1	3.028653e+01	6.046829e-01	4.805648e-05
1	3.037420e+01	6.063004e-01	4.843020e-05
1	3.046226e+01	6.081657e-01	4.838264e-05
1	3.055027e+01	6.098404e-01	4.806960e-05
1	3.063795e+01	6.116943e-01	4.828358e-05
1	3.072640e+01	6.134415e-01	4.853702e-05
1	3.081442e+01	6.153526e-01	4.847527e-05
1	3.090220e+01	6.171494e-01	4.866838e-05
1	3.099010e+01	6.188240e-01	4.874361e-05
1	3.107864e+01	6.204910e-01	4.824293e-05
1	3.116664e+01	6.222954e-01	4.834235e-05
1	3.125386e+01	6.240883e-01	4.849160e-05
1	3.134213e+01	6.258316e-01	4.841638e-05
1	3.143075e+01	6.275215e-01	4.883575e-05
1	3.151797e+01	6.293678e-01	4.835522e-05
1	3.160664e+01	6.310806e-01	4.831302e-05
1	3.169464e+01	6.329041e-01	4.841423e-05
1	3.178204e+01	6.346817e-01	4.859066e-05
1	3.187011e+01	6.364288e-01	4.860210e-05
1	3.195836e+01	6.380119e-01	4.790163e-05
1	3.204626e+01	6.398544e-01	4.807234e-05
1	3.213424e+01	6.415787e-01	4.837263e-05
1	3.222229e+01	6.435242e-01	4.869056e-05
1	3.231021e+01	6.451988e-01	4.848421e-05
1	3.239784e+01	6.469078e-01	4.827476e-05
1	3.248622e+01	6.486855e-01	4.839790e-05
1	3.257426e+01	6.504173e-01	4.839861e-05
1	3.266199e+01	6.522636e-01	4.845381e-05
1	3.275005e+01	6.540184e-01	4.854846e-05
1	3.283843e+01	6.556740e-01	4.807663e-05
1	3.292665e+01	6.574821e-01	4.851568e-05
1	3.301473e+01	6.592560e-01	4.833782e-05
1	3.310273e+01	6.610336e-01	4.836154e-05
1	3.318991e+01	6.628304e-01	4.839039e-05
1	3.327782e+01	6.645546e-01	4.839683e-05
1	3.336670e+01	6.662331e-01	4.827809e-05
1	3.345468e+01	6.680717e-01	4.852128e-05
1	3.354169e+01	6.698189e-01	4.827106e-05
1	3.362989e+01	6.716461e-01	4.884231e-05
1	3.371808e+01	6.732445e-01	4.836726e-05
1	3.380648e+01	6.750488e-01	4.835784e-05
1	3.389464e+01	6.767502e-01	4.869199e-05
1	3.398225e+01	6.785965e-01	4.827738e-05
1	3.407017e+01	6.803055e-01	4.832888e-05
1	3.415784e+01	6.820831e-01	4.822123e-05
1	3.424619e+01	6.839981e-01	4.854107e-05
1	3.433437e+01	6.855316e-01	4.806972e-05
1	3.442234e+01	6.874161e-01	4.863977e-05
1	3.451012e+01	6.891212e-01	4.831421e-05
1	3.459812e+01	6.908875e-01	4.873335e-05
1	3.468591e+01	6.925354e-01	4.791927e-05
1	3.477380e+01	6.944199e-01	4.835403e-05
1	3.486260e+01	6.962814e-01	4.868245e-05
1	3.495034e+01	6.978912e-01	4.815495e-05
1	3.503821e+01	6.997185e-01	4.854465e-05
1	3.512639e+01	7.014885e-01	4.843032e-05
1	3.521440e+01	7.032394e-01	4.851627e-05
1	3.530186e+01	7.049904e-01	4.879332e-05
1	3.539065e+01	7.067566e-01	4.852617e-05
1	3.547824e+01	7.085075e-01	4.847836e-05
1	3.556578e+01	7.103767e-01	4.857409e-05
1	3.565435e+01	7.119255e-01	4.819870e-05
1	3.574196e+01	7.136307e-01	4.815269e-05
1	3.582999e+01	7.154884e-01	4.851925e-05
1	3.591809e+01	7.172852e-01	4.813421e-05
1	3.600606e+01	7.189636e-01	4.846144e-05
1	3.609450e+01	7.207642e-01	4.841828e-05
1	3.618214e+01	7.225456e-01	4.859424e-05
1	3.627025e+01	7.243156e-01	4.844439e-05
1	3.635807e+01	7.261086e-01	4.874778e-05
1	3.644650e+01	7.278748e-01	4.852641e-05
1	3.653393e+01	7.296906e-01	4.845476e-05
1	3.662184e+01	7.313919e-01	4.851890e-05
1	3.671036e+01	7.331314e-01	4.851007e-05
1	3.679787e+01	7.349510e-01	4.866076e-05
1	3.688593e+01	7.366295e-01	4.843056e-05
1	3.697447e+01	7.384071e-01	4.895890e-05
1	3.706216e+01	7.402000e-01	4.841995e-05
1	3.715038e+01	7.420006e-01	4.878509e-05
1	3.723807e+01	7.436943e-01	4.894984e-05
1	3.732600e+01	7.455025e-01	4.900777e-05
1	3.741450e+01	7.472267e-01	4.848099e-05
1	3.750271e+01	7.490501e-01	4.817295e-05
1	3.759050e+01	7.506905e-01	4.857481e-05
1	3.767829e+01	7.524834e-01	4.841840e-05
1	3.776626e+01	7.542229e-01	4.890358e-05
1	3.785387e+01	7.559814e-01	4.854691e-05
1	3.794199e+01	7.577553e-01	4.873502e-05
1	3.803027e+01	7.595482e-01	4.865730e-05
1	3.811802e+01	7.612991e-01	4.880071e-05
1	3.820600e+01	7.630386e-01	4.863060e-05
1	3.829417e+01	7.649040e-01	4.852140e-05
1	3.838255e+01	7.666817e-01	4.862428e-05
1	3.847049e+01	7.683296e-01	4.862940e-05
1	3.855874e+01	7.700806e-01	4.855740e-05
1	3.864615e+01	7.717819e-01	4.842746e-05
1	3.873424e+01	7.736053e-01	4.876375e-05
1	3.882202e+01	7.753754e-01	4.852057e-05
1	3.891002e+01	7.770882e-01	4.840112e-05
1	3.899811e+01	7.789688e-01	4.857814e-05
1	3.908645e+01	7.806740e-01	4.863191e-05
1	3.917456e+01	7.823677e-01	4.866004e-05
1	3.926210e+01	7.842522e-01	4.889858e-05
1	3.935039e+01	7.859154e-01	4.849303e-05
1	3.943810e+01	7.876091e-01	4.844272e-05
1	3.952644e+01	7.894669e-01	4.858232e-05
1	3.961376e+01	7.911415e-01	4.829550e-05
1	3.970188e+01	7.929153e-01	4.868257e-05
1	3.979005e+01	7.946815e-01	4.841161e-05
1	3.987866e+01	7.964821e-01	4.886329e-05
1	3.996679e+01	7.983246e-01	4.846895e-05
1	4.005422e+01	8.000717e-01	4.858351e-05
1	4.014247e+01	8.017006e-01	4.871213e-05
1	4.022998e+01	8.036156e-01	4.871523e-05
1	4.031866e+01	8.052330e-01	4.816902e-05
1	4.040609e+01	8.069954e-01	4.853475e-05
1	4.049438e+01	8.088112e-01	4.868186e-05
1	4.058214e+01	8.105659e-01	4.874516e-05
1	4.067056e+01	8.123436e-01	4.863334e-05
1	4.075850e+01	8.140259e-01	4.842031e-05
1	4.084653e+01	8.158684e-01	4.843354e-05
1	4.093443e+01	8.175659e-01	4.870439e-05
1	4.102245e+01	8.193932e-01	4.881811e-05
1	4.111069e+01	8.210449e-01	4.838395e-05
1	4.119822e+01	8.227463e-01	4.840326e-05
1	4.128651e+01	8.246765e-01	4.863453e-05
1	4.137418e+01	8.263588e-01	4.871571e-05
1	4.146198e+01	8.281097e-01	4.866362e-05
1	4.155018e+01	8.298264e-01	4.868650e-05
1	4.163773e+01	8.316498e-01	4.873276e-05
1	4.172594e+01	8.333511e-01	4.847574e-05
1	4.181460e+01	8.351746e-01	4.878223e-05
1	4.190251e+01	8.369484e-01	4.889441e-05
1	4.199059e+01	8.386536e-01	4.896641e-05
1	4.207834e+01	8.405151e-01	4.927135e-05
1	4.216596e+01	8.421898e-01	4.887557e-05
1	4.225415e+01	8.439827e-01	4.911935e-05
1	4.234235e+01	8.457375e-01	4.889524e-05
1	4.243049e+01	8.474617e-01	4.911613e-05
1	4.251815e+01	8.492813e-01	4.893923e-05
1	4.260609e+01	8.510017e-01	4.903400e-05
1	4.269438e+01	8.527527e-01	4.916573e-05
1	4.278205e+01	8.545799e-01	4.923928e-05
1	4.287005e+01	8.561668e-01	4.917562e-05
1	4.295860e+01	8.580666e-01	4.930258e-05
1	4.304663e+01	8.598557e-01	4.882479e-05
1	4.313465e+01	8.615913e-01	4.893482e-05
1	4.322183e+01	8.634567e-01	4.986596e-05
1	4.330996e+01	8.650818e-01	4.950821e-05
1	4.339838e+01	8.668022e-01	4.905128e-05
1	4.348643e+01	8.686218e-01	4.939783e-05
1	4.357470e+01	8.703499e-01	4.927182e-05
1	4.366171e+01	8.722496e-01	4.924560e-05
1	4.374977e+01	8.738937e-01	4.952312e-05
1	4.383793e+01	8.756676e-01	4.931486e-05
1	4.392632e+01	8.774147e-01	4.947734e-05
1	4.401391e+01	8.792572e-01	4.900301e-05
1	4.410199e+01	8.808784e-01	4.914463e-05
1	4.419042e+01	8.827057e-01	4.895735e-05
1	4.427806e+01	8.844223e-01	4.930615e-05
1	4.436621e+01	8.861580e-01	4.934287e-05
1	4.445398e+01	8.879509e-01	4.929984e-05
1	4.454217e+01	8.897095e-01	4.920769e-05
1	4.462994e+01	8.915215e-01	4.925144e-05
1	4.471805e+01	8.932228e-01	4.938388e-05
1	4.480621e+01	8.949852e-01	4.956031e-05
1	4.489418e+01	8.968010e-01	4.917729e-05
1	4.498232e+01	8.986053e-01	4.935920e-05
1	4.507019e+01	9.003105e-01	4.959631e-05
1	4.515862e+01	9.020309e-01	4.904556e-05
1	4.524639e+01	9.039116e-01	4.922366e-05
1	4.533394e+01	9.055901e-01	4.927051e-05
1	4.542244e+01	9.072990e-01	4.932904e-05
1	4.551051e+01	9.090919e-01	4.902816e-05
1	4.559857e+01	9.108391e-01	4.933751e-05
1	4.568601e+01	9.127235e-01	4.933274e-05
1	4.577466e+01	9.144135e-01	4.930353e-05
1	4.586204e+01	9.161415e-01	4.939497e-05
1	4.595027e+01	9.179535e-01	4.924488e-05
1	4.603787e+01	9.196205e-01	4.929209e-05
1	4.612643e+01	9.213867e-01	4.922247e-05
1	4.621388e+01	9.232063e-01	4.934597e-05
1	4.630264e+01	9.248581e-01	4.958105e-05
1	4.638993e+01	9.267159e-01	4.925847e-05
1	4.647809e+01	9.284668e-01	4.926848e-05
1	4.656647e+01	9.302597e-01	4.927087e-05
1	4.665421e+01	9.320068e-01	4.972661e-05
1	4.674242e+01	9.336662e-01	4.900134e-05
1	4.683012e+01	9.354630e-01	4.924166e-05
1	4.691793e+01	9.372673e-01	4.915369e-05
1	4.700593e+01	9.389648e-01	4.935241e-05
1	4.709418e+01	9.407310e-01	4.932582e-05
1	4.718417e+01	9.424820e-01	4.958558e-05
1	4.727018e+01	9.442787e-01	4.974735e-05
