Cycle number	Elapsed time (s)	Potential (V)	Current (A)
1	3.090103e+01	4.598656e-01	-1.137985e-04
1	3.098983e+01	4.555016e-01	-1.141981e-04
1	3.107726e+01	4.511833e-01	-1.140547e-04
1	3.116537e+01	4.467545e-01	-1.141403e-04
1	3.125364e+01	4.423409e-01	-1.141160e-04
1	3.134178e+01	4.379272e-01	-1.144044e-04
1	3.142955e+01	4.334908e-01	-1.141436e-04
1	3.151763e+01	4.291306e-01	-1.144634e-04
1	3.160535e+01	4.246902e-01	-1.146976e-04
1	3.169335e+01	4.204521e-01	-1.145037e-04
1	3.178107e+01	4.158859e-01	-1.144314e-04
1	3.186926e+01	4.114609e-01	-1.144646e-04
1	3.195782e+01	4.072533e-01	-1.142342e-04
1	3.204542e+01	4.026871e-01	-1.143836e-04
1	3.213368e+01	3.983841e-01	-1.142049e-04
1	3.222157e+01	3.939400e-01	-1.147685e-04
1	3.230914e+01	3.895798e-01	-1.141007e-04
1	3.239715e+01	3.852158e-01	-1.145171e-04
1	3.248510e+01	3.807487e-01	-1.143242e-04
1	3.257299e+01	3.764267e-01	-1.146811e-04
1	3.266184e+01	3.721733e-01	-1.144648e-04
1	3.274965e+01	3.675880e-01	-1.149873e-04
1	3.283723e+01	3.630714e-01	-1.151270e-04
1	3.292505e+01	3.586731e-01	-1.148176e-04
1	3.301344e+01	3.543434e-01	-1.151656e-04
1	3.310131e+01	3.499069e-01	-1.152618e-04
1	3.318986e+01	3.456192e-01	-1.149844e-04
1	3.327789e+01	3.411255e-01	-1.149943e-04
1	3.336493e+01	3.367233e-01	-1.149769e-04
1	3.345344e+01	3.323326e-01	-1.148754e-04
1	3.354188e+01	3.278961e-01	-1.148639e-04
1	3.362976e+01	3.235207e-01	-1.147547e-04
1	3.371779e+01	3.191338e-01	-1.149330e-04
1	3.380533e+01	3.147736e-01	-1.148709e-04
1	3.389375e+01	3.104172e-01	-1.150626e-04
1	3.398105e+01	3.060226e-01	-1.149755e-04
1	3.406905e+01	3.016930e-01	-1.152745e-04
1	3.415774e+01	2.971992e-01	-1.147703e-04
1	3.424508e+01	2.927704e-01	-1.151700e-04
1	3.433325e+01	2.884216e-01	-1.148328e-04
1	3.442147e+01	2.839546e-01	-1.151320e-04
1	3.450979e+01	2.796173e-01	-1.150488e-04
1	3.459786e+01	2.751884e-01	-1.149803e-04
1	3.468534e+01	2.708893e-01	-1.149342e-04
1	3.477313e+01	2.662926e-01	-1.153946e-04
1	3.486132e+01	2.619667e-01	-1.151294e-04
1	3.494910e+01	2.575264e-01	-1.150891e-04
1	3.503697e+01	2.531891e-01	-1.151186e-04
1	3.512573e+01	2.488174e-01	-1.149489e-04
1	3.521358e+01	2.443695e-01	-1.152924e-04
1	3.530135e+01	2.399750e-01	-1.155287e-04
1	3.538977e+01	2.356529e-01	-1.155117e-04
1	3.547692e+01	2.310791e-01	-1.155422e-04
1	3.556569e+01	2.267303e-01	-1.155362e-04
1	3.565292e+01	2.223587e-01	-1.156709e-04
1	3.574115e+01	2.180252e-01	-1.149477e-04
1	3.582904e+01	2.135506e-01	-1.153234e-04
1	3.591761e+01	2.093163e-01	-1.150391e-04
1	3.600514e+01	2.047005e-01	-1.156447e-04
1	3.609315e+01	2.003746e-01	-1.153190e-04
1	3.618137e+01	1.960564e-01	-1.151645e-04
1	3.626960e+01	1.916084e-01	-1.150281e-04
1	3.635785e+01	1.872482e-01	-1.153754e-04
1	3.644528e+01	1.827354e-01	-1.153637e-04
1	3.653296e+01	1.784325e-01	-1.152779e-04
1	3.662140e+01	1.740723e-01	-1.156414e-04
1	3.670965e+01	1.695633e-01	-1.156206e-04
1	3.679688e+01	1.651878e-01	-1.158353e-04
1	3.688508e+01	1.608543e-01	-1.152194e-04
1	3.697309e+01	1.565056e-01	-1.153061e-04
1	3.706167e+01	1.520882e-01	-1.157020e-04
1	3.714940e+01	1.476364e-01	-1.155673e-04
1	3.723709e+01	1.433182e-01	-1.160055e-04
1	3.732485e+01	1.388588e-01	-1.154990e-04
1	3.741328e+01	1.344261e-01	-1.155601e-04
1	3.750120e+01	1.300774e-01	-1.157918e-04
1	3.758932e+01	1.257324e-01	-1.156582e-04
1	3.767745e+01	1.213150e-01	-1.159296e-04
1	3.776561e+01	1.168098e-01	-1.154081e-04
1	3.785342e+01	1.123657e-01	-1.157064e-04
1	3.794112e+01	1.079979e-01	-1.160219e-04
1	3.802921e+01	1.036682e-01	-1.157787e-04
1	3.811753e+01	9.912491e-02	-1.161227e-04
1	3.820569e+01	9.476089e-02	-1.160311e-04
1	3.829306e+01	9.043121e-02	-1.156708e-04
1	3.838184e+01	8.602142e-02	-1.155853e-04
1	3.846936e+01	8.169556e-02	-1.161745e-04
1	3.855709e+01	7.716751e-02	-1.159449e-04
1	3.864544e+01	7.283401e-02	-1.157339e-04
1	3.873323e+01	6.843567e-02	-1.160140e-04
1	3.882123e+01	6.401443e-02	-1.161646e-04
1	3.890887e+01	5.961609e-02	-1.161903e-04
1	3.899749e+01	5.531311e-02	-1.156274e-04
1	3.908520e+01	5.091858e-02	-1.160014e-04
1	3.917365e+01	4.642105e-02	-1.157541e-04
1	3.926115e+01	4.215622e-02	-1.158830e-04
1	3.934954e+01	3.759766e-02	-1.163629e-04
1	3.943781e+01	3.317642e-02	-1.165631e-04
1	3.952497e+01	2.891922e-02	-1.161197e-04
1	3.961334e+01	2.448654e-02	-1.162474e-04
1	3.970123e+01	2.013016e-02	-1.160043e-04
1	3.978932e+01	1.563644e-02	-1.163435e-04
1	3.987749e+01	1.136017e-02	-1.163715e-04
1	3.996554e+01	6.961823e-03	-1.161057e-04
2	4.005333e+01	2.513885e-03	-1.160990e-04
2	4.014174e+01	3.456116e-03	-7.657444e-05
2	4.022947e+01	7.862091e-03	-2.193141e-05
2	4.031776e+01	1.224518e-02	1.636100e-05
2	4.040573e+01	1.667786e-02	4.361987e-05
2	4.049320e+01	2.119064e-02	6.275690e-05
2	4.058116e+01	2.554321e-02	7.657897e-05
2	4.066917e+01	2.991867e-02	8.669174e-05
2	4.075776e+01	3.445053e-02	9.396291e-05
2	4.084520e+01	3.870773e-02	9.856629e-05
2	4.093327e+01	4.309464e-02	1.024565e-04
2	4.102112e+01	4.753494e-02	1.052811e-04
2	4.110916e+01	5.198669e-02	1.075608e-04
2	4.119765e+01	5.633163e-02	1.093429e-04
2	4.128535e+01	6.072617e-02	1.102494e-04
2	4.137326e+01	6.527710e-02	1.121422e-04
2	4.146176e+01	6.943512e-02	1.122214e-04
2	4.154963e+01	7.396317e-02	1.127099e-04
2	4.163709e+01	7.831955e-02	1.131498e-04
2	4.172504e+01	8.279800e-02	1.138256e-04
2	4.181360e+01	8.708572e-02	1.142353e-04
2	4.190116e+01	9.148026e-02	1.145002e-04
2	4.198988e+01	9.590530e-02	1.149203e-04
2	4.207745e+01	1.003876e-01	1.155795e-04
2	4.216528e+01	1.046638e-01	1.156768e-04
2	4.225348e+01	1.089745e-01	1.152581e-04
2	4.234139e+01	1.134949e-01	1.160694e-04
2	4.242967e+01	1.179085e-01	1.162690e-04
2	4.251697e+01	1.222649e-01	1.162812e-04
2	4.260505e+01	1.266708e-01	1.165594e-04
2	4.269299e+01	1.311684e-01	1.165756e-04
2	4.278132e+01	1.355476e-01	1.166636e-04
2	4.286978e+01	1.398773e-01	1.168536e-04
2	4.295775e+01	1.443176e-01	1.169502e-04
2	4.304564e+01	1.487465e-01	1.171644e-04
2	4.313355e+01	1.531677e-01	1.169384e-04
2	4.322161e+01	1.574898e-01	1.166641e-04
2	4.330909e+01	1.618843e-01	1.171451e-04
2	4.339695e+01	1.663284e-01	1.174829e-04
2	4.348568e+01	1.706696e-01	1.173148e-04
2	4.357339e+01	1.752052e-01	1.178710e-04
2	4.366119e+01	1.794739e-01	1.173446e-04
2	4.374976e+01	1.838303e-01	1.177568e-04
2	4.383760e+01	1.883430e-01	1.177791e-04
2	4.392537e+01	1.926498e-01	1.179459e-04
2	4.401286e+01	1.971626e-01	1.178725e-04
2	4.410151e+01	2.013664e-01	1.179357e-04
2	4.418963e+01	2.058525e-01	1.182778e-04
2	4.427694e+01	2.102470e-01	1.182058e-04
2	4.436503e+01	2.145920e-01	1.182653e-04
2	4.445353e+01	2.190552e-01	1.181039e-04
2	4.454140e+01	2.235413e-01	1.186390e-04
2	4.462942e+01	2.278099e-01	1.183513e-04
2	4.471712e+01	2.323151e-01	1.189599e-04
2	4.480527e+01	2.366295e-01	1.185142e-04
2	4.489293e+01	2.411842e-01	1.191915e-04
2	4.498161e+01	2.455025e-01	1.186497e-04
2	4.506921e+01	2.499657e-01	1.190248e-04
2	4.515776e+01	2.542000e-01	1.186994e-04
2	4.524496e+01	2.588463e-01	1.190776e-04
2	4.533369e+01	2.631264e-01	1.192189e-04
2	4.542105e+01	2.675705e-01	1.191517e-04
2	4.550901e+01	2.719078e-01	1.190188e-04
2	4.559784e+01	2.762794e-01	1.187551e-04
2	4.568546e+01	2.807808e-01	1.188684e-04
2	4.577312e+01	2.850266e-01	1.190733e-04
2	4.586120e+01	2.895393e-01	1.189492e-04
2	4.594970e+01	2.938271e-01	1.189224e-04
2	4.603780e+01	2.982101e-01	1.192677e-04
2	4.612495e+01	3.027115e-01	1.192009e-04
2	4.621311e+01	3.069763e-01	1.195165e-04
2	4.630102e+01	3.114853e-01	1.193291e-04
2	4.638904e+01	3.159103e-01	1.198603e-04
2	4.647718e+01	3.202019e-01	1.193117e-04
