Cycle number	Half cycle number	Elapsed time (s)	Potential (V)	Current (A)
1	2	3.741166e+01	1.707420e-01	-4.996943e-05
1	2	3.749994e+01	1.688919e-01	-4.997158e-05
1	2	3.758845e+01	1.669617e-01	-4.997003e-05
1	2	3.767611e+01	1.652260e-01	-4.997277e-05
1	2	3.776344e+01	1.632538e-01	-4.997432e-05
1	2	3.785220e+01	1.612816e-01	-4.997194e-05
1	2	3.793998e+01	1.594276e-01	-4.997325e-05
1	2	3.802822e+01	1.575394e-01	-4.997122e-05
1	2	3.811642e+01	1.556702e-01	-4.997182e-05
1	2	3.820387e+01	1.538048e-01	-4.997206e-05
1	2	3.829158e+01	1.518631e-01	-4.996991e-05
1	2	3.837977e+01	1.500626e-01	-4.997098e-05
1	2	3.846800e+01	1.481743e-01	-4.997182e-05
1	2	3.855632e+01	1.462517e-01	-4.997373e-05
1	2	3.864382e+01	1.444321e-01	-4.997230e-05
1	2	3.873184e+01	1.424599e-01	-4.997230e-05
1	2	3.881970e+01	1.405869e-01	-4.996991e-05
1	2	3.890793e+01	1.387825e-01	-4.996967e-05
1	2	3.899630e+01	1.368027e-01	-4.997301e-05
1	2	3.908396e+01	1.349792e-01	-4.996979e-05
1	2	3.917149e+01	1.332207e-01	-4.997075e-05
1	2	3.926002e+01	1.313019e-01	-4.997230e-05
1	2	3.934768e+01	1.293564e-01	-4.997277e-05
1	2	3.943559e+01	1.275139e-01	-4.997122e-05
1	2	3.952394e+01	1.255684e-01	-4.997027e-05
1	2	3.961211e+01	1.236687e-01	-4.997194e-05
1	2	3.969991e+01	1.218758e-01	-4.997218e-05
1	2	3.978801e+01	1.199570e-01	-4.997039e-05
1	2	3.987560e+01	1.180420e-01	-4.997146e-05
1	2	3.996433e+01	1.162720e-01	-4.997325e-05
1	2	4.005232e+01	1.144447e-01	-4.997444e-05
1	2	4.014040e+01	1.123505e-01	-4.997289e-05
1	2	4.022843e+01	1.106071e-01	-4.997420e-05
1	2	4.031606e+01	1.087151e-01	-4.997015e-05
1	2	4.040414e+01	1.067963e-01	-4.997158e-05
1	2	4.049184e+01	1.048927e-01	-4.996943e-05
1	2	4.057960e+01	1.031151e-01	-4.997158e-05
1	2	4.066767e+01	1.013260e-01	-4.997015e-05
1	2	4.075568e+01	9.927368e-02	-4.996932e-05
1	2	4.084395e+01	9.747314e-02	-4.997075e-05
1	2	4.093221e+01	9.552383e-02	-4.997087e-05
1	2	4.102019e+01	9.370804e-02	-4.996955e-05
1	2	4.110758e+01	9.174728e-02	-4.997015e-05
1	2	4.119551e+01	8.993149e-02	-4.997146e-05
1	2	4.128413e+01	8.799362e-02	-4.997146e-05
1	2	4.137157e+01	8.615875e-02	-4.997063e-05
1	2	4.145972e+01	8.439255e-02	-4.997349e-05
1	2	4.154826e+01	8.245468e-02	-4.997361e-05
1	2	4.163597e+01	8.061981e-02	-4.997075e-05
1	2	4.172362e+01	7.865143e-02	-4.997623e-05
1	2	4.181209e+01	7.688522e-02	-4.997027e-05
1	2	4.189959e+01	7.501221e-02	-4.997277e-05
1	2	4.198832e+01	7.313919e-02	-4.997206e-05
1	2	4.207581e+01	7.128525e-02	-4.997301e-05
1	2	4.216391e+01	6.923676e-02	-4.997087e-05
1	2	4.225202e+01	6.754684e-02	-4.997051e-05
1	2	4.233976e+01	6.565094e-02	-4.997361e-05
1	2	4.242777e+01	6.365967e-02	-4.997134e-05
1	2	4.251628e+01	6.192017e-02	-4.996979e-05
1	2	4.260345e+01	6.007004e-02	-4.997456e-05
1	2	4.269216e+01	5.818939e-02	-4.997444e-05
1	2	4.277963e+01	5.634308e-02	-4.997122e-05
1	2	4.286809e+01	5.432510e-02	-4.997289e-05
1	2	4.295639e+01	5.249786e-02	-4.997253e-05
