Cycle number	Half cycle number	Elapsed time (s)	Potential (V)	Current (A)
1	1	8.690795e-03	2.029419e-03	-1.576555e-05
1	1	9.803438e-02	1.935196e-02	9.999824e-05
1	1	1.857066e-01	2.342987e-02	9.999800e-05
1	1	2.741393e-01	2.740097e-02	9.999681e-05
1	1	3.621327e-01	3.128815e-02	9.999728e-05
1	1	4.502489e-01	3.530502e-02	9.999752e-05
1	1	5.377055e-01	3.932190e-02	9.999704e-05
1	1	6.254946e-01	4.328156e-02	9.999752e-05
1	1	7.141686e-01	4.713058e-02	9.999537e-05
1	1	8.021612e-01	5.101776e-02	9.999728e-05
1	1	8.893581e-01	5.505753e-02	9.999764e-05
1	1	9.776221e-01	5.891418e-02	9.999692e-05
1	1	1.065465e+00	6.283951e-02	9.999526e-05
1	1	1.153968e+00	6.670380e-02	9.999704e-05
1	1	1.241636e+00	7.056046e-02	9.999549e-05
1	1	1.329941e+00	7.442474e-02	9.999859e-05
1	1	1.417794e+00	7.825089e-02	9.999490e-05
1	1	1.505221e+00	8.226776e-02	9.999561e-05
1	1	1.593751e+00	8.607101e-02	9.999764e-05
1	1	1.681630e+00	8.996582e-02	9.999442e-05
1	1	1.769364e+00	9.380722e-02	9.999704e-05
1	1	1.857874e+00	9.767151e-02	9.999835e-05
1	1	1.945849e+00	1.015739e-01	9.999561e-05
1	1	2.033622e+00	1.054039e-01	9.999859e-05
1	1	2.121976e+00	1.091461e-01	9.999776e-05
1	1	2.209851e+00	1.131172e-01	9.999681e-05
1	1	2.297744e+00	1.168633e-01	9.999621e-05
1	1	2.385949e+00	1.207275e-01	9.999609e-05
1	1	2.474152e+00	1.246376e-01	9.999514e-05
1	1	2.561480e+00	1.284866e-01	9.999847e-05
1	1	2.650101e+00	1.322975e-01	9.999669e-05
1	1	2.738119e+00	1.361504e-01	9.999776e-05
1	1	2.825536e+00	1.399307e-01	9.999573e-05
1	1	2.913321e+00	1.437340e-01	9.999800e-05
1	1	3.002161e+00	1.477051e-01	9.999609e-05
1	1	3.089790e+00	1.514320e-01	9.999847e-05
1	1	3.178110e+00	1.552696e-01	9.999633e-05
1	1	3.265449e+00	1.591644e-01	9.999526e-05
1	1	3.354241e+00	1.628342e-01	9.999883e-05
1	1	3.441963e+00	1.667633e-01	9.999621e-05
1	1	3.529773e+00	1.705780e-01	9.999824e-05
1	1	3.617364e+00	1.743927e-01	9.999609e-05
1	1	3.705768e+00	1.782074e-01	9.999716e-05
1	1	3.794070e+00	1.819077e-01	9.999585e-05
1	1	3.881931e+00	1.857491e-01	9.999657e-05
1	1	3.969703e+00	1.896286e-01	9.999740e-05
1	1	4.058126e+00	1.934586e-01	9.999585e-05
1	1	4.145370e+00	1.973228e-01	9.999490e-05
1	1	4.233525e+00	2.009888e-01	9.999883e-05
1	1	4.322147e+00	2.048187e-01	9.999704e-05
1	1	4.409293e+00	2.086182e-01	9.999657e-05
1	1	4.497332e+00	2.124023e-01	9.999728e-05
1	1	4.585739e+00	2.162552e-01	9.999549e-05
1	1	4.674127e+00	2.199860e-01	9.999573e-05
1	1	4.762018e+00	2.238350e-01	9.999645e-05
1	1	4.850003e+00	2.276611e-01	9.999788e-05
1	1	4.937593e+00	2.314796e-01	9.999776e-05
1	1	5.025636e+00	2.352028e-01	9.999752e-05
1	1	5.113429e+00	2.389755e-01	9.999883e-05
1	1	5.202238e+00	2.427750e-01	9.999800e-05
1	1	5.289653e+00	2.465439e-01	9.999645e-05
1	1	5.377932e+00	2.503357e-01	9.999859e-05
1	1	5.465586e+00	2.542114e-01	9.999371e-05
1	1	5.553192e+00	2.579651e-01	9.999633e-05
1	1	5.641533e+00	2.617188e-01	9.999704e-05
1	1	5.730166e+00	2.654190e-01	9.999692e-05
1	1	5.817460e+00	2.693367e-01	9.999609e-05
1	1	5.905739e+00	2.729988e-01	9.999549e-05
1	1	5.993944e+00	2.768097e-01	9.999514e-05
1	1	6.082027e+00	2.806740e-01	9.999561e-05
1	1	6.169705e+00	2.844505e-01	9.999716e-05
1	1	6.257895e+00	2.882118e-01	9.999752e-05
1	1	6.345806e+00	2.920303e-01	9.999716e-05
1	1	6.433630e+00	2.956772e-01	9.999621e-05
1	1	6.522111e+00	2.995186e-01	9.999514e-05
1	1	6.609514e+00	3.032684e-01	9.999561e-05
1	1	6.697779e+00	3.070946e-01	9.999526e-05
1	1	6.785886e+00	3.108139e-01	9.999502e-05
1	1	6.874020e+00	3.145752e-01	9.999621e-05
1	1	6.961801e+00	3.183441e-01	9.999669e-05
1	1	7.049289e+00	3.221207e-01	9.999681e-05
1	1	7.137942e+00	3.258629e-01	9.999609e-05
1	1	7.225813e+00	3.295937e-01	9.999621e-05
1	1	7.313415e+00	3.333893e-01	9.999502e-05
1	1	7.401875e+00	3.371887e-01	9.999537e-05
1	1	7.489911e+00	3.409767e-01	9.999597e-05
1	1	7.577329e+00	3.447762e-01	9.999764e-05
1	1	7.666271e+00	3.484612e-01	9.999657e-05
1	1	7.753992e+00	3.522873e-01	9.999645e-05
1	1	7.841605e+00	3.559761e-01	9.999776e-05
1	1	7.929717e+00	3.596878e-01	9.999597e-05
1	1	8.017375e+00	3.636055e-01	9.999776e-05
1	1	8.106002e+00	3.673439e-01	9.999537e-05
1	1	8.194013e+00	3.710022e-01	9.999609e-05
1	1	8.281741e+00	3.747520e-01	9.999669e-05
1	1	8.369623e+00	3.784370e-01	9.999788e-05
