Cycle number	Half cycle number	Elapsed time (s)	Potential (V)	Current (A)
1	1	3.138278e-05	2.833176e-02	-3.957748e-08
1	1	1.842595e-02	2.833176e-02	-3.957748e-08
1	1	1.071704e-01	3.516388e-02	5.001783e-05
1	1	1.952929e-01	3.763580e-02	5.001783e-05
1	1	2.834077e-01	3.962708e-02	5.001450e-05
1	1	3.710899e-01	4.159927e-02	5.001354e-05
1	1	4.594228e-01	4.361725e-02	5.001366e-05
1	1	5.477854e-01	4.555130e-02	5.001748e-05
1	1	6.356272e-01	4.753494e-02	5.001664e-05
1	1	7.232698e-01	4.942322e-02	5.001438e-05
1	1	8.112891e-01	5.134583e-02	5.001366e-05
1	1	8.993241e-01	5.336761e-02	5.001366e-05
1	1	9.876609e-01	5.521774e-02	5.001462e-05
1	1	1.075613e+00	5.720520e-02	5.001676e-05
1	1	1.162997e+00	5.918121e-02	5.001426e-05
1	1	1.251780e+00	6.101608e-02	5.001438e-05
1	1	1.339240e+00	6.296921e-02	5.001342e-05
1	1	1.427661e+00	6.482315e-02	5.001366e-05
1	1	1.515862e+00	6.680298e-02	5.001485e-05
1	1	1.603237e+00	6.866455e-02	5.001342e-05
1	1	1.691107e+00	7.064819e-02	5.001235e-05
1	1	1.779440e+00	7.252502e-02	5.001426e-05
1	1	1.867280e+00	7.446289e-02	5.001771e-05
1	1	1.955394e+00	7.630539e-02	5.001438e-05
1	1	2.043031e+00	7.833481e-02	5.001593e-05
1	1	2.131653e+00	8.028793e-02	5.001438e-05
1	1	2.219398e+00	8.208847e-02	5.001199e-05
1	1	2.307826e+00	8.395767e-02	5.001307e-05
1	1	2.395339e+00	8.596802e-02	5.001378e-05
1	1	2.483790e+00	8.780670e-02	5.001569e-05
1	1	2.571564e+00	8.976746e-02	5.001569e-05
1	1	2.659162e+00	9.160614e-02	5.001414e-05
1	1	2.747211e+00	9.350967e-02	5.001450e-05
1	1	2.835560e+00	9.558868e-02	5.001104e-05
1	1	2.923805e+00	9.730148e-02	5.001640e-05
1	1	3.011479e+00	9.931946e-02	5.001390e-05
1	1	3.099504e+00	1.011925e-01	5.001330e-05
1	1	3.187046e+00	1.031075e-01	5.001462e-05
1	1	3.275015e+00	1.049500e-01	5.001569e-05
1	1	3.363093e+00	1.068611e-01	5.001235e-05
1	1	3.450978e+00	1.087265e-01	5.001402e-05
1	1	3.538898e+00	1.105957e-01	5.001521e-05
1	1	3.627013e+00	1.126442e-01	5.001366e-05
1	1	3.715593e+00	1.144562e-01	5.001354e-05
1	1	3.803111e+00	1.163445e-01	5.001533e-05
1	1	3.891068e+00	1.181793e-01	5.001462e-05
1	1	3.979640e+00	1.200600e-01	5.001760e-05
1	1	4.067011e+00	1.219826e-01	5.001557e-05
1	1	4.155677e+00	1.239204e-01	5.001557e-05
1	1	4.243552e+00	1.258888e-01	5.001605e-05
1	1	4.331919e+00	1.276817e-01	5.001497e-05
1	1	4.419585e+00	1.295319e-01	5.001557e-05
1	1	4.507117e+00	1.315079e-01	5.001390e-05
1	1	4.595723e+00	1.333656e-01	5.001533e-05
1	1	4.683401e+00	1.352386e-01	5.001426e-05
1	1	4.771444e+00	1.371155e-01	5.001366e-05
1	1	4.859066e+00	1.389160e-01	5.001688e-05
1	1	4.947593e+00	1.408539e-01	5.001581e-05
1	1	5.035457e+00	1.428490e-01	5.001450e-05
1	1	5.123562e+00	1.447334e-01	5.001414e-05
1	1	5.210943e+00	1.465187e-01	5.001557e-05
1	1	5.299401e+00	1.484604e-01	5.001521e-05
1	1	5.387779e+00	1.502304e-01	5.001700e-05
1	1	5.475039e+00	1.522331e-01	5.001593e-05
1	1	5.562971e+00	1.539688e-01	5.001783e-05
1	1	5.651380e+00	1.558456e-01	5.001366e-05
1	1	5.739173e+00	1.576996e-01	5.001187e-05
1	1	5.827949e+00	1.597176e-01	5.001771e-05
1	1	5.915808e+00	1.615486e-01	5.001438e-05
1	1	6.003879e+00	1.634216e-01	5.001426e-05
1	1	6.091022e+00	1.653481e-01	5.001783e-05
1	1	6.179947e+00	1.671944e-01	5.001295e-05
1	1	6.267044e+00	1.690750e-01	5.001414e-05
1	1	6.355029e+00	1.709785e-01	5.001163e-05
1	1	6.443818e+00	1.728439e-01	5.001438e-05
1	1	6.531279e+00	1.747971e-01	5.001259e-05
1	1	6.619104e+00	1.766663e-01	5.001295e-05
1	1	6.707726e+00	1.783867e-01	5.001330e-05
1	1	6.795615e+00	1.803780e-01	5.001473e-05
1	1	6.883487e+00	1.823235e-01	5.001593e-05
1	1	6.971707e+00	1.841354e-01	5.001497e-05
1	1	7.059364e+00	1.859970e-01	5.001688e-05
1	1	7.147003e+00	1.878357e-01	5.001450e-05
1	1	7.235615e+00	1.897507e-01	5.001736e-05
1	1	7.323572e+00	1.916046e-01	5.001485e-05
1	1	7.411703e+00	1.935463e-01	5.001152e-05
1	1	7.499347e+00	1.953239e-01	5.001307e-05
1	1	7.587127e+00	1.972694e-01	5.001557e-05
1	1	7.675097e+00	1.991272e-01	5.001712e-05
1	1	7.763611e+00	2.009468e-01	5.001485e-05
1	1	7.851314e+00	2.028389e-01	5.001688e-05
1	1	7.939924e+00	2.047310e-01	5.001307e-05
1	1	8.027536e+00	2.066154e-01	5.001783e-05
1	1	8.115697e+00	2.084885e-01	5.001402e-05
1	1	8.203050e+00	2.102737e-01	5.001676e-05
1	1	8.291374e+00	2.122231e-01	5.001450e-05
1	1	8.379809e+00	2.141457e-01	5.001378e-05
1	1	8.467320e+00	2.159386e-01	5.001521e-05
1	1	8.555149e+00	2.178383e-01	5.001569e-05
1	1	8.642941e+00	2.196846e-01	5.001390e-05
1	1	8.731508e+00	2.215385e-01	5.001652e-05
1	1	8.819493e+00	2.233963e-01	5.001450e-05
1	1	8.906950e+00	2.253571e-01	5.001628e-05
1	1	8.995830e+00	2.271614e-01	5.001438e-05
1	1	9.083085e+00	2.290230e-01	5.001283e-05
1	1	9.171086e+00	2.309532e-01	5.001545e-05
1	1	9.259911e+00	2.327652e-01	5.001473e-05
1	1	9.347445e+00	2.347298e-01	5.001509e-05
1	1	9.435702e+00	2.364197e-01	5.001271e-05
1	1	9.523066e+00	2.384453e-01	5.001462e-05
1	1	9.611818e+00	2.402229e-01	5.001295e-05
1	1	9.698968e+00	2.421112e-01	5.001223e-05
1	1	9.787669e+00	2.440224e-01	5.001450e-05
1	1	9.875157e+00	2.458611e-01	5.001450e-05
1	1	9.963627e+00	2.476234e-01	5.001724e-05
1	1	1.005143e+01	2.496033e-01	5.001640e-05
1	1	1.013962e+01	2.514572e-01	5.001223e-05
1	1	1.022701e+01	2.532539e-01	5.001628e-05
1	1	1.031588e+01	2.551384e-01	5.001521e-05
1	1	1.040339e+01	2.570724e-01	5.001664e-05
1	1	1.049178e+01	2.589760e-01	5.001414e-05
1	1	1.057944e+01	2.607880e-01	5.001307e-05
1	1	1.066758e+01	2.626762e-01	5.001402e-05
1	1	1.075554e+01	2.645149e-01	5.001247e-05
1	1	1.084334e+01	2.663307e-01	5.001223e-05
1	1	1.093168e+01	2.681770e-01	5.001664e-05
1	1	1.101978e+01	2.700462e-01	5.001521e-05
1	1	1.110709e+01	2.719193e-01	5.001509e-05
1	1	1.119556e+01	2.737503e-01	5.001163e-05
1	1	1.128301e+01	2.756996e-01	5.001080e-05
1	1	1.137177e+01	2.775764e-01	5.001485e-05
1	1	1.145959e+01	2.793388e-01	5.001283e-05
1	1	1.154778e+01	2.812462e-01	5.001593e-05
1	1	1.163540e+01	2.831039e-01	5.001259e-05
1	1	1.172337e+01	2.849197e-01	5.001342e-05
1	1	1.181181e+01	2.868996e-01	5.001378e-05
1	1	1.189931e+01	2.887650e-01	5.001545e-05
1	1	1.198758e+01	2.904968e-01	5.001748e-05
1	1	1.207492e+01	2.923164e-01	5.001545e-05
1	1	1.216304e+01	2.942581e-01	5.001795e-05
1	1	1.225183e+01	2.960587e-01	5.001521e-05
1	1	1.233946e+01	2.979240e-01	5.001402e-05
1	1	1.242782e+01	2.998543e-01	5.001557e-05
1	1	1.251584e+01	3.017387e-01	5.001378e-05
1	1	1.260352e+01	3.036079e-01	5.001462e-05
1	1	1.269159e+01	3.053551e-01	5.001628e-05
1	1	1.277901e+01	3.074112e-01	5.001628e-05
1	1	1.286696e+01	3.092537e-01	5.001307e-05
1	1	1.295544e+01	3.110428e-01	5.001450e-05
1	1	1.304372e+01	3.128395e-01	5.001485e-05
1	1	1.313093e+01	3.147354e-01	5.001736e-05
1	1	1.321951e+01	3.164864e-01	5.001414e-05
1	1	1.330755e+01	3.184357e-01	5.001652e-05
1	1	1.339506e+01	3.202705e-01	5.001473e-05
1	1	1.348326e+01	3.220863e-01	5.001545e-05
1	1	1.357191e+01	3.240013e-01	5.001628e-05
1	1	1.365911e+01	3.258095e-01	5.001593e-05
1	1	1.374764e+01	3.276634e-01	5.001640e-05
1	1	1.383558e+01	3.295860e-01	5.001318e-05
1	1	1.392390e+01	3.313599e-01	5.001318e-05
1	1	1.401115e+01	3.332596e-01	5.001247e-05
1	1	1.409960e+01	3.351822e-01	5.001521e-05
1	1	1.418723e+01	3.368950e-01	5.001616e-05
1	1	1.427519e+01	3.388138e-01	5.001330e-05
1	1	1.436315e+01	3.405952e-01	5.001640e-05
1	1	1.445164e+01	3.424988e-01	5.001426e-05
1	1	1.453903e+01	3.443108e-01	5.001450e-05
1	1	1.462744e+01	3.461800e-01	5.001318e-05
1	1	1.471583e+01	3.481140e-01	5.001748e-05
1	1	1.480314e+01	3.499031e-01	5.001748e-05
1	1	1.489163e+01	3.517494e-01	5.001605e-05
1	1	1.497953e+01	3.536263e-01	5.001497e-05
1	1	1.506754e+01	3.554726e-01	5.001414e-05
1	1	1.515579e+01	3.573456e-01	5.001283e-05
1	1	1.524340e+01	3.591156e-01	5.001438e-05
1	1	1.533116e+01	3.610268e-01	5.001199e-05
1	1	1.541935e+01	3.628159e-01	5.001593e-05
1	1	1.550708e+01	3.647270e-01	5.001366e-05
1	1	1.559522e+01	3.664932e-01	5.001283e-05
1	1	1.568389e+01	3.684845e-01	5.001235e-05
1	1	1.577100e+01	3.702126e-01	5.001628e-05
1	1	1.585899e+01	3.720436e-01	5.001366e-05
1	1	1.594746e+01	3.739777e-01	5.001593e-05
1	1	1.603554e+01	3.758354e-01	5.001783e-05
1	1	1.612361e+01	3.777008e-01	5.001533e-05
1	1	1.621115e+01	3.796082e-01	5.001640e-05
1	1	1.629925e+01	3.813820e-01	5.001438e-05
1	1	1.638704e+01	3.832970e-01	5.001533e-05
1	1	1.647534e+01	3.850327e-01	5.001283e-05
1	1	1.656334e+01	3.870087e-01	5.001414e-05
1	1	1.665126e+01	3.888168e-01	5.001438e-05
1	1	1.673927e+01	3.905449e-01	5.001414e-05
1	1	1.682769e+01	3.924408e-01	5.001163e-05
1	1	1.691593e+01	3.943405e-01	5.001247e-05
1	1	1.700338e+01	3.960915e-01	5.001688e-05
1	1	1.709153e+01	3.980179e-01	5.001497e-05
1	1	1.717957e+01	3.998337e-01	5.001354e-05
1	1	1.726783e+01	4.016571e-01	5.001450e-05
1	2	1.735582e+01	3.928795e-01	-3.901076e-05
1	2	1.744369e+01	3.893929e-01	-4.996431e-05
1	2	1.753178e+01	3.872185e-01	-4.996645e-05
1	2	1.761945e+01	3.851738e-01	-4.996407e-05
1	2	1.770724e+01	3.831482e-01	-4.996574e-05
1	2	1.779512e+01	3.809853e-01	-4.996312e-05
1	2	1.788326e+01	3.789787e-01	-4.996455e-05
1	2	1.797147e+01	3.769035e-01	-4.996657e-05
1	2	1.805908e+01	3.748398e-01	-4.996800e-05
1	2	1.814795e+01	3.729134e-01	-4.996395e-05
1	2	1.823579e+01	3.707848e-01	-4.996538e-05
1	2	1.832338e+01	3.687859e-01	-4.996645e-05
1	2	1.841176e+01	3.667488e-01	-4.996324e-05
1	2	1.849964e+01	3.647652e-01	-4.996622e-05
1	2	1.858739e+01	3.626785e-01	-4.996514e-05
1	2	1.867539e+01	3.607368e-01	-4.996490e-05
1	2	1.876322e+01	3.588257e-01	-4.996753e-05
1	2	1.885191e+01	3.568497e-01	-4.996431e-05
1	2	1.893916e+01	3.546944e-01	-4.996216e-05
1	2	1.902742e+01	3.527565e-01	-4.996502e-05
1	2	1.911510e+01	3.507195e-01	-4.996407e-05
1	2	1.920346e+01	3.487968e-01	-4.996574e-05
1	2	1.929100e+01	3.469048e-01	-4.996860e-05
1	2	1.937961e+01	3.449211e-01	-4.996073e-05
1	2	1.946739e+01	3.428612e-01	-4.996479e-05
1	2	1.955555e+01	3.408813e-01	-4.996312e-05
1	2	1.964383e+01	3.389435e-01	-4.996264e-05
1	2	1.973127e+01	3.371239e-01	-4.996264e-05
1	2	1.981939e+01	3.349762e-01	-4.996371e-05
1	2	1.990723e+01	3.330727e-01	-4.996538e-05
1	2	1.999552e+01	3.311043e-01	-4.996645e-05
1	2	2.008371e+01	3.291206e-01	-4.996347e-05
1	2	2.017151e+01	3.272820e-01	-4.996526e-05
1	2	2.025910e+01	3.252182e-01	-4.996121e-05
1	2	2.034751e+01	3.231926e-01	-4.996192e-05
1	2	2.043554e+01	3.212433e-01	-4.996169e-05
1	2	2.052345e+01	3.194084e-01	-4.996717e-05
1	2	2.061182e+01	3.174820e-01	-4.996312e-05
1	2	2.069990e+01	3.154411e-01	-4.996336e-05
1	2	2.078736e+01	3.135605e-01	-4.996574e-05
1	2	2.087517e+01	3.116150e-01	-4.996264e-05
1	2	2.096349e+01	3.096695e-01	-4.996371e-05
1	2	2.105136e+01	3.076668e-01	-4.996371e-05
1	2	2.113900e+01	3.057404e-01	-4.996693e-05
1	2	2.122792e+01	3.038559e-01	-4.996514e-05
1	2	2.131539e+01	3.017654e-01	-4.996407e-05
1	2	2.140307e+01	2.998314e-01	-4.996347e-05
1	2	2.149184e+01	2.979088e-01	-4.996550e-05
1	2	2.157968e+01	2.960587e-01	-4.996479e-05
1	2	2.166701e+01	2.939339e-01	-4.996407e-05
1	2	2.175594e+01	2.921066e-01	-4.996455e-05
1	2	2.184382e+01	2.902107e-01	-4.996049e-05
1	2	2.193104e+01	2.882156e-01	-4.996359e-05
1	2	2.201910e+01	2.862968e-01	-4.996514e-05
1	2	2.210767e+01	2.844315e-01	-4.996324e-05
1	2	2.219501e+01	2.824821e-01	-4.996634e-05
1	2	2.228340e+01	2.805252e-01	-4.996538e-05
1	2	2.237121e+01	2.785988e-01	-4.996526e-05
1	2	2.245961e+01	2.766800e-01	-4.996431e-05
1	2	2.254770e+01	2.747078e-01	-4.996514e-05
1	2	2.263583e+01	2.727852e-01	-4.996419e-05
1	2	2.272304e+01	2.709694e-01	-4.996455e-05
1	2	2.281192e+01	2.690163e-01	-4.996252e-05
1	2	2.289957e+01	2.670326e-01	-4.996812e-05
1	2	2.298743e+01	2.651596e-01	-4.996586e-05
1	2	2.307592e+01	2.631798e-01	-4.996371e-05
1	2	2.316353e+01	2.612839e-01	-4.996443e-05
1	2	2.325117e+01	2.593002e-01	-4.996443e-05
1	2	2.333905e+01	2.573700e-01	-4.996657e-05
1	2	2.342770e+01	2.555809e-01	-4.996455e-05
1	2	2.351585e+01	2.535973e-01	-4.996312e-05
1	2	2.360355e+01	2.516403e-01	-4.996467e-05
1	2	2.369137e+01	2.497673e-01	-4.996288e-05
1	2	2.377930e+01	2.477951e-01	-4.996252e-05
1	2	2.386753e+01	2.458878e-01	-4.996634e-05
1	2	2.395543e+01	2.440453e-01	-4.996455e-05
1	2	2.404360e+01	2.421303e-01	-4.996443e-05
1	2	2.413133e+01	2.402611e-01	-4.996324e-05
