Segment number	Ramping/Holding	Elapsed time (s)	Segment time(s)	Potential (V)	Current (A)
4	Holding	8.494037e+01	2.014771e+01	8.697510e-04	-2.972830e-06
4	Holding	8.502838e+01	2.023572e+01	8.392334e-04	-3.174177e-06
4	Holding	8.511596e+01	2.032330e+01	9.002686e-04	-3.126801e-06
4	Holding	8.520443e+01	2.041177e+01	7.286072e-04	-3.150489e-06
4	Holding	8.529235e+01	2.049969e+01	9.498596e-04	-3.541339e-06
4	Holding	8.538029e+01	2.058763e+01	8.773804e-04	-3.114957e-06
4	Holding	8.546860e+01	2.067595e+01	9.536743e-04	-3.162333e-06
4	Holding	8.555575e+01	2.076309e+01	8.049011e-04	-3.008362e-06
4	Holding	8.564411e+01	2.085145e+01	8.316040e-04	-3.529495e-06
4	Holding	8.573203e+01	2.093937e+01	7.705688e-04	-3.067581e-06
4	Holding	8.582056e+01	2.102790e+01	8.583069e-04	-3.162333e-06
4	Holding	8.590789e+01	2.111523e+01	8.926392e-04	-3.138645e-06
4	Holding	8.599604e+01	2.120338e+01	8.430481e-04	-3.091269e-06
4	Holding	8.608456e+01	2.129190e+01	7.972717e-04	-3.162333e-06
4	Holding	8.617193e+01	2.137927e+01	8.850098e-04	-2.972830e-06
4	Holding	8.626005e+01	2.146739e+01	9.803772e-04	-2.925454e-06
4	Holding	8.634802e+01	2.155536e+01	8.888245e-04	-3.209709e-06
4	Holding	8.643623e+01	2.164357e+01	8.964539e-04	-2.937298e-06
4	Holding	8.652413e+01	2.173147e+01	8.468628e-04	-3.339992e-06
4	Holding	8.661190e+01	2.181925e+01	8.697510e-04	-3.138645e-06
4	Holding	8.670068e+01	2.190802e+01	9.078979e-04	-3.103113e-06
4	Holding	8.678823e+01	2.199557e+01	8.583069e-04	-3.683466e-06
4	Holding	8.687614e+01	2.208348e+01	8.010864e-04	-3.103113e-06
4	Holding	8.696380e+01	2.217114e+01	7.705688e-04	-3.387368e-06
4	Holding	8.705204e+01	2.225938e+01	8.163452e-04	-3.446588e-06
4	Holding	8.713974e+01	2.234708e+01	8.163452e-04	-3.209709e-06
4	Holding	8.722792e+01	2.243526e+01	8.087158e-04	-3.174177e-06
4	Holding	8.731606e+01	2.252340e+01	9.002686e-04	-2.889922e-06
4	Holding	8.740416e+01	2.261150e+01	9.117126e-04	-3.612403e-06
4	Holding	8.749234e+01	2.269968e+01	9.231567e-04	-3.233397e-06
4	Holding	8.758066e+01	2.278800e+01	8.621216e-04	-3.482119e-06
4	Holding	8.766780e+01	2.287514e+01	8.659363e-04	-3.043893e-06
4	Holding	8.775622e+01	2.296356e+01	7.324219e-04	-3.008362e-06
4	Holding	8.784468e+01	2.305202e+01	8.430481e-04	-3.470275e-06
4	Holding	8.793176e+01	2.313910e+01	7.324219e-04	-3.434744e-06
4	Holding	8.802000e+01	2.322734e+01	8.163452e-04	-3.162333e-06
4	Holding	8.810772e+01	2.331506e+01	8.659363e-04	-2.972830e-06
4	Holding	8.819607e+01	2.340341e+01	8.163452e-04	-3.091269e-06
4	Holding	8.828390e+01	2.349124e+01	8.125305e-04	-3.126801e-06
4	Holding	8.837197e+01	2.357931e+01	8.049011e-04	-3.316304e-06
4	Holding	8.846042e+01	2.366776e+01	8.926392e-04	-3.067581e-06
4	Holding	8.854815e+01	2.375549e+01	7.781982e-04	-3.588715e-06
4	Holding	8.863639e+01	2.384373e+01	9.384155e-04	-2.570136e-06
4	Holding	8.872464e+01	2.393198e+01	8.583069e-04	-3.363680e-06
4	Holding	8.881238e+01	2.401972e+01	8.506775e-04	-3.422900e-06
4	Holding	8.890044e+01	2.410778e+01	9.231567e-04	-2.960986e-06
4	Holding	8.898816e+01	2.419550e+01	8.087158e-04	-3.162333e-06
4	Holding	8.907626e+01	2.428360e+01	8.583069e-04	-3.162333e-06
4	Holding	8.916459e+01	2.437193e+01	8.201599e-04	-3.032049e-06
4	Holding	8.925200e+01	2.445934e+01	8.811951e-04	-3.351836e-06
4	Holding	8.934006e+01	2.454740e+01	7.858276e-04	-3.055737e-06
4	Holding	8.942813e+01	2.463547e+01	8.811951e-04	-3.162333e-06
4	Holding	8.951594e+01	2.472328e+01	8.430481e-04	-2.972830e-06
4	Holding	8.960369e+01	2.481104e+01	8.163452e-04	-3.174177e-06
4	Holding	8.969166e+01	2.489900e+01	8.316040e-04	-3.150489e-06
4	Holding	8.978000e+01	2.498734e+01	7.438660e-04	-3.659778e-06
4	Holding	8.986822e+01	2.507556e+01	7.514954e-04	-2.937298e-06
4	Holding	8.995645e+01	2.516379e+01	8.316040e-04	-3.434744e-06
4	Holding	9.004422e+01	2.525156e+01	7.667542e-04	-3.114957e-06
4	Holding	9.013240e+01	2.533974e+01	8.201599e-04	-3.257084e-06
4	Holding	9.022011e+01	2.542745e+01	8.735657e-04	-3.470275e-06
4	Holding	9.030824e+01	2.551558e+01	9.193420e-04	-3.079425e-06
4	Holding	9.039588e+01	2.560322e+01	8.697510e-04	-3.055737e-06
4	Holding	9.048470e+01	2.569204e+01	7.591248e-04	-3.103113e-06
4	Holding	9.057236e+01	2.577970e+01	8.430481e-04	-3.316304e-06
4	Holding	9.066065e+01	2.586799e+01	8.735657e-04	-3.114957e-06
4	Holding	9.074851e+01	2.595585e+01	8.354187e-04	-3.162333e-06
4	Holding	9.083585e+01	2.604319e+01	8.506775e-04	-3.600559e-06
4	Holding	9.092439e+01	2.613173e+01	7.629395e-04	-3.399212e-06
4	Holding	9.101180e+01	2.621914e+01	8.506775e-04	-3.008362e-06
4	Holding	9.110058e+01	2.630792e+01	9.040833e-04	-3.008362e-06
4	Holding	9.118795e+01	2.639529e+01	8.926392e-04	-3.067581e-06
4	Holding	9.127661e+01	2.648395e+01	9.040833e-04	-3.363680e-06
4	Holding	9.136462e+01	2.657196e+01	7.934570e-04	-2.984674e-06
4	Holding	9.145192e+01	2.665926e+01	8.049011e-04	-3.470275e-06
4	Holding	9.154016e+01	2.674750e+01	7.514954e-04	-3.363680e-06
4	Holding	9.162776e+01	2.683510e+01	8.964539e-04	-3.126801e-06
4	Holding	9.171589e+01	2.692323e+01	7.820129e-04	-3.067581e-06
4	Holding	9.180421e+01	2.701156e+01	8.888245e-04	-3.067581e-06
4	Holding	9.189228e+01	2.709962e+01	9.040833e-04	-3.186021e-06
4	Holding	9.198036e+01	2.718770e+01	7.781982e-04	-2.842546e-06
4	Holding	9.206850e+01	2.727584e+01	9.040833e-04	-2.889922e-06
4	Holding	9.215629e+01	2.736363e+01	9.193420e-04	-3.257084e-06
4	Holding	9.224379e+01	2.745113e+01	8.659363e-04	-2.878078e-06
4	Holding	9.233264e+01	2.753998e+01	8.964539e-04	-3.541339e-06
4	Holding	9.241984e+01	2.762718e+01	7.820129e-04	-3.671622e-06
4	Holding	9.250834e+01	2.771568e+01	8.430481e-04	-3.067581e-06
4	Holding	9.259612e+01	2.780346e+01	9.651184e-04	-2.818859e-06
4	Holding	9.268405e+01	2.789139e+01	9.498596e-04	-2.866234e-06
4	Holding	9.277226e+01	2.797960e+01	7.820129e-04	-3.351836e-06
4	Holding	9.286047e+01	2.806781e+01	6.523132e-04	-3.541339e-06
4	Holding	9.294783e+01	2.815517e+01	9.078979e-04	-3.174177e-06
4	Holding	9.303594e+01	2.824328e+01	8.316040e-04	-3.150489e-06
4	Holding	9.312384e+01	2.833118e+01	9.918213e-04	-3.008362e-06
4	Holding	9.321197e+01	2.841931e+01	8.964539e-04	-3.422900e-06
4	Holding	9.329986e+01	2.850720e+01	9.078979e-04	-3.138645e-06
4	Holding	9.338854e+01	2.859588e+01	9.117126e-04	-2.676731e-06
4	Holding	9.347625e+01	2.868359e+01	1.010895e-03	-2.984674e-06
4	Holding	9.356433e+01	2.877167e+01	8.964539e-04	-3.351836e-06
4	Holding	9.365267e+01	2.886001e+01	9.498596e-04	-2.866234e-06
4	Holding	9.373977e+01	2.894711e+01	9.002686e-04	-3.174177e-06
4	Holding	9.382859e+01	2.903593e+01	8.926392e-04	-3.328148e-06
4	Holding	9.391668e+01	2.912402e+01	8.583069e-04	-3.588715e-06
4	Holding	9.400464e+01	2.921198e+01	8.544922e-04	-3.067581e-06
4	Holding	9.409182e+01	2.929916e+01	9.155273e-04	-2.878078e-06
4	Holding	9.418050e+01	2.938784e+01	8.850098e-04	-3.399212e-06
4	Holding	9.426860e+01	2.947594e+01	7.514954e-04	-3.339992e-06
4	Holding	9.435590e+01	2.956324e+01	8.811951e-04	-2.688575e-06
4	Holding	9.444437e+01	2.965171e+01	7.438660e-04	-3.174177e-06
4	Holding	9.453214e+01	2.973948e+01	9.193420e-04	-3.233397e-06
4	Holding	9.461996e+01	2.982730e+01	9.346008e-04	-3.091269e-06
4	Holding	9.470823e+01	2.991557e+01	8.773804e-04	-3.399212e-06
5	Ramping	9.488395e+01	8.294230e-02	8.392334e-04	-2.783327e-06
5	Ramping	9.497269e+01	1.716818e-01	3.395081e-03	1.703159e-05
5	Ramping	9.505982e+01	2.588136e-01	5.130768e-03	2.473015e-05
5	Ramping	9.514792e+01	3.469165e-01	6.935120e-03	2.989411e-05
5	Ramping	9.523624e+01	4.352369e-01	8.693695e-03	3.400396e-05
5	Ramping	9.532450e+01	5.235000e-01	1.043701e-02	3.705970e-05
5	Ramping	9.541182e+01	6.108175e-01	1.217270e-02	3.825594e-05
5	Ramping	9.549997e+01	6.989681e-01	1.395035e-02	3.997331e-05
5	Ramping	9.558790e+01	7.868993e-01	1.571274e-02	4.096820e-05
5	Ramping	9.567598e+01	8.749740e-01	1.736450e-02	4.118139e-05
5	Ramping	9.576460e+01	9.635979e-01	1.923752e-02	4.229472e-05
5	Ramping	9.585228e+01	1.051277e+00	2.093124e-02	4.267373e-05
5	Ramping	9.593991e+01	1.138909e+00	2.268219e-02	4.256713e-05
5	Ramping	9.602815e+01	1.227145e+00	2.444839e-02	4.305273e-05
5	Ramping	9.611653e+01	1.315530e+00	2.635956e-02	4.312380e-05
5	Ramping	9.620381e+01	1.402803e+00	2.802658e-02	4.334883e-05
5	Ramping	9.629226e+01	1.491261e+00	2.980423e-02	4.333699e-05
5	Ramping	9.638022e+01	1.579221e+00	3.153992e-02	4.324224e-05
5	Ramping	9.646866e+01	1.667652e+00	3.322983e-02	4.375153e-05
5	Ramping	9.655625e+01	1.755246e+00	3.504181e-02	4.408316e-05
5	Ramping	9.664404e+01	1.843040e+00	3.683090e-02	4.366862e-05
5	Ramping	9.673269e+01	1.931684e+00	3.852463e-02	4.384628e-05
5	Ramping	9.682013e+01	2.019129e+00	4.032898e-02	4.388181e-05
5	Ramping	9.690790e+01	2.106896e+00	4.212952e-02	4.396472e-05
5	Ramping	9.699608e+01	2.195078e+00	4.394531e-02	4.395287e-05
5	Ramping	9.708469e+01	2.283691e+00	4.562759e-02	4.391734e-05
5	Ramping	9.717182e+01	2.370819e+00	4.742432e-02	4.383443e-05
5	Ramping	9.725995e+01	2.458951e+00	4.913712e-02	4.407131e-05
5	Ramping	9.734808e+01	2.547077e+00	5.086899e-02	4.405947e-05
5	Ramping	9.743654e+01	2.635532e+00	5.269623e-02	4.409500e-05
5	Ramping	9.752469e+01	2.723683e+00	5.442810e-02	4.403578e-05
5	Ramping	9.761235e+01	2.811344e+00	5.614471e-02	4.409500e-05
5	Ramping	9.770011e+01	2.899106e+00	5.805588e-02	4.413053e-05
5	Ramping	9.778865e+01	2.987647e+00	5.971527e-02	4.396472e-05
5	Ramping	9.787610e+01	3.075097e+00	6.148148e-02	4.466351e-05
5	Ramping	9.796420e+01	3.163199e+00	6.318665e-02	4.461613e-05
5	Ramping	9.805242e+01	3.251413e+00	6.504822e-02	4.477011e-05
5	Ramping	9.814054e+01	3.339532e+00	6.676865e-02	4.450954e-05
5	Ramping	9.822808e+01	3.427077e+00	6.839371e-02	4.434372e-05
5	Ramping	9.831575e+01	3.514742e+00	7.014084e-02	4.449770e-05
5	Ramping	9.840389e+01	3.602889e+00	7.202148e-02	4.433188e-05
5	Ramping	9.849266e+01	3.691658e+00	7.381058e-02	4.456876e-05
5	Ramping	9.857994e+01	3.778933e+00	7.555008e-02	4.405947e-05
5	Ramping	9.866788e+01	3.866878e+00	7.735825e-02	4.424897e-05
5	Ramping	9.875658e+01	3.955572e+00	7.904053e-02	4.468720e-05
5	Ramping	9.884413e+01	4.043126e+00	8.074570e-02	4.460429e-05
5	Ramping	9.893192e+01	4.130916e+00	8.258057e-02	4.414238e-05
5	Ramping	9.902047e+01	4.219462e+00	8.432770e-02	4.495961e-05
5	Ramping	9.910835e+01	4.307345e+00	8.614349e-02	4.454507e-05
5	Ramping	9.919636e+01	4.395358e+00	8.780289e-02	4.467535e-05
5	Ramping	9.928398e+01	4.482980e+00	8.966064e-02	4.454507e-05
5	Ramping	9.937235e+01	4.571347e+00	9.122849e-02	4.482933e-05
5	Ramping	9.946012e+01	4.659119e+00	9.307098e-02	4.456876e-05
5	Ramping	9.954849e+01	4.747491e+00	9.496689e-02	4.508989e-05
5	Ramping	9.963605e+01	4.835050e+00	9.658432e-02	4.429635e-05
5	Ramping	9.972375e+01	4.922746e+00	9.838104e-02	4.428450e-05
5	Ramping	9.981210e+01	5.011091e+00	1.000595e-01	4.459245e-05
5	Ramping	9.989993e+01	5.098927e+00	1.018906e-01	4.491223e-05
5	Ramping	9.998795e+01	5.186942e+00	1.036491e-01	4.493592e-05
5	Ramping	1.000758e+02	5.274809e+00	1.053734e-01	4.450954e-05
5	Ramping	1.001643e+02	5.363270e+00	1.070480e-01	4.442663e-05
5	Ramping	1.002520e+02	5.451038e+00	1.088715e-01	4.455691e-05
5	Ramping	1.003401e+02	5.539092e+00	1.106796e-01	4.480564e-05
5	Ramping	1.004280e+02	5.627016e+00	1.124077e-01	4.460429e-05
5	Ramping	1.005161e+02	5.715131e+00	1.141281e-01	4.466351e-05
5	Ramping	1.006042e+02	5.803172e+00	1.160545e-01	4.492408e-05
5	Ramping	1.006922e+02	5.891237e+00	1.177483e-01	4.514911e-05
5	Ramping	1.007798e+02	5.978770e+00	1.195335e-01	4.514911e-05
5	Ramping	1.008687e+02	6.067687e+00	1.212196e-01	4.514911e-05
5	Ramping	1.009559e+02	6.154898e+00	1.230087e-01	4.455691e-05
5	Ramping	1.010443e+02	6.243329e+00	1.248131e-01	4.474642e-05
5	Ramping	1.011318e+02	6.330752e+00	1.265678e-01	4.510174e-05
5	Ramping	1.012198e+02	6.418790e+00	1.283607e-01	4.511358e-05
5	Ramping	1.013081e+02	6.507139e+00	1.301613e-01	4.531493e-05
5	Ramping	1.013963e+02	6.595264e+00	1.318169e-01	4.507805e-05
5	Ramping	1.014837e+02	6.682715e+00	1.335831e-01	4.505436e-05
5	Ramping	1.015723e+02	6.771305e+00	1.353912e-01	4.453323e-05
5	Ramping	1.016605e+02	6.859489e+00	1.371613e-01	4.482933e-05
5	Ramping	1.017487e+02	6.947664e+00	1.388931e-01	4.539783e-05
5	Ramping	1.018360e+02	7.035032e+00	1.406288e-01	4.526755e-05
5	Ramping	1.019240e+02	7.123001e+00	1.423111e-01	4.446216e-05
5	Ramping	1.020127e+02	7.211662e+00	1.440086e-01	4.493592e-05
5	Ramping	1.020999e+02	7.298872e+00	1.458397e-01	4.454507e-05
5	Ramping	1.021878e+02	7.386833e+00	1.476326e-01	4.468720e-05
5	Ramping	1.022766e+02	7.475588e+00	1.494293e-01	4.494776e-05
5	Ramping	1.023642e+02	7.563161e+00	1.511192e-01	4.435557e-05
5	Ramping	1.024521e+02	7.651113e+00	1.529808e-01	4.535046e-05
5	Ramping	1.025398e+02	7.738772e+00	1.547356e-01	4.507805e-05
5	Ramping	1.026282e+02	7.827228e+00	1.563377e-01	4.499514e-05
5	Ramping	1.027167e+02	7.915667e+00	1.582298e-01	4.484117e-05
5	Ramping	1.028039e+02	8.002880e+00	1.599388e-01	4.493592e-05
5	Ramping	1.028927e+02	8.091667e+00	1.617050e-01	4.479379e-05
5	Ramping	1.029803e+02	8.179289e+00	1.635017e-01	4.533862e-05
5	Ramping	1.030685e+02	8.267489e+00	1.652260e-01	4.493592e-05
5	Ramping	1.031564e+02	8.355425e+00	1.669464e-01	4.522018e-05
5	Ramping	1.032443e+02	8.443253e+00	1.687851e-01	4.488855e-05
5	Ramping	1.033321e+02	8.531125e+00	1.704750e-01	4.504252e-05
5	Ramping	1.034201e+02	8.619133e+00	1.722450e-01	4.520833e-05
5	Ramping	1.035077e+02	8.706733e+00	1.740341e-01	4.486486e-05
5	Ramping	1.035964e+02	8.795362e+00	1.757965e-01	4.516096e-05
5	Ramping	1.036846e+02	8.883581e+00	1.776085e-01	4.501883e-05
5	Ramping	1.037718e+02	8.970747e+00	1.793175e-01	4.484117e-05
5	Ramping	1.038602e+02	9.059236e+00	1.809692e-01	4.490039e-05
5	Ramping	1.039480e+02	9.147041e+00	1.828117e-01	4.535046e-05
5	Ramping	1.040364e+02	9.235347e+00	1.845932e-01	4.475826e-05
5	Ramping	1.041241e+02	9.323088e+00	1.863747e-01	4.550443e-05
5	Ramping	1.042119e+02	9.410879e+00	1.880836e-01	4.473457e-05
5	Ramping	1.042999e+02	9.498878e+00	1.897697e-01	4.478195e-05
5	Ramping	1.043877e+02	9.586709e+00	1.915474e-01	4.525571e-05
5	Ramping	1.044758e+02	9.674774e+00	1.934586e-01	4.525571e-05
5	Ramping	1.045637e+02	9.762679e+00	1.952209e-01	4.517280e-05
5	Ramping	1.046518e+02	9.850762e+00	1.970444e-01	4.564656e-05
5	Ramping	1.047403e+02	9.939251e+00	1.986542e-01	4.480564e-05
5	Ramping	1.048278e+02	1.002683e+01	2.005424e-01	4.475826e-05
5	Ramping	1.049161e+02	1.011513e+01	2.021599e-01	4.506620e-05
5	Ramping	1.050041e+02	1.020305e+01	2.040291e-01	4.608478e-05
5	Ramping	1.050919e+02	1.029091e+01	2.056847e-01	4.504252e-05
5	Ramping	1.051803e+02	1.037930e+01	2.074814e-01	4.495961e-05
5	Ramping	1.052678e+02	1.046682e+01	2.091484e-01	4.526755e-05
5	Ramping	1.053566e+02	1.055555e+01	2.108498e-01	4.486486e-05
5	Ramping	1.054444e+02	1.064342e+01	2.127838e-01	4.520833e-05
5	Ramping	1.055326e+02	1.073159e+01	2.144814e-01	4.508989e-05
5	Ramping	1.056203e+02	1.081932e+01	2.162399e-01	4.546890e-05
5	Ramping	1.057079e+02	1.090690e+01	2.179375e-01	4.478195e-05
5	Ramping	1.057965e+02	1.099547e+01	2.196579e-01	4.538599e-05
5	Ramping	1.058847e+02	1.108365e+01	2.215843e-01	4.514911e-05
5	Ramping	1.059720e+02	1.117098e+01	2.232628e-01	4.539783e-05
5	Ramping	1.060598e+02	1.125880e+01	2.250633e-01	4.485301e-05
5	Ramping	1.061483e+02	1.134734e+01	2.268448e-01	4.527940e-05
5	Ramping	1.062364e+02	1.143540e+01	2.285385e-01	4.549259e-05
5	Ramping	1.063241e+02	1.152307e+01	2.303429e-01	4.532677e-05
5	Ramping	1.064120e+02	1.161095e+01	2.320480e-01	4.546890e-05
5	Ramping	1.065005e+02	1.169955e+01	2.337570e-01	4.530308e-05
5	Ramping	1.065877e+02	1.178672e+01	2.356644e-01	4.530308e-05
5	Ramping	1.066757e+02	1.187472e+01	2.372780e-01	4.556365e-05
5	Ramping	1.067639e+02	1.196292e+01	2.390289e-01	4.495961e-05
5	Ramping	1.068527e+02	1.205166e+01	2.409897e-01	4.593081e-05
5	Ramping	1.069403e+02	1.213926e+01	2.428017e-01	4.569393e-05
5	Ramping	1.070279e+02	1.222694e+01	2.442894e-01	4.524386e-05
5	Ramping	1.071162e+02	1.231519e+01	2.463226e-01	4.517280e-05
5	Ramping	1.072046e+02	1.240355e+01	2.479973e-01	4.544521e-05
5	Ramping	1.072921e+02	1.249105e+01	2.496872e-01	4.511358e-05
5	Ramping	1.073806e+02	1.257961e+01	2.514534e-01	4.506620e-05
5	Ramping	1.074687e+02	1.266765e+01	2.532349e-01	4.551627e-05
5	Ramping	1.075564e+02	1.275535e+01	2.550125e-01	4.532677e-05
5	Ramping	1.076441e+02	1.284315e+01	2.567711e-01	4.523202e-05
5	Ramping	1.077317e+02	1.293072e+01	2.584991e-01	4.497145e-05
5	Ramping	1.078206e+02	1.301962e+01	2.602119e-01	4.570578e-05
5	Ramping	1.079084e+02	1.310741e+01	2.620964e-01	4.539783e-05
5	Ramping	1.079959e+02	1.319485e+01	2.637901e-01	4.512542e-05
5	Ramping	1.080846e+02	1.328356e+01	2.655029e-01	4.478195e-05
5	Ramping	1.081726e+02	1.337158e+01	2.673264e-01	4.542152e-05
5	Ramping	1.082603e+02	1.345932e+01	2.690163e-01	4.517280e-05
5	Ramping	1.083482e+02	1.354719e+01	2.707825e-01	4.500698e-05
5	Ramping	1.084362e+02	1.363523e+01	2.726097e-01	4.575315e-05
5	Ramping	1.085239e+02	1.372290e+01	2.742577e-01	4.527940e-05
5	Ramping	1.086124e+02	1.381138e+01	2.760086e-01	4.495961e-05
5	Ramping	1.087005e+02	1.389948e+01	2.778511e-01	4.524386e-05
5	Ramping	1.087886e+02	1.398755e+01	2.796898e-01	4.557549e-05
5	Ramping	1.088760e+02	1.407495e+01	2.813416e-01	4.562287e-05
5	Ramping	1.089639e+02	1.416286e+01	2.830124e-01	4.531493e-05
5	Ramping	1.090519e+02	1.425092e+01	2.849007e-01	4.550443e-05
5	Ramping	1.091405e+02	1.433946e+01	2.866783e-01	4.532677e-05
5	Ramping	1.092287e+02	1.442771e+01	2.884750e-01	4.608478e-05
5	Ramping	1.093161e+02	1.451512e+01	2.901382e-01	4.507805e-05
5	Ramping	1.094039e+02	1.460292e+01	2.919388e-01	4.561103e-05
5	Ramping	1.094924e+02	1.469137e+01	2.937660e-01	4.545705e-05
5	Ramping	1.095800e+02	1.477895e+01	2.955666e-01	4.555181e-05
5	Ramping	1.096679e+02	1.486690e+01	2.971420e-01	4.498330e-05
5	Ramping	1.097558e+02	1.495485e+01	2.990150e-01	4.585975e-05
5	Ramping	1.098446e+02	1.504363e+01	3.006935e-01	4.580053e-05
5	Ramping	1.099319e+02	1.513091e+01	3.026047e-01	4.564656e-05
5	Ramping	1.100198e+02	1.521882e+01	3.042679e-01	4.546890e-05
5	Ramping	1.101086e+02	1.530764e+01	3.059616e-01	4.542152e-05
5	Ramping	1.101959e+02	1.539487e+01	3.077965e-01	4.568209e-05
5	Ramping	1.102842e+02	1.548315e+01	3.095207e-01	4.527940e-05
5	Ramping	1.103719e+02	1.557087e+01	3.112450e-01	4.516096e-05
5	Ramping	1.104605e+02	1.565949e+01	3.130035e-01	4.562287e-05
5	Ramping	1.105478e+02	1.574680e+01	3.148270e-01	4.576500e-05
5	Ramping	1.106364e+02	1.583540e+01	3.165474e-01	4.546890e-05
5	Ramping	1.107239e+02	1.592290e+01	3.183212e-01	4.486486e-05
5	Ramping	1.108126e+02	1.601156e+01	3.199730e-01	4.536230e-05
5	Ramping	1.109006e+02	1.609961e+01	3.219528e-01	4.576500e-05
5	Ramping	1.109879e+02	1.618693e+01	3.236389e-01	4.576500e-05
5	Ramping	1.110759e+02	1.627494e+01	3.252754e-01	4.486486e-05
5	Ramping	1.111639e+02	1.636293e+01	3.271255e-01	4.522018e-05
5	Ramping	1.112521e+02	1.645109e+01	3.288498e-01	4.525571e-05
5	Ramping	1.113406e+02	1.653959e+01	3.306770e-01	4.533862e-05
5	Ramping	1.114277e+02	1.662671e+01	3.323784e-01	4.549259e-05
5	Ramping	1.115162e+02	1.671517e+01	3.341904e-01	4.570578e-05
5	Ramping	1.116041e+02	1.680305e+01	3.358727e-01	4.571762e-05
5	Ramping	1.116927e+02	1.689168e+01	3.377876e-01	4.609663e-05
5	Ramping	1.117806e+02	1.697962e+01	3.394356e-01	4.546890e-05
5	Ramping	1.118686e+02	1.706764e+01	3.411255e-01	4.561103e-05
5	Ramping	1.119559e+02	1.715487e+01	3.430672e-01	4.516096e-05
5	Ramping	1.120440e+02	1.724295e+01	3.447914e-01	4.588344e-05
5	Ramping	1.121326e+02	1.733157e+01	3.465614e-01	4.535046e-05
5	Ramping	1.122205e+02	1.741945e+01	3.481750e-01	4.514911e-05
5	Ramping	1.123079e+02	1.750692e+01	3.500519e-01	4.572947e-05
5	Ramping	1.123960e+02	1.759499e+01	3.517723e-01	4.503067e-05
5	Ramping	1.124845e+02	1.768354e+01	3.534203e-01	4.587159e-05
5	Ramping	1.125725e+02	1.777147e+01	3.552437e-01	4.550443e-05
5	Ramping	1.126606e+02	1.785962e+01	3.570747e-01	4.523202e-05
5	Ramping	1.127478e+02	1.794675e+01	3.587341e-01	4.577684e-05
5	Ramping	1.128360e+02	1.803497e+01	3.604889e-01	4.558734e-05
5	Ramping	1.129244e+02	1.812342e+01	3.623161e-01	4.543337e-05
5	Ramping	1.130126e+02	1.821162e+01	3.640785e-01	4.533862e-05
5	Ramping	1.131001e+02	1.829907e+01	3.659248e-01	4.556365e-05
5	Ramping	1.131881e+02	1.838710e+01	3.675499e-01	4.552812e-05
5	Ramping	1.132766e+02	1.847561e+01	3.693237e-01	4.568209e-05
5	Ramping	1.133641e+02	1.856311e+01	3.712616e-01	4.539783e-05
5	Ramping	1.134522e+02	1.865123e+01	3.728333e-01	4.564656e-05
5	Ramping	1.135403e+02	1.873928e+01	3.746452e-01	4.514911e-05
5	Ramping	1.136279e+02	1.882691e+01	3.763733e-01	4.568209e-05
5	Ramping	1.137162e+02	1.891517e+01	3.781700e-01	4.583606e-05
5	Ramping	1.138040e+02	1.900295e+01	3.800354e-01	4.606110e-05
5	Ramping	1.138922e+02	1.909120e+01	3.817253e-01	4.591897e-05
5	Ramping	1.139802e+02	1.917923e+01	3.834076e-01	4.524386e-05
5	Ramping	1.140678e+02	1.926682e+01	3.851166e-01	4.565840e-05
5	Ramping	1.141566e+02	1.935558e+01	3.868828e-01	4.498330e-05
5	Ramping	1.142438e+02	1.944279e+01	3.886833e-01	4.525571e-05
5	Ramping	1.143326e+02	1.953157e+01	3.905411e-01	4.574131e-05
5	Ramping	1.144199e+02	1.961885e+01	3.922882e-01	4.558734e-05
5	Ramping	1.145083e+02	1.970729e+01	3.940353e-01	4.562287e-05
5	Ramping	1.145964e+02	1.979537e+01	3.958473e-01	4.590712e-05
5	Ramping	1.146844e+02	1.988342e+01	3.975410e-01	4.610847e-05
5	Ramping	1.147726e+02	1.997160e+01	3.992348e-01	4.593081e-05
5	Ramping	1.148602e+02	2.005915e+01	4.010506e-01	4.543337e-05
5	Ramping	1.149480e+02	2.014702e+01	4.028358e-01	4.514911e-05
5	Ramping	1.150363e+02	2.023528e+01	4.044647e-01	4.513727e-05
5	Ramping	1.151245e+02	2.032346e+01	4.062958e-01	4.576500e-05
5	Ramping	1.152121e+02	2.041109e+01	4.080162e-01	4.507805e-05
5	Ramping	1.153003e+02	2.049929e+01	4.098358e-01	4.610847e-05
5	Ramping	1.153885e+02	2.058749e+01	4.116745e-01	4.571762e-05
5	Ramping	1.154766e+02	2.067564e+01	4.135628e-01	4.571762e-05
5	Ramping	1.155638e+02	2.076284e+01	4.150162e-01	4.557549e-05
5	Ramping	1.156525e+02	2.085149e+01	4.168663e-01	4.568209e-05
5	Ramping	1.157405e+02	2.093945e+01	4.186821e-01	4.557549e-05
5	Ramping	1.158279e+02	2.102689e+01	4.205017e-01	4.593081e-05
5	Ramping	1.159160e+02	2.111503e+01	4.221878e-01	4.608478e-05
5	Ramping	1.160044e+02	2.120335e+01	4.238739e-01	4.536230e-05
5	Ramping	1.160919e+02	2.129093e+01	4.255943e-01	4.536230e-05
5	Ramping	1.161805e+02	2.137947e+01	4.272690e-01	4.561103e-05
5	Ramping	1.162680e+02	2.146695e+01	4.291840e-01	4.545705e-05
5	Ramping	1.163560e+02	2.155501e+01	4.310837e-01	4.597819e-05
