Segment number	Ramping/Holding	Elapsed time (s)	Segment time(s)	Potential (V)	Current (A)
3	Ramping	5.334798e+01	8.531900e+00	1.704025e-01	4.474642e-05
3	Ramping	5.343635e+01	8.620275e+00	1.721420e-01	4.477011e-05
3	Ramping	5.352399e+01	8.707917e+00	1.738586e-01	4.497145e-05
3	Ramping	5.361261e+01	8.796530e+00	1.758118e-01	4.495961e-05
3	Ramping	5.369987e+01	8.883788e+00	1.774330e-01	4.443848e-05
3	Ramping	5.378810e+01	8.972020e+00	1.792336e-01	4.540968e-05
3	Ramping	5.387622e+01	9.060141e+00	1.809196e-01	4.498330e-05
3	Ramping	5.396440e+01	9.148318e+00	1.827545e-01	4.526755e-05
3	Ramping	5.405227e+01	9.236189e+00	1.844673e-01	4.514911e-05
3	Ramping	5.414067e+01	9.324592e+00	1.862297e-01	4.520833e-05
3	Ramping	5.422827e+01	9.412186e+00	1.880379e-01	4.459245e-05
3	Ramping	5.431587e+01	9.499791e+00	1.897926e-01	4.543337e-05
3	Ramping	5.440469e+01	9.588608e+00	1.915817e-01	4.486486e-05
3	Ramping	5.449209e+01	9.676011e+00	1.932640e-01	4.469904e-05
3	Ramping	5.458049e+01	9.764415e+00	1.949806e-01	4.491223e-05
3	Ramping	5.466833e+01	9.852251e+00	1.967506e-01	4.437926e-05
3	Ramping	5.475587e+01	9.939796e+00	1.986618e-01	4.571762e-05
3	Holding	5.484434e+01	1.002826e+01	2.003403e-01	4.549259e-05
3	Holding	5.493209e+01	1.011601e+01	2.007713e-01	3.457247e-05
3	Holding	5.502002e+01	1.020394e+01	2.007942e-01	2.407874e-05
3	Holding	5.510850e+01	1.029242e+01	2.007103e-01	1.627358e-05
3	Holding	5.519664e+01	1.038056e+01	2.007408e-01	1.102671e-05
3	Holding	5.528442e+01	1.046834e+01	2.007713e-01	7.378777e-06
3	Holding	5.537177e+01	1.055569e+01	2.007599e-01	4.583606e-06
3	Holding	5.546067e+01	1.064459e+01	2.007446e-01	3.067581e-06
3	Holding	5.554855e+01	1.073247e+01	2.007217e-01	1.883187e-06
3	Holding	5.563647e+01	1.082040e+01	2.008362e-01	1.065955e-06
3	Holding	5.572385e+01	1.090777e+01	2.007141e-01	2.960986e-07
3	Holding	5.581231e+01	1.099630e+01	2.007790e-01	-6.395729e-07
3	Holding	5.590053e+01	1.108446e+01	2.007866e-01	-1.006735e-06
3	Holding	5.598821e+01	1.117213e+01	2.007751e-01	-9.830473e-07
3	Holding	5.607595e+01	1.125988e+01	2.007713e-01	-6.514169e-07
3	Holding	5.616400e+01	1.134793e+01	2.007637e-01	-1.042267e-06
3	Holding	5.625184e+01	1.143576e+01	2.008400e-01	-1.741060e-06
3	Holding	5.633977e+01	1.152369e+01	2.006950e-01	-1.539713e-06
3	Holding	5.642821e+01	1.161213e+01	2.007408e-01	-1.350210e-06
3	Holding	5.651608e+01	1.170000e+01	2.006912e-01	-1.966095e-06
3	Holding	5.660456e+01	1.178849e+01	2.008324e-01	-1.705528e-06
3	Holding	5.669166e+01	1.187558e+01	2.008247e-01	-2.214817e-06
3	Holding	5.678036e+01	1.196428e+01	2.007294e-01	-1.681840e-06
3	Holding	5.686792e+01	1.205184e+01	2.007256e-01	-2.191130e-06
3	Holding	5.695626e+01	1.214018e+01	2.007370e-01	-2.155598e-06
3	Holding	5.704409e+01	1.222801e+01	2.007790e-01	-1.835811e-06
3	Holding	5.713184e+01	1.231576e+01	2.006912e-01	-1.729216e-06
3	Holding	5.722017e+01	1.240409e+01	2.007942e-01	-1.693684e-06
3	Holding	5.730786e+01	1.249178e+01	2.006569e-01	-2.570136e-06
3	Holding	5.739644e+01	1.258036e+01	2.007294e-01	-1.906875e-06
3	Holding	5.748401e+01	1.266793e+01	2.006531e-01	-1.847655e-06
3	Holding	5.757173e+01	1.275566e+01	2.006760e-01	-2.629355e-06
3	Holding	5.766046e+01	1.284438e+01	2.007637e-01	-2.167442e-06
3	Holding	5.774853e+01	1.293245e+01	2.007599e-01	-2.558292e-06
3	Holding	5.783584e+01	1.301976e+01	2.008018e-01	-1.551557e-06
3	Holding	5.792375e+01	1.310767e+01	2.007751e-01	-1.859499e-06
3	Holding	5.801189e+01	1.319581e+01	2.007484e-01	-2.404320e-06
3	Holding	5.810023e+01	1.328415e+01	2.006798e-01	-1.989782e-06
3	Holding	5.818869e+01	1.337261e+01	2.007675e-01	-2.060846e-06
3	Holding	5.827632e+01	1.346025e+01	2.006607e-01	-2.688575e-06
3	Holding	5.836396e+01	1.354788e+01	2.007065e-01	-2.570136e-06
3	Holding	5.845232e+01	1.363625e+01	2.007179e-01	-2.297725e-06
3	Holding	5.854021e+01	1.372414e+01	2.006645e-01	-2.487228e-06
3	Holding	5.862810e+01	1.381202e+01	2.007828e-01	-2.285881e-06
3	Holding	5.871600e+01	1.389992e+01	2.007103e-01	-2.475384e-06
3	Holding	5.880400e+01	1.398792e+01	2.007637e-01	-2.380633e-06
3	Holding	5.889173e+01	1.407565e+01	2.007751e-01	-2.368789e-06
3	Holding	5.898010e+01	1.416403e+01	2.007637e-01	-2.191130e-06
3	Holding	5.906834e+01	1.425226e+01	2.007446e-01	-2.451696e-06
3	Holding	5.915578e+01	1.433970e+01	2.007103e-01	-2.356945e-06
3	Holding	5.924447e+01	1.442839e+01	2.007599e-01	-2.084534e-06
3	Holding	5.933177e+01	1.451569e+01	2.006912e-01	-2.688575e-06
3	Holding	5.942010e+01	1.460402e+01	2.007103e-01	-2.558292e-06
3	Holding	5.950797e+01	1.469189e+01	2.007751e-01	-2.522760e-06
3	Holding	5.959655e+01	1.478047e+01	2.007599e-01	-2.558292e-06
3	Holding	5.968469e+01	1.486861e+01	2.007408e-01	-2.202973e-06
3	Holding	5.977222e+01	1.495614e+01	2.007027e-01	-2.641199e-06
3	Holding	5.985979e+01	1.504371e+01	2.007637e-01	-2.404320e-06
3	Holding	5.994828e+01	1.513220e+01	2.007599e-01	-2.238505e-06
3	Holding	6.003606e+01	1.521998e+01	2.007103e-01	-2.617511e-06
3	Holding	6.012407e+01	1.530799e+01	2.007523e-01	-2.830702e-06
3	Holding	6.021205e+01	1.539597e+01	2.007637e-01	-2.297725e-06
3	Holding	6.030068e+01	1.548461e+01	2.007790e-01	-2.428008e-06
3	Holding	6.038776e+01	1.557168e+01	2.007332e-01	-2.807015e-06
3	Holding	6.047604e+01	1.565996e+01	2.007408e-01	-2.605668e-06
3	Holding	6.056420e+01	1.574812e+01	2.008057e-01	-2.475384e-06
3	Holding	6.065243e+01	1.583635e+01	2.007637e-01	-2.049002e-06
3	Holding	6.073983e+01	1.592375e+01	2.006683e-01	-2.830702e-06
3	Holding	6.082807e+01	1.601199e+01	2.007332e-01	-2.913610e-06
3	Holding	6.091642e+01	1.610034e+01	2.006340e-01	-2.499072e-06
3	Holding	6.100391e+01	1.618783e+01	2.008553e-01	-2.866234e-06
3	Holding	6.109196e+01	1.627588e+01	2.008057e-01	-2.309569e-06
3	Holding	6.118042e+01	1.636435e+01	2.007065e-01	-2.653043e-06
3	Holding	6.126773e+01	1.645165e+01	2.007561e-01	-2.333257e-06
3	Holding	6.135598e+01	1.653990e+01	2.007942e-01	-2.510916e-06
3	Holding	6.144442e+01	1.662835e+01	2.008095e-01	-2.439852e-06
3	Holding	6.153251e+01	1.671645e+01	2.007065e-01	-2.937298e-06
3	Holding	6.162049e+01	1.680441e+01	2.007523e-01	-2.143754e-06
3	Holding	6.170851e+01	1.689245e+01	2.006950e-01	-2.949142e-06
3	Holding	6.179661e+01	1.698053e+01	2.007217e-01	-2.724107e-06
3	Holding	6.188427e+01	1.706819e+01	2.006836e-01	-2.795171e-06
3	Holding	6.197174e+01	1.715566e+01	2.007790e-01	-2.499072e-06
3	Holding	6.206022e+01	1.724414e+01	2.006989e-01	-2.878078e-06
3	Holding	6.214848e+01	1.733240e+01	2.007256e-01	-2.522760e-06
3	Holding	6.223668e+01	1.742061e+01	2.006645e-01	-2.629355e-06
3	Holding	6.232404e+01	1.750796e+01	2.007637e-01	-3.067581e-06
3	Holding	6.241173e+01	1.759565e+01	2.007790e-01	-2.759639e-06
3	Holding	6.249977e+01	1.768369e+01	2.007256e-01	-2.297725e-06
3	Holding	6.258823e+01	1.777215e+01	2.006989e-01	-2.854390e-06
3	Holding	6.267591e+01	1.785983e+01	2.007256e-01	-2.439852e-06
3	Holding	6.276394e+01	1.794786e+01	2.008324e-01	-2.676731e-06
3	Holding	6.285244e+01	1.803636e+01	2.008057e-01	-2.404320e-06
3	Holding	6.293979e+01	1.812371e+01	2.006874e-01	-2.451696e-06
3	Holding	6.302794e+01	1.821186e+01	2.007828e-01	-2.795171e-06
3	Holding	6.311642e+01	1.830034e+01	2.007027e-01	-2.581980e-06
3	Holding	6.320385e+01	1.838777e+01	2.008018e-01	-2.664887e-06
3	Holding	6.329186e+01	1.847578e+01	2.007065e-01	-2.818859e-06
3	Holding	6.338070e+01	1.856462e+01	2.007751e-01	-2.842546e-06
3	Holding	6.346793e+01	1.865185e+01	2.008209e-01	-2.499072e-06
3	Holding	6.355662e+01	1.874054e+01	2.007408e-01	-2.629355e-06
3	Holding	6.364392e+01	1.882784e+01	2.006912e-01	-2.451696e-06
3	Holding	6.373259e+01	1.891651e+01	2.007408e-01	-2.534604e-06
3	Holding	6.382005e+01	1.900397e+01	2.007637e-01	-2.700419e-06
3	Holding	6.390791e+01	1.909183e+01	2.008400e-01	-2.463540e-06
3	Holding	6.399573e+01	1.917966e+01	2.007828e-01	-2.593824e-06
3	Holding	6.408411e+01	1.926803e+01	2.007065e-01	-2.593824e-06
3	Holding	6.417191e+01	1.935583e+01	2.007103e-01	-2.795171e-06
3	Holding	6.426064e+01	1.944456e+01	2.008476e-01	-2.131910e-06
3	Holding	6.434824e+01	1.953217e+01	2.008476e-01	-2.854390e-06
3	Holding	6.443609e+01	1.962001e+01	2.008095e-01	-2.380633e-06
3	Holding	6.452384e+01	1.970777e+01	2.007332e-01	-2.830702e-06
3	Holding	6.461178e+01	1.979571e+01	2.008286e-01	-2.676731e-06
3	Holding	6.470048e+01	1.988440e+01	2.007790e-01	-2.250349e-06
4	Holding	6.487623e+01	8.357335e-02	2.007256e-01	-2.842546e-06
4	Holding	6.496377e+01	1.711135e-01	7.820129e-04	-1.578123e-03
4	Holding	6.505175e+01	2.590915e-01	7.858276e-04	-1.090496e-03
4	Holding	6.514009e+01	3.474282e-01	9.651184e-04	-7.584151e-04
4	Holding	6.522810e+01	4.354450e-01	8.316040e-04	-5.297796e-04
4	Holding	6.531640e+01	5.237374e-01	7.591248e-04	-3.730013e-04
4	Holding	6.540415e+01	6.114893e-01	9.040833e-04	-2.643094e-04
4	Holding	6.549244e+01	6.997775e-01	8.773804e-04	-1.890767e-04
4	Holding	6.558025e+01	7.875923e-01	8.811951e-04	-1.362172e-04
4	Holding	6.566804e+01	8.753794e-01	7.972717e-04	-9.969047e-05
4	Holding	6.575626e+01	9.636042e-01	8.316040e-04	-7.342060e-05
4	Holding	6.584389e+01	1.051229e+00	8.621216e-04	-5.567838e-05
4	Holding	6.593265e+01	1.139995e+00	8.964539e-04	-4.222366e-05
4	Holding	6.602028e+01	1.227624e+00	8.659363e-04	-3.264191e-05
4	Holding	6.610831e+01	1.315655e+00	9.002686e-04	-2.625802e-05
4	Holding	6.619583e+01	1.403171e+00	9.307861e-04	-2.143754e-05
4	Holding	6.628414e+01	1.491478e+00	7.438660e-04	-1.763563e-05
4	Holding	6.637199e+01	1.579334e+00	8.850098e-04	-1.545635e-05
4	Holding	6.645972e+01	1.667058e+00	8.468628e-04	-1.289805e-05
4	Holding	6.654848e+01	1.755821e+00	8.811951e-04	-1.150047e-05
4	Holding	6.663655e+01	1.843894e+00	8.468628e-04	-1.004366e-05
4	Holding	6.672426e+01	1.931605e+00	7.972717e-04	-9.569906e-06
4	Holding	6.681244e+01	2.019784e+00	8.392334e-04	-8.740830e-06
4	Holding	6.690028e+01	2.107623e+00	9.384155e-04	-8.397356e-06
4	Holding	6.698829e+01	2.195632e+00	8.926392e-04	-7.888066e-06
4	Holding	6.707647e+01	2.283815e+00	8.277893e-04	-7.307713e-06
4	Holding	6.716468e+01	2.372016e+00	7.743835e-04	-7.224805e-06
4	Holding	6.725210e+01	2.459437e+00	8.125305e-04	-7.082678e-06
4	Holding	6.734020e+01	2.547544e+00	9.040833e-04	-6.431261e-06
4	Holding	6.742840e+01	2.635743e+00	9.002686e-04	-6.549701e-06
4	Holding	6.751598e+01	2.723318e+00	9.727478e-04	-6.087787e-06
4	Holding	6.760399e+01	2.811325e+00	8.201599e-04	-5.827220e-06
4	Holding	6.769208e+01	2.899426e+00	8.506775e-04	-5.874596e-06
4	Holding	6.778049e+01	2.987831e+00	7.705688e-04	-5.921972e-06
4	Holding	6.786829e+01	3.075633e+00	8.049011e-04	-5.448214e-06
4	Holding	6.795587e+01	3.163210e+00	9.269714e-04	-5.294243e-06
4	Holding	6.804469e+01	3.252029e+00	8.926392e-04	-5.104740e-06
4	Holding	6.813210e+01	3.339439e+00	7.438660e-04	-5.412682e-06
4	Holding	6.822041e+01	3.427754e+00	7.629395e-04	-5.542965e-06
4	Holding	6.830817e+01	3.515511e+00	9.117126e-04	-5.211335e-06
4	Holding	6.839659e+01	3.603930e+00	7.896423e-04	-5.175803e-06
4	Holding	6.848404e+01	3.691380e+00	8.850098e-04	-4.832329e-06
4	Holding	6.857204e+01	3.779383e+00	7.629395e-04	-4.773109e-06
4	Holding	6.866018e+01	3.867516e+00	9.689331e-04	-4.867861e-06
4	Holding	6.874844e+01	3.955783e+00	8.010864e-04	-4.737577e-06
4	Holding	6.883602e+01	4.043360e+00	8.811951e-04	-4.512542e-06
4	Holding	6.892423e+01	4.131572e+00	9.651184e-04	-4.429635e-06
4	Holding	6.901179e+01	4.219130e+00	9.002686e-04	-4.832329e-06
4	Holding	6.910034e+01	4.307676e+00	8.544922e-04	-4.275664e-06
4	Holding	6.918865e+01	4.395990e+00	7.820129e-04	-4.702045e-06
4	Holding	6.927637e+01	4.483713e+00	8.583069e-04	-4.583606e-06
4	Holding	6.936419e+01	4.571534e+00	8.125305e-04	-4.417791e-06
4	Holding	6.945179e+01	4.659127e+00	8.125305e-04	-4.275664e-06
4	Holding	6.954047e+01	4.747808e+00	8.506775e-04	-4.488855e-06
4	Holding	6.962773e+01	4.835075e+00	8.010864e-04	-4.784953e-06
4	Holding	6.971656e+01	4.923900e+00	7.667542e-04	-4.571762e-06
4	Holding	6.980373e+01	5.011066e+00	7.781982e-04	-4.630982e-06
4	Holding	6.989251e+01	5.099870e+00	9.040833e-04	-3.944033e-06
4	Holding	6.998008e+01	5.187418e+00	8.773804e-04	-4.251976e-06
4	Holding	7.006784e+01	5.275184e+00	9.155273e-04	-4.133536e-06
4	Holding	7.015637e+01	5.363707e+00	8.621216e-04	-3.932189e-06
4	Holding	7.024416e+01	5.451502e+00	8.888245e-04	-4.121692e-06
4	Holding	7.033247e+01	5.539809e+00	9.307861e-04	-3.813750e-06
4	Holding	7.042000e+01	5.627336e+00	7.896423e-04	-4.133536e-06
4	Holding	7.050828e+01	5.715616e+00	8.621216e-04	-4.180912e-06
4	Holding	7.059579e+01	5.803133e+00	6.599426e-04	-4.062473e-06
4	Holding	7.068456e+01	5.891903e+00	9.307861e-04	-3.991409e-06
4	Holding	7.077175e+01	5.979091e+00	8.354187e-04	-4.109848e-06
4	Holding	7.086068e+01	6.068025e+00	9.117126e-04	-3.778218e-06
4	Holding	7.094865e+01	6.155991e+00	9.841919e-04	-3.565027e-06
4	Holding	7.103629e+01	6.243631e+00	7.781982e-04	-3.920345e-06
4	Holding	7.112401e+01	6.331349e+00	8.583069e-04	-3.730842e-06
4	Holding	7.121227e+01	6.419607e+00	8.125305e-04	-4.062473e-06
4	Holding	7.130064e+01	6.507982e+00	8.735657e-04	-3.612403e-06
4	Holding	7.138804e+01	6.595379e+00	9.002686e-04	-3.932189e-06
4	Holding	7.147656e+01	6.683904e+00	8.316040e-04	-3.861126e-06
4	Holding	7.156395e+01	6.771289e+00	8.621216e-04	-3.991409e-06
4	Holding	7.165234e+01	6.859682e+00	7.820129e-04	-4.074317e-06
4	Holding	7.174005e+01	6.947390e+00	8.659363e-04	-3.778218e-06
4	Holding	7.182827e+01	7.035608e+00	8.239746e-04	-4.240132e-06
4	Holding	7.191627e+01	7.123614e+00	8.583069e-04	-3.612403e-06
4	Holding	7.200384e+01	7.211178e+00	8.773804e-04	-3.932189e-06
4	Holding	7.209244e+01	7.299782e+00	8.277893e-04	-3.849282e-06
4	Holding	7.218031e+01	7.387654e+00	8.850098e-04	-3.718998e-06
4	Holding	7.226862e+01	7.475964e+00	8.544922e-04	-3.553183e-06
4	Holding	7.235607e+01	7.563414e+00	7.209778e-04	-3.730842e-06
4	Holding	7.244379e+01	7.651132e+00	8.926392e-04	-3.920345e-06
4	Holding	7.253229e+01	7.739627e+00	8.583069e-04	-3.517651e-06
4	Holding	7.261970e+01	7.827043e+00	8.659363e-04	-3.920345e-06
4	Holding	7.270786e+01	7.915204e+00	8.239746e-04	-3.671622e-06
4	Holding	7.279620e+01	8.003538e+00	8.735657e-04	-3.529495e-06
4	Holding	7.288447e+01	8.091809e+00	8.811951e-04	-3.671622e-06
4	Holding	7.297201e+01	8.179354e+00	8.621216e-04	-3.553183e-06
4	Holding	7.306006e+01	8.267396e+00	9.193420e-04	-3.387368e-06
4	Holding	7.314822e+01	8.355565e+00	9.689331e-04	-3.861126e-06
4	Holding	7.323629e+01	8.443633e+00	9.078979e-04	-3.351836e-06
4	Holding	7.332451e+01	8.531849e+00	8.125305e-04	-3.565027e-06
4	Holding	7.341250e+01	8.619839e+00	9.040833e-04	-3.813750e-06
4	Holding	7.350064e+01	8.707984e+00	8.697510e-04	-3.233397e-06
4	Holding	7.358854e+01	8.795878e+00	8.125305e-04	-3.446588e-06
4	Holding	7.367614e+01	8.883484e+00	7.781982e-04	-3.955877e-06
4	Holding	7.376423e+01	8.971575e+00	9.155273e-04	-3.790062e-06
4	Holding	7.385200e+01	9.059337e+00	8.697510e-04	-3.197865e-06
4	Holding	7.393993e+01	9.147271e+00	7.972717e-04	-3.837438e-06
4	Holding	7.402803e+01	9.235369e+00	8.850098e-04	-3.742686e-06
4	Holding	7.411590e+01	9.323242e+00	8.125305e-04	-3.292616e-06
4	Holding	7.420446e+01	9.411802e+00	8.468628e-04	-3.541339e-06
4	Holding	7.429234e+01	9.499680e+00	8.697510e-04	-3.636091e-06
4	Holding	7.438012e+01	9.587456e+00	8.659363e-04	-3.257084e-06
4	Holding	7.446797e+01	9.675309e+00	8.583069e-04	-3.790062e-06
4	Holding	7.455631e+01	9.763647e+00	8.392334e-04	-3.671622e-06
4	Holding	7.464404e+01	9.851376e+00	8.354187e-04	-3.399212e-06
4	Holding	7.473221e+01	9.939548e+00	8.964539e-04	-3.257084e-06
4	Holding	7.482010e+01	1.002744e+01	9.346008e-04	-3.778218e-06
4	Holding	7.490829e+01	1.011563e+01	8.621216e-04	-3.565027e-06
4	Holding	7.499613e+01	1.020347e+01	7.896423e-04	-3.505807e-06
4	Holding	7.508443e+01	1.029177e+01	8.087158e-04	-3.292616e-06
4	Holding	7.517256e+01	1.037990e+01	9.613037e-04	-3.565027e-06
4	Holding	7.525974e+01	1.046708e+01	8.850098e-04	-3.316304e-06
4	Holding	7.534795e+01	1.055529e+01	7.934570e-04	-3.565027e-06
4	Holding	7.543608e+01	1.064342e+01	8.125305e-04	-3.493963e-06
4	Holding	7.552392e+01	1.073126e+01	8.621216e-04	-3.162333e-06
4	Holding	7.561206e+01	1.081940e+01	8.201599e-04	-3.553183e-06
4	Holding	7.570035e+01	1.090769e+01	8.430481e-04	-3.221553e-06
4	Holding	7.578828e+01	1.099562e+01	9.117126e-04	-3.292616e-06
4	Holding	7.587669e+01	1.108403e+01	7.629395e-04	-3.387368e-06
4	Holding	7.596429e+01	1.117163e+01	8.277893e-04	-3.470275e-06
4	Holding	7.605220e+01	1.125954e+01	8.354187e-04	-3.553183e-06
4	Holding	7.613982e+01	1.134716e+01	8.506775e-04	-3.529495e-06
4	Holding	7.622832e+01	1.143566e+01	8.697510e-04	-3.280772e-06
4	Holding	7.631637e+01	1.152371e+01	8.888245e-04	-3.150489e-06
4	Holding	7.640411e+01	1.161145e+01	9.155273e-04	-3.624247e-06
4	Holding	7.649194e+01	1.169928e+01	7.896423e-04	-2.783327e-06
4	Holding	7.658040e+01	1.178774e+01	9.613037e-04	-3.091269e-06
4	Holding	7.666822e+01	1.187556e+01	1.014709e-03	-2.901766e-06
4	Holding	7.675583e+01	1.196317e+01	8.697510e-04	-3.328148e-06
4	Holding	7.684414e+01	1.205148e+01	8.659363e-04	-3.138645e-06
4	Holding	7.693201e+01	1.213935e+01	7.972717e-04	-3.908501e-06
4	Holding	7.702046e+01	1.222780e+01	7.934570e-04	-3.328148e-06
4	Holding	7.710838e+01	1.231572e+01	9.117126e-04	-3.339992e-06
4	Holding	7.719619e+01	1.240353e+01	8.773804e-04	-3.541339e-06
4	Holding	7.728373e+01	1.249107e+01	8.125305e-04	-3.209709e-06
4	Holding	7.737176e+01	1.257910e+01	9.269714e-04	-3.517651e-06
4	Holding	7.746050e+01	1.266784e+01	9.460449e-04	-3.292616e-06
4	Holding	7.754803e+01	1.275537e+01	8.239746e-04	-2.960986e-06
4	Holding	7.763662e+01	1.284396e+01	8.735657e-04	-3.174177e-06
4	Holding	7.772430e+01	1.293164e+01	8.659363e-04	-3.612403e-06
4	Holding	7.781196e+01	1.301930e+01	8.850098e-04	-3.399212e-06
4	Holding	7.789989e+01	1.310723e+01	9.269714e-04	-3.245240e-06
4	Holding	7.798806e+01	1.319540e+01	8.850098e-04	-3.197865e-06
4	Holding	7.807621e+01	1.328355e+01	8.277893e-04	-3.458431e-06
4	Holding	7.816394e+01	1.337128e+01	8.239746e-04	-2.925454e-06
4	Holding	7.825213e+01	1.345947e+01	8.964539e-04	-3.647935e-06
4	Holding	7.834059e+01	1.354793e+01	9.155273e-04	-3.328148e-06
4	Holding	7.842835e+01	1.363569e+01	8.125305e-04	-3.612403e-06
4	Holding	7.851655e+01	1.372389e+01	8.926392e-04	-3.565027e-06
4	Holding	7.860432e+01	1.381166e+01	7.209778e-04	-3.209709e-06
4	Holding	7.869173e+01	1.389907e+01	7.400513e-04	-3.458431e-06
4	Holding	7.878001e+01	1.398735e+01	8.506775e-04	-2.949142e-06
4	Holding	7.886786e+01	1.407520e+01	8.697510e-04	-2.984674e-06
4	Holding	7.895643e+01	1.416377e+01	8.087158e-04	-3.624247e-06
4	Holding	7.904451e+01	1.425185e+01	8.850098e-04	-3.553183e-06
4	Holding	7.913249e+01	1.433983e+01	8.583069e-04	-3.245240e-06
4	Holding	7.921986e+01	1.442720e+01	9.460449e-04	-3.576871e-06
4	Holding	7.930854e+01	1.451588e+01	8.697510e-04	-2.901766e-06
4	Holding	7.939617e+01	1.460351e+01	8.125305e-04	-3.565027e-06
4	Holding	7.948406e+01	1.469140e+01	9.384155e-04	-3.422900e-06
4	Holding	7.957243e+01	1.477977e+01	7.781982e-04	-3.280772e-06
4	Holding	7.966036e+01	1.486770e+01	8.888245e-04	-3.067581e-06
4	Holding	7.974822e+01	1.495556e+01	7.934570e-04	-3.411056e-06
4	Holding	7.983662e+01	1.504396e+01	8.811951e-04	-3.245240e-06
4	Holding	7.992395e+01	1.513129e+01	8.468628e-04	-3.351836e-06
4	Holding	8.001200e+01	1.521934e+01	8.316040e-04	-3.138645e-06
4	Holding	8.010031e+01	1.530765e+01	8.468628e-04	-3.292616e-06
4	Holding	8.018815e+01	1.539549e+01	7.972717e-04	-3.032049e-06
4	Holding	8.027620e+01	1.548354e+01	8.277893e-04	-3.422900e-06
4	Holding	8.036412e+01	1.557146e+01	8.506775e-04	-2.925454e-06
4	Holding	8.045225e+01	1.565959e+01	9.613037e-04	-3.446588e-06
4	Holding	8.054029e+01	1.574763e+01	7.553101e-04	-3.896657e-06
4	Holding	8.062816e+01	1.583550e+01	9.193420e-04	-3.091269e-06
4	Holding	8.071572e+01	1.592306e+01	8.201599e-04	-3.446588e-06
4	Holding	8.080421e+01	1.601155e+01	7.286072e-04	-3.718998e-06
4	Holding	8.089228e+01	1.609962e+01	8.354187e-04	-3.588715e-06
4	Holding	8.097978e+01	1.618712e+01	9.841919e-04	-3.624247e-06
4	Holding	8.106783e+01	1.627517e+01	1.007080e-03	-3.517651e-06
4	Holding	8.115593e+01	1.636327e+01	9.193420e-04	-3.186021e-06
4	Holding	8.124409e+01	1.645143e+01	8.201599e-04	-2.972830e-06
4	Holding	8.133239e+01	1.653973e+01	8.583069e-04	-3.197865e-06
4	Holding	8.142058e+01	1.662792e+01	9.040833e-04	-3.707154e-06
4	Holding	8.150822e+01	1.671556e+01	9.384155e-04	-3.150489e-06
4	Holding	8.159566e+01	1.680300e+01	8.888245e-04	-3.032049e-06
4	Holding	8.168454e+01	1.689188e+01	9.078979e-04	-3.458431e-06
4	Holding	8.177168e+01	1.697903e+01	9.346008e-04	-3.186021e-06
4	Holding	8.186014e+01	1.706748e+01	8.468628e-04	-3.600559e-06
4	Holding	8.194802e+01	1.715536e+01	8.049011e-04	-3.339992e-06
4	Holding	8.203657e+01	1.724392e+01	8.125305e-04	-3.399212e-06
4	Holding	8.212431e+01	1.733165e+01	8.926392e-04	-3.280772e-06
4	Holding	8.221237e+01	1.741971e+01	9.040833e-04	-2.901766e-06
4	Holding	8.230045e+01	1.750779e+01	8.087158e-04	-3.209709e-06
4	Holding	8.238817e+01	1.759551e+01	8.506775e-04	-3.730842e-06
4	Holding	8.247575e+01	1.768310e+01	9.040833e-04	-3.505807e-06
4	Holding	8.256405e+01	1.777139e+01	8.087158e-04	-3.339992e-06
4	Holding	8.265179e+01	1.785914e+01	9.231567e-04	-3.043893e-06
4	Holding	8.274058e+01	1.794792e+01	8.583069e-04	-3.636091e-06
4	Holding	8.282804e+01	1.803538e+01	8.392334e-04	-3.422900e-06
4	Holding	8.291576e+01	1.812310e+01	8.392334e-04	-3.434744e-06
4	Holding	8.300468e+01	1.821202e+01	7.629395e-04	-3.221553e-06
4	Holding	8.309172e+01	1.829906e+01	8.049011e-04	-3.363680e-06
4	Holding	8.318013e+01	1.838747e+01	8.125305e-04	-3.091269e-06
4	Holding	8.326783e+01	1.847517e+01	7.362366e-04	-3.446588e-06
4	Holding	8.335641e+01	1.856376e+01	9.231567e-04	-3.411056e-06
4	Holding	8.344378e+01	1.865112e+01	8.316040e-04	-2.889922e-06
4	Holding	8.353186e+01	1.873920e+01	8.468628e-04	-3.493963e-06
4	Holding	8.362042e+01	1.882777e+01	8.125305e-04	-3.245240e-06
4	Holding	8.370778e+01	1.891512e+01	8.735657e-04	-2.984674e-06
4	Holding	8.379645e+01	1.900379e+01	8.163452e-04	-3.411056e-06
4	Holding	8.388466e+01	1.909200e+01	8.201599e-04	-3.339992e-06
4	Holding	8.397175e+01	1.917909e+01	9.117126e-04	-3.316304e-06
4	Holding	8.406062e+01	1.926796e+01	8.735657e-04	-3.221553e-06
4	Holding	8.414851e+01	1.935588e+01	8.773804e-04	-3.422900e-06
4	Holding	8.423579e+01	1.944313e+01	7.057190e-04	-3.245240e-06
4	Holding	8.432388e+01	1.953122e+01	7.362366e-04	-3.209709e-06
4	Holding	8.441212e+01	1.961946e+01	8.316040e-04	-3.091269e-06
4	Holding	8.449998e+01	1.970732e+01	7.476807e-04	-3.209709e-06
4	Holding	8.458869e+01	1.979603e+01	8.697510e-04	-3.257084e-06
4	Holding	8.467593e+01	1.988327e+01	8.926392e-04	-2.984674e-06
4	Holding	8.476397e+01	1.997131e+01	7.743835e-04	-3.339992e-06
4	Holding	8.485195e+01	2.005929e+01	9.498596e-04	-3.671622e-06
