Experiment stage	Elapsed time (s)	Potential (V)	Current (A)
Sweeping	5.474769e+00	4.991302e-01	-1.187825e-05
Sweeping	5.562631e+00	4.973831e-01	-2.196980e-05
Sweeping	5.651018e+00	4.955368e-01	-2.872717e-05
Sweeping	5.738450e+00	4.938736e-01	-3.370619e-05
Sweeping	5.826511e+00	4.920273e-01	-3.739727e-05
Sweeping	5.915251e+00	4.903488e-01	-3.979754e-05
Sweeping	6.003160e+00	4.885979e-01	-4.174638e-05
Sweeping	6.091237e+00	4.867935e-01	-4.307699e-05
Sweeping	6.179295e+00	4.850082e-01	-4.382181e-05
Sweeping	6.266721e+00	4.833260e-01	-4.452598e-05
Sweeping	6.355451e+00	4.816093e-01	-4.471040e-05
Sweeping	6.442586e+00	4.798393e-01	-4.526007e-05
Sweeping	6.531098e+00	4.779739e-01	-4.557323e-05
Sweeping	6.618970e+00	4.762878e-01	-4.593086e-05
Sweeping	6.707187e+00	4.745178e-01	-4.570246e-05
Sweeping	6.794748e+00	4.726105e-01	-4.601026e-05
Sweeping	6.883061e+00	4.709167e-01	-4.650712e-05
Sweeping	6.970535e+00	4.692497e-01	-4.618382e-05
Sweeping	7.059219e+00	4.673882e-01	-4.624069e-05
Sweeping	7.147109e+00	4.657860e-01	-4.629529e-05
Sweeping	7.235319e+00	4.640160e-01	-4.651380e-05
Sweeping	7.323080e+00	4.620857e-01	-4.662025e-05
Sweeping	7.410643e+00	4.603958e-01	-4.653513e-05
Sweeping	7.498387e+00	4.587097e-01	-4.660952e-05
Sweeping	7.587337e+00	4.568825e-01	-4.680407e-05
Sweeping	7.674822e+00	4.551735e-01	-4.668605e-05
Sweeping	7.762991e+00	4.533997e-01	-4.649293e-05
Sweeping	7.851244e+00	4.515648e-01	-4.671478e-05
Sweeping	7.938963e+00	4.499664e-01	-4.626417e-05
Sweeping	8.027042e+00	4.481163e-01	-4.724026e-05
Sweeping	8.114568e+00	4.463081e-01	-4.715824e-05
Sweeping	8.202527e+00	4.445763e-01	-4.704094e-05
Sweeping	8.290838e+00	4.428368e-01	-4.672253e-05
Sweeping	8.379354e+00	4.410896e-01	-4.699004e-05
Sweeping	8.467156e+00	4.392395e-01	-4.691148e-05
Sweeping	8.554923e+00	4.375381e-01	-4.670274e-05
Sweeping	8.643197e+00	4.357719e-01	-4.689527e-05
Sweeping	8.731405e+00	4.339638e-01	-4.719472e-05
Sweeping	8.818397e+00	4.322968e-01	-4.710042e-05
Sweeping	8.906663e+00	4.305534e-01	-4.685771e-05
Sweeping	8.994827e+00	4.287643e-01	-4.714549e-05
Sweeping	9.082706e+00	4.271545e-01	-4.696536e-05
Sweeping	9.170902e+00	4.252129e-01	-4.735899e-05
Sweeping	9.259021e+00	4.235611e-01	-4.712355e-05
Sweeping	9.346991e+00	4.216957e-01	-4.724920e-05
Sweeping	9.434621e+00	4.200020e-01	-4.723632e-05
Sweeping	9.523268e+00	4.181099e-01	-4.754710e-05
Sweeping	9.611077e+00	4.162788e-01	-4.722679e-05
Sweeping	9.699319e+00	4.146461e-01	-4.720616e-05
Sweeping	9.786565e+00	4.129753e-01	-4.742551e-05
Sweeping	9.875130e+00	4.110832e-01	-4.727137e-05
Sweeping	9.963234e+00	4.094200e-01	-4.722106e-05
Sweeping	1.005137e+01	4.076004e-01	-4.742157e-05
Sweeping	1.013892e+01	4.058647e-01	-4.710698e-05
Sweeping	1.022669e+01	4.041443e-01	-4.712248e-05
Sweeping	1.031470e+01	4.023743e-01	-4.746115e-05
Sweeping	1.040324e+01	4.006271e-01	-4.721272e-05
Sweeping	1.049074e+01	3.987617e-01	-4.731834e-05
Sweeping	1.057917e+01	3.970375e-01	-4.759669e-05
Sweeping	1.066714e+01	3.952560e-01	-4.700983e-05
Sweeping	1.075445e+01	3.935432e-01	-4.748785e-05
Sweeping	1.084308e+01	3.918381e-01	-4.763389e-05
Sweeping	1.093096e+01	3.901215e-01	-4.763448e-05
Sweeping	1.101908e+01	3.882713e-01	-4.735959e-05
Sweeping	1.110688e+01	3.864326e-01	-4.763758e-05
Sweeping	1.119489e+01	3.847389e-01	-4.717958e-05
Sweeping	1.128272e+01	3.829727e-01	-4.770839e-05
Sweeping	1.137109e+01	3.813248e-01	-4.738057e-05
Sweeping	1.145892e+01	3.794518e-01	-4.747140e-05
Sweeping	1.154697e+01	3.777351e-01	-4.718029e-05
Sweeping	1.163462e+01	3.759270e-01	-4.743123e-05
Sweeping	1.172281e+01	3.742485e-01	-4.735172e-05
Sweeping	1.181064e+01	3.723946e-01	-4.743731e-05
Sweeping	1.189853e+01	3.706970e-01	-4.761708e-05
Sweeping	1.198734e+01	3.691139e-01	-4.702401e-05
Sweeping	1.207507e+01	3.671417e-01	-4.747736e-05
Sweeping	1.216300e+01	3.653793e-01	-4.766417e-05
Sweeping	1.225044e+01	3.637314e-01	-4.778278e-05
Sweeping	1.233931e+01	3.619118e-01	-4.747009e-05
Sweeping	1.242701e+01	3.600311e-01	-4.776931e-05
Sweeping	1.251476e+01	3.583946e-01	-4.718149e-05
Sweeping	1.260338e+01	3.565941e-01	-4.759884e-05
Sweeping	1.269090e+01	3.547935e-01	-4.753864e-05
Sweeping	1.277866e+01	3.531113e-01	-4.747713e-05
Sweeping	1.286702e+01	3.513069e-01	-4.759967e-05
Sweeping	1.295506e+01	3.495712e-01	-4.765272e-05
Sweeping	1.304332e+01	3.478470e-01	-4.726994e-05
Sweeping	1.313116e+01	3.459129e-01	-4.767597e-05
Sweeping	1.321852e+01	3.442802e-01	-4.755986e-05
Sweeping	1.330699e+01	3.425674e-01	-4.769135e-05
Sweeping	1.339448e+01	3.407211e-01	-4.736936e-05
Sweeping	1.348281e+01	3.390465e-01	-4.785120e-05
Sweeping	1.357106e+01	3.372574e-01	-4.750907e-05
Sweeping	1.365941e+01	3.353691e-01	-4.767466e-05
Sweeping	1.374690e+01	3.336296e-01	-4.750454e-05
Sweeping	1.383506e+01	3.320122e-01	-4.783285e-05
Sweeping	1.392332e+01	3.301506e-01	-4.772007e-05
Sweeping	1.401096e+01	3.284607e-01	-4.786539e-05
Sweeping	1.409887e+01	3.267555e-01	-4.728603e-05
Sweeping	1.418676e+01	3.248940e-01	-4.791939e-05
Sweeping	1.427522e+01	3.231697e-01	-4.790127e-05
Sweeping	1.436253e+01	3.214722e-01	-4.711926e-05
Sweeping	1.445077e+01	3.197212e-01	-4.734361e-05
Sweeping	1.453873e+01	3.178215e-01	-4.788339e-05
Sweeping	1.462655e+01	3.160667e-01	-4.801071e-05
Sweeping	1.471480e+01	3.143005e-01	-4.789412e-05
Sweeping	1.480330e+01	3.126869e-01	-4.723847e-05
Sweeping	1.489133e+01	3.108902e-01	-4.785323e-05
Sweeping	1.497859e+01	3.090744e-01	-4.765749e-05
Sweeping	1.506734e+01	3.073997e-01	-4.761028e-05
Sweeping	1.515455e+01	3.056221e-01	-4.774570e-05
Sweeping	1.524295e+01	3.038826e-01	-4.776013e-05
Sweeping	1.533058e+01	3.021317e-01	-4.761648e-05
Sweeping	1.541928e+01	3.003616e-01	-4.786575e-05
Sweeping	1.550678e+01	2.985573e-01	-4.790950e-05
Sweeping	1.559446e+01	2.967491e-01	-4.786611e-05
Sweeping	1.568321e+01	2.950325e-01	-4.777169e-05
Sweeping	1.577131e+01	2.932587e-01	-4.788327e-05
Sweeping	1.585918e+01	2.915001e-01	-4.794741e-05
Sweeping	1.594688e+01	2.897491e-01	-4.778576e-05
Sweeping	1.603448e+01	2.878952e-01	-4.783928e-05
Sweeping	1.612339e+01	2.862968e-01	-4.760623e-05
Sweeping	1.621118e+01	2.845154e-01	-4.783630e-05
Sweeping	1.629941e+01	2.827377e-01	-4.777253e-05
Sweeping	1.638652e+01	2.808571e-01	-4.815495e-05
Sweeping	1.647523e+01	2.791710e-01	-4.769790e-05
Sweeping	1.656253e+01	2.774010e-01	-4.765713e-05
Sweeping	1.665099e+01	2.756310e-01	-4.779661e-05
Sweeping	1.673870e+01	2.738380e-01	-4.802895e-05
Sweeping	1.682717e+01	2.722054e-01	-4.757750e-05
Sweeping	1.691538e+01	2.703667e-01	-4.786766e-05
Sweeping	1.700317e+01	2.686806e-01	-4.751384e-05
Sweeping	1.709071e+01	2.668839e-01	-4.822946e-05
Sweeping	1.717849e+01	2.651024e-01	-4.758489e-05
Sweeping	1.726707e+01	2.634277e-01	-4.784131e-05
Sweeping	1.735463e+01	2.617645e-01	-4.801810e-05
Sweeping	1.744319e+01	2.599220e-01	-4.763877e-05
Sweeping	1.753081e+01	2.580528e-01	-4.784346e-05
Sweeping	1.761858e+01	2.563057e-01	-4.770768e-05
Sweeping	1.770721e+01	2.545433e-01	-4.808462e-05
Sweeping	1.779493e+01	2.528267e-01	-4.808617e-05
Sweeping	1.788331e+01	2.510681e-01	-4.813409e-05
Sweeping	1.797093e+01	2.492790e-01	-4.807532e-05
Sweeping	1.805866e+01	2.474518e-01	-4.790294e-05
Sweeping	1.814713e+01	2.458153e-01	-4.781175e-05
Sweeping	1.823537e+01	2.441139e-01	-4.771781e-05
Sweeping	1.832326e+01	2.422447e-01	-4.795706e-05
Sweeping	1.841051e+01	2.405396e-01	-4.766595e-05
Sweeping	1.849899e+01	2.386436e-01	-4.830158e-05
Sweeping	1.858680e+01	2.369995e-01	-4.815090e-05
Sweeping	1.867531e+01	2.351151e-01	-4.839039e-05
Sweeping	1.876248e+01	2.334633e-01	-4.800391e-05
Sweeping	1.885071e+01	2.316818e-01	-4.849958e-05
Sweeping	1.893918e+01	2.298508e-01	-4.824233e-05
Sweeping	1.902687e+01	2.280540e-01	-4.807734e-05
Sweeping	1.911530e+01	2.263908e-01	-4.783118e-05
Sweeping	1.920282e+01	2.246056e-01	-4.807115e-05
Sweeping	1.929096e+01	2.229881e-01	-4.778707e-05
Sweeping	1.937881e+01	2.210770e-01	-4.792964e-05
Sweeping	1.946742e+01	2.193527e-01	-4.761374e-05
Sweeping	1.955448e+01	2.175560e-01	-4.783297e-05
Sweeping	1.964332e+01	2.159462e-01	-4.821682e-05
Sweeping	1.973138e+01	2.140121e-01	-4.844725e-05
Sweeping	1.981893e+01	2.123184e-01	-4.794383e-05
Sweeping	1.990726e+01	2.105827e-01	-4.764795e-05
Sweeping	1.999446e+01	2.087364e-01	-4.793477e-05
Sweeping	2.008315e+01	2.070694e-01	-4.816043e-05
Sweeping	2.017050e+01	2.052765e-01	-4.791486e-05
Sweeping	2.025928e+01	2.035408e-01	-4.786670e-05
Sweeping	2.034746e+01	2.017250e-01	-4.796052e-05
Sweeping	2.043483e+01	1.999626e-01	-4.811788e-05
Sweeping	2.052277e+01	1.983147e-01	-4.779720e-05
Sweeping	2.061114e+01	1.964302e-01	-4.810405e-05
Sweeping	2.069916e+01	1.946564e-01	-4.802251e-05
Sweeping	2.078652e+01	1.930084e-01	-4.826212e-05
Sweeping	2.087539e+01	1.911354e-01	-4.793715e-05
Sweeping	2.096328e+01	1.894341e-01	-4.789436e-05
Sweeping	2.105048e+01	1.877213e-01	-4.802060e-05
Sweeping	2.113937e+01	1.858978e-01	-4.824364e-05
Sweeping	2.122714e+01	1.840248e-01	-4.795992e-05
Sweeping	2.131517e+01	1.824112e-01	-4.787469e-05
Sweeping	2.140272e+01	1.806946e-01	-4.833591e-05
Sweeping	2.149100e+01	1.788330e-01	-4.804897e-05
Sweeping	2.157911e+01	1.771622e-01	-4.823673e-05
Sweeping	2.166663e+01	1.752625e-01	-4.812634e-05
Sweeping	2.175503e+01	1.735916e-01	-4.812336e-05
Sweeping	2.184340e+01	1.717720e-01	-4.805994e-05
Sweeping	2.193064e+01	1.700363e-01	-4.825377e-05
Sweeping	2.201899e+01	1.683502e-01	-4.802585e-05
Sweeping	2.210728e+01	1.666374e-01	-4.817975e-05
Sweeping	2.219465e+01	1.648788e-01	-4.788983e-05
Sweeping	2.228259e+01	1.631546e-01	-4.812968e-05
Sweeping	2.237050e+01	1.613274e-01	-4.804206e-05
Sweeping	2.245878e+01	1.595306e-01	-4.819107e-05
Sweeping	2.254713e+01	1.578407e-01	-4.826343e-05
Sweeping	2.263510e+01	1.558990e-01	-4.869556e-05
Sweeping	2.272338e+01	1.542892e-01	-4.783750e-05
Sweeping	2.281110e+01	1.524582e-01	-4.800713e-05
Sweeping	2.289872e+01	1.507416e-01	-4.822493e-05
Sweeping	2.298732e+01	1.489868e-01	-4.826534e-05
Sweeping	2.307484e+01	1.472282e-01	-4.794884e-05
Sweeping	2.316343e+01	1.454430e-01	-4.860342e-05
Sweeping	2.325142e+01	1.436691e-01	-4.823875e-05
Sweeping	2.333865e+01	1.420135e-01	-4.850984e-05
Sweeping	2.342702e+01	1.402168e-01	-4.795051e-05
Sweeping	2.351501e+01	1.383934e-01	-4.831111e-05
Sweeping	2.360279e+01	1.367378e-01	-4.776728e-05
Sweeping	2.369124e+01	1.349258e-01	-4.801714e-05
Sweeping	2.377932e+01	1.331291e-01	-4.824865e-05
Sweeping	2.386671e+01	1.314316e-01	-4.809058e-05
Sweeping	2.395475e+01	1.295891e-01	-4.842436e-05
Sweeping	2.404283e+01	1.278419e-01	-4.821050e-05
Sweeping	2.413124e+01	1.261215e-01	-4.821336e-05
Sweeping	2.421908e+01	1.243362e-01	-4.818022e-05
Sweeping	2.430654e+01	1.225357e-01	-4.859149e-05
Sweeping	2.439515e+01	1.208839e-01	-4.812264e-05
Sweeping	2.448289e+01	1.190529e-01	-4.842114e-05
Sweeping	2.460583e+01	1.173134e-01	-4.786658e-05
Sweeping	2.465859e+01	1.173134e-01	-4.786658e-05
Sweeping	2.474643e+01	1.146660e-01	-5.109704e-05
Sweeping	2.483540e+01	1.120491e-01	-4.851079e-05
Sweeping	2.492303e+01	1.102676e-01	-4.873216e-05
Sweeping	2.501043e+01	1.085243e-01	-4.852092e-05
Sweeping	2.509849e+01	1.067505e-01	-4.844213e-05
Sweeping	2.518720e+01	1.049614e-01	-4.869998e-05
Sweeping	2.527464e+01	1.033745e-01	-4.790652e-05
Sweeping	2.536333e+01	1.013947e-01	-4.838765e-05
Sweeping	2.545096e+01	9.966660e-02	-4.806018e-05
Sweeping	2.553860e+01	9.799194e-02	-4.861224e-05
Sweeping	2.562680e+01	9.607697e-02	-4.811120e-05
Sweeping	2.571483e+01	9.435654e-02	-4.829276e-05
Sweeping	2.580300e+01	9.265137e-02	-4.820812e-05
Sweeping	2.589120e+01	9.083557e-02	-4.848242e-05
Sweeping	2.597910e+01	8.914948e-02	-4.850399e-05
Sweeping	2.606698e+01	8.737564e-02	-4.851198e-05
Sweeping	2.615533e+01	8.564377e-02	-4.806709e-05
Sweeping	2.624320e+01	8.387375e-02	-4.846156e-05
Sweeping	2.633122e+01	8.206940e-02	-4.822528e-05
Sweeping	2.641865e+01	8.042908e-02	-4.809642e-05
Sweeping	2.650711e+01	7.855225e-02	-4.847467e-05
Sweeping	2.659487e+01	7.683182e-02	-4.795253e-05
Sweeping	2.668292e+01	7.504654e-02	-4.832709e-05
Sweeping	2.677142e+01	7.332993e-02	-4.819965e-05
Sweeping	2.685887e+01	7.141113e-02	-4.833412e-05
Sweeping	2.694667e+01	6.978226e-02	-4.823065e-05
Sweeping	2.703467e+01	6.812286e-02	-4.846799e-05
Sweeping	2.712321e+01	6.635666e-02	-4.829025e-05
Sweeping	2.721061e+01	6.446075e-02	-4.887116e-05
Sweeping	2.729912e+01	6.281662e-02	-4.805350e-05
Sweeping	2.738707e+01	6.100464e-02	-4.797781e-05
Sweeping	2.747532e+01	5.927277e-02	-4.831612e-05
Sweeping	2.756294e+01	5.734253e-02	-4.862761e-05
Sweeping	2.765130e+01	5.562592e-02	-4.845488e-05
Sweeping	2.773893e+01	5.394363e-02	-4.847145e-05
Sweeping	2.782686e+01	5.216217e-02	-4.871178e-05
Sweeping	2.791532e+01	5.037689e-02	-4.860961e-05
Sweeping	2.800322e+01	4.862595e-02	-4.838848e-05
Sweeping	2.809089e+01	4.686737e-02	-4.838896e-05
Sweeping	2.817904e+01	4.520416e-02	-4.832423e-05
Sweeping	2.826724e+01	4.338837e-02	-4.833794e-05
Sweeping	2.835498e+01	4.156494e-02	-4.820192e-05
Sweeping	2.844314e+01	3.993225e-02	-4.839861e-05
Sweeping	2.853066e+01	3.812408e-02	-4.831481e-05
Sweeping	2.861879e+01	3.621674e-02	-4.862905e-05
Sweeping	2.870680e+01	3.450394e-02	-4.830086e-05
Sweeping	2.879544e+01	3.278732e-02	-4.839563e-05
Sweeping	2.888253e+01	3.111267e-02	-4.809320e-05
Sweeping	2.897069e+01	2.928543e-02	-4.854858e-05
Sweeping	2.905847e+01	2.752686e-02	-4.820395e-05
Sweeping	2.914734e+01	2.581787e-02	-4.824126e-05
Sweeping	2.923446e+01	2.403259e-02	-4.841650e-05
Sweeping	2.932273e+01	2.241135e-02	-4.836261e-05
Sweeping	2.941121e+01	2.059174e-02	-4.867017e-05
Sweeping	2.949916e+01	1.869202e-02	-4.868054e-05
Sweeping	2.958676e+01	1.699448e-02	-4.866087e-05
Sweeping	2.967463e+01	1.535797e-02	-4.807448e-05
Sweeping	2.976294e+01	1.361847e-02	-4.831707e-05
Sweeping	2.985085e+01	1.174545e-02	-4.855382e-05
Sweeping	2.993861e+01	9.952545e-03	-4.864168e-05
Sweeping	3.002687e+01	8.113861e-03	-4.856086e-05
Sweeping	3.011518e+01	6.496429e-03	-4.834950e-05
Sweeping	3.020249e+01	4.692078e-03	-4.853499e-05
Sweeping	3.029065e+01	2.975464e-03	-4.857767e-05
