Experiment stage	Elapsed time (s)	Potential (V)	Current (A)
Sweeping	9.521173e+00	9.182930e-01	-4.552984e-05
Sweeping	9.608919e+00	9.165688e-01	-4.566610e-05
Sweeping	9.697013e+00	9.147453e-01	-4.562783e-05
Sweeping	9.784867e+00	9.129639e-01	-4.553246e-05
Sweeping	9.872731e+00	9.112473e-01	-4.565728e-05
Sweeping	9.960756e+00	9.094086e-01	-4.591894e-05
Sweeping	1.004942e+01	9.077454e-01	-4.580390e-05
Sweeping	1.013716e+01	9.059830e-01	-4.561758e-05
Sweeping	1.022546e+01	9.041138e-01	-4.591870e-05
Sweeping	1.031351e+01	9.024544e-01	-4.546511e-05
Sweeping	1.040144e+01	9.008064e-01	-4.560804e-05
Sweeping	1.048902e+01	8.989258e-01	-4.589605e-05
Sweeping	1.057747e+01	8.971672e-01	-4.580402e-05
Sweeping	1.066528e+01	8.954353e-01	-4.557490e-05
Sweeping	1.075296e+01	8.936424e-01	-4.579532e-05
Sweeping	1.084109e+01	8.919258e-01	-4.588139e-05
Sweeping	1.092912e+01	8.900261e-01	-4.597449e-05
Sweeping	1.101701e+01	8.882904e-01	-4.589605e-05
Sweeping	1.110484e+01	8.865280e-01	-4.599571e-05
Sweeping	1.119281e+01	8.848076e-01	-4.601455e-05
Sweeping	1.128113e+01	8.830948e-01	-4.624236e-05
Sweeping	1.136877e+01	8.813095e-01	-4.569972e-05
Sweeping	1.145743e+01	8.795967e-01	-4.559827e-05
Sweeping	1.154476e+01	8.777847e-01	-4.580784e-05
Sweeping	1.163352e+01	8.760300e-01	-4.621351e-05
Sweeping	1.172118e+01	8.743706e-01	-4.604697e-05
Sweeping	1.180923e+01	8.724442e-01	-4.628336e-05
Sweeping	1.189698e+01	8.708267e-01	-4.584348e-05
Sweeping	1.198518e+01	8.690071e-01	-4.643035e-05
Sweeping	1.207292e+01	8.672142e-01	-4.615080e-05
Sweeping	1.216061e+01	8.655014e-01	-4.628348e-05
Sweeping	1.224939e+01	8.637047e-01	-4.589593e-05
Sweeping	1.233752e+01	8.620186e-01	-4.596341e-05
Sweeping	1.242464e+01	8.602066e-01	-4.627538e-05
Sweeping	1.251290e+01	8.584633e-01	-4.626477e-05
Sweeping	1.260070e+01	8.566093e-01	-4.660451e-05
Sweeping	1.268879e+01	8.548584e-01	-4.625142e-05
Sweeping	1.277752e+01	8.532600e-01	-4.583991e-05
Sweeping	1.286542e+01	8.513336e-01	-4.621089e-05
Sweeping	1.295354e+01	8.496399e-01	-4.615200e-05
Sweeping	1.304133e+01	8.477974e-01	-4.646480e-05
Sweeping	1.312952e+01	8.461227e-01	-4.620922e-05
Sweeping	1.321665e+01	8.442459e-01	-4.641354e-05
Sweeping	1.330539e+01	8.425179e-01	-4.629135e-05
Sweeping	1.339256e+01	8.408432e-01	-4.660189e-05
Sweeping	1.348081e+01	8.390770e-01	-4.618526e-05
Sweeping	1.356953e+01	8.372955e-01	-4.610956e-05
Sweeping	1.365719e+01	8.355370e-01	-4.598832e-05
Sweeping	1.374546e+01	8.337631e-01	-4.647958e-05
Sweeping	1.383290e+01	8.320503e-01	-4.646456e-05
Sweeping	1.392111e+01	8.302574e-01	-4.629195e-05
Sweeping	1.400924e+01	8.285255e-01	-4.635882e-05
Sweeping	1.409690e+01	8.268356e-01	-4.633248e-05
Sweeping	1.418549e+01	8.249969e-01	-4.624343e-05
Sweeping	1.427298e+01	8.233643e-01	-4.617584e-05
Sweeping	1.436086e+01	8.215027e-01	-4.645336e-05
Sweeping	1.444898e+01	8.198586e-01	-4.637706e-05
Sweeping	1.453704e+01	8.179207e-01	-4.647374e-05
Sweeping	1.462464e+01	8.162689e-01	-4.613221e-05
Sweeping	1.471332e+01	8.144302e-01	-4.652297e-05
Sweeping	1.480121e+01	8.127518e-01	-4.614305e-05
Sweeping	1.488860e+01	8.108292e-01	-4.658687e-05
Sweeping	1.497678e+01	8.091354e-01	-4.688287e-05
Sweeping	1.506543e+01	8.075027e-01	-4.588377e-05
Sweeping	1.515307e+01	8.057365e-01	-4.639387e-05
Sweeping	1.524061e+01	8.039627e-01	-4.611373e-05
Sweeping	1.532904e+01	8.021431e-01	-4.624724e-05
Sweeping	1.541741e+01	8.004494e-01	-4.622817e-05
Sweeping	1.550508e+01	7.985115e-01	-4.672790e-05
Sweeping	1.559342e+01	7.968369e-01	-4.669118e-05
Sweeping	1.568109e+01	7.951012e-01	-4.672563e-05
Sweeping	1.576901e+01	7.932968e-01	-4.671299e-05
Sweeping	1.585733e+01	7.916527e-01	-4.647493e-05
Sweeping	1.594509e+01	7.898521e-01	-4.634082e-05
Sweeping	1.603272e+01	7.881889e-01	-4.645419e-05
Sweeping	1.612095e+01	7.862434e-01	-4.661644e-05
Sweeping	1.620888e+01	7.845688e-01	-4.683781e-05
Sweeping	1.629682e+01	7.827682e-01	-4.652750e-05
Sweeping	1.638521e+01	7.810020e-01	-4.660225e-05
Sweeping	1.647330e+01	7.792358e-01	-4.655719e-05
Sweeping	1.656155e+01	7.773972e-01	-4.667962e-05
Sweeping	1.664905e+01	7.757568e-01	-4.645848e-05
Sweeping	1.673695e+01	7.739677e-01	-4.647410e-05
Sweeping	1.682525e+01	7.722282e-01	-4.652321e-05
Sweeping	1.691268e+01	7.705002e-01	-4.626799e-05
Sweeping	1.700153e+01	7.687874e-01	-4.624224e-05
Sweeping	1.708862e+01	7.669525e-01	-4.662609e-05
Sweeping	1.717692e+01	7.651863e-01	-4.653502e-05
Sweeping	1.726494e+01	7.635269e-01	-4.662240e-05
Sweeping	1.735264e+01	7.616577e-01	-4.655778e-05
Sweeping	1.744129e+01	7.599792e-01	-4.666328e-05
Sweeping	1.752902e+01	7.582054e-01	-4.706705e-05
Sweeping	1.761674e+01	7.562981e-01	-4.663622e-05
Sweeping	1.770485e+01	7.545967e-01	-4.719806e-05
Sweeping	1.779266e+01	7.530289e-01	-4.641950e-05
Sweeping	1.788059e+01	7.511215e-01	-4.651904e-05
Sweeping	1.796952e+01	7.494583e-01	-4.671705e-05
Sweeping	1.805707e+01	7.476196e-01	-4.678345e-05
Sweeping	1.814531e+01	7.458191e-01	-4.667521e-05
Sweeping	1.823350e+01	7.439995e-01	-4.713309e-05
Sweeping	1.832081e+01	7.423210e-01	-4.674435e-05
Sweeping	1.840904e+01	7.404633e-01	-4.709983e-05
Sweeping	1.849704e+01	7.387772e-01	-4.682887e-05
Sweeping	1.858468e+01	7.369041e-01	-4.711187e-05
Sweeping	1.867267e+01	7.353020e-01	-4.712152e-05
Sweeping	1.876078e+01	7.335052e-01	-4.712844e-05
Sweeping	1.884930e+01	7.318802e-01	-4.630136e-05
Sweeping	1.893750e+01	7.300873e-01	-4.700541e-05
Sweeping	1.902542e+01	7.282028e-01	-4.657328e-05
Sweeping	1.911273e+01	7.263908e-01	-4.692614e-05
Sweeping	1.920128e+01	7.247620e-01	-4.660738e-05
Sweeping	1.928875e+01	7.229729e-01	-4.652369e-05
Sweeping	1.937701e+01	7.212334e-01	-4.673398e-05
Sweeping	1.946480e+01	7.193985e-01	-4.694664e-05
Sweeping	1.955270e+01	7.176361e-01	-4.712760e-05
Sweeping	1.964074e+01	7.158661e-01	-4.717135e-05
Sweeping	1.972923e+01	7.142181e-01	-4.671013e-05
Sweeping	1.981718e+01	7.124100e-01	-4.675794e-05
Sweeping	1.990557e+01	7.106972e-01	-4.672468e-05
Sweeping	1.999311e+01	7.088776e-01	-4.691482e-05
Sweeping	2.008088e+01	7.070084e-01	-4.684138e-05
Sweeping	2.016858e+01	7.053490e-01	-4.679573e-05
Sweeping	2.025680e+01	7.035484e-01	-4.692888e-05
Sweeping	2.034487e+01	7.018127e-01	-4.669821e-05
Sweeping	2.043342e+01	7.000504e-01	-4.688656e-05
Sweeping	2.052073e+01	6.983795e-01	-4.700267e-05
Sweeping	2.060891e+01	6.965637e-01	-4.668880e-05
Sweeping	2.069745e+01	6.948853e-01	-4.655659e-05
Sweeping	2.078544e+01	6.930733e-01	-4.677570e-05
Sweeping	2.087355e+01	6.912689e-01	-4.660356e-05
Sweeping	2.096060e+01	6.895218e-01	-4.713809e-05
Sweeping	2.104953e+01	6.877441e-01	-4.700840e-05
Sweeping	2.113715e+01	6.860847e-01	-4.700792e-05
Sweeping	2.122468e+01	6.842880e-01	-4.699659e-05
Sweeping	2.131332e+01	6.824226e-01	-4.735589e-05
Sweeping	2.140121e+01	6.807785e-01	-4.723859e-05
Sweeping	2.148907e+01	6.789589e-01	-4.693890e-05
Sweeping	2.157729e+01	6.772537e-01	-4.700077e-05
Sweeping	2.166495e+01	6.754189e-01	-4.686999e-05
Sweeping	2.175349e+01	6.736603e-01	-4.702878e-05
Sweeping	2.184127e+01	6.719627e-01	-4.717588e-05
Sweeping	2.192860e+01	6.702156e-01	-4.713070e-05
Sweeping	2.201686e+01	6.684380e-01	-4.699111e-05
Sweeping	2.210542e+01	6.666718e-01	-4.717410e-05
Sweeping	2.219279e+01	6.649170e-01	-4.735816e-05
Sweeping	2.228118e+01	6.630402e-01	-4.701602e-05
Sweeping	2.236872e+01	6.612854e-01	-4.692793e-05
Sweeping	2.245725e+01	6.597557e-01	-4.672718e-05
Sweeping	2.254530e+01	6.578140e-01	-4.736042e-05
Sweeping	2.263260e+01	6.560440e-01	-4.713976e-05
Sweeping	2.272102e+01	6.543083e-01	-4.730630e-05
Sweeping	2.280924e+01	6.526031e-01	-4.690886e-05
Sweeping	2.289671e+01	6.509514e-01	-4.690349e-05
Sweeping	2.298501e+01	6.490669e-01	-4.719090e-05
Sweeping	2.307260e+01	6.471863e-01	-4.726481e-05
Sweeping	2.316142e+01	6.455650e-01	-4.699481e-05
Sweeping	2.324884e+01	6.436996e-01	-4.706979e-05
Sweeping	2.333658e+01	6.420135e-01	-4.730535e-05
Sweeping	2.342463e+01	6.403618e-01	-4.701507e-05
Sweeping	2.351311e+01	6.385918e-01	-4.694939e-05
Sweeping	2.360109e+01	6.367645e-01	-4.684961e-05
Sweeping	2.368865e+01	6.348991e-01	-4.745030e-05
Sweeping	2.377732e+01	6.331520e-01	-4.731882e-05
Sweeping	2.386510e+01	6.313782e-01	-4.715288e-05
Sweeping	2.395260e+01	6.297913e-01	-4.693997e-05
Sweeping	2.404070e+01	6.280365e-01	-4.725301e-05
Sweeping	2.412875e+01	6.262093e-01	-4.697692e-05
Sweeping	2.421742e+01	6.244621e-01	-4.700482e-05
Sweeping	2.430482e+01	6.226997e-01	-4.699266e-05
Sweeping	2.439330e+01	6.209450e-01	-4.726958e-05
Sweeping	2.448078e+01	6.191826e-01	-4.716873e-05
Sweeping	2.456862e+01	6.173134e-01	-4.745710e-05
Sweeping	2.465690e+01	6.156616e-01	-4.738128e-05
Sweeping	2.474493e+01	6.137848e-01	-4.748869e-05
Sweeping	2.483307e+01	6.121254e-01	-4.745281e-05
Sweeping	2.492081e+01	6.102409e-01	-4.741514e-05
Sweeping	2.500890e+01	6.086311e-01	-4.701066e-05
Sweeping	2.509692e+01	6.067467e-01	-4.711783e-05
Sweeping	2.518463e+01	6.050377e-01	-4.723036e-05
Sweeping	2.527313e+01	6.033821e-01	-4.726875e-05
Sweeping	2.536068e+01	6.014786e-01	-4.690349e-05
Sweeping	2.544878e+01	5.997543e-01	-4.745996e-05
Sweeping	2.553702e+01	5.981140e-01	-4.708862e-05
Sweeping	2.562520e+01	5.962639e-01	-4.732394e-05
Sweeping	2.571346e+01	5.944214e-01	-4.715502e-05
Sweeping	2.580130e+01	5.926895e-01	-4.726434e-05
Sweeping	2.588903e+01	5.910301e-01	-4.738557e-05
Sweeping	2.597665e+01	5.892105e-01	-4.772437e-05
Sweeping	2.606521e+01	5.875244e-01	-4.686594e-05
Sweeping	2.615285e+01	5.856209e-01	-4.727268e-05
Sweeping	2.624125e+01	5.840340e-01	-4.704130e-05
Sweeping	2.632895e+01	5.822601e-01	-4.705000e-05
Sweeping	2.641744e+01	5.804634e-01	-4.749513e-05
Sweeping	2.650459e+01	5.786972e-01	-4.705834e-05
Sweeping	2.659341e+01	5.768967e-01	-4.758155e-05
Sweeping	2.668096e+01	5.751915e-01	-4.708028e-05
Sweeping	2.676934e+01	5.734253e-01	-4.713261e-05
Sweeping	2.685721e+01	5.716515e-01	-4.742754e-05
Sweeping	2.694554e+01	5.699310e-01	-4.731500e-05
Sweeping	2.703315e+01	5.680504e-01	-4.752624e-05
Sweeping	2.712127e+01	5.663528e-01	-4.728198e-05
Sweeping	2.720948e+01	5.646706e-01	-4.722202e-05
Sweeping	2.729687e+01	5.628090e-01	-4.758358e-05
Sweeping	2.738529e+01	5.611305e-01	-4.711545e-05
Sweeping	2.747277e+01	5.592728e-01	-4.739714e-05
Sweeping	2.756076e+01	5.575256e-01	-4.711914e-05
Sweeping	2.764948e+01	5.558090e-01	-4.708922e-05
Sweeping	2.773678e+01	5.539474e-01	-4.749382e-05
Sweeping	2.782493e+01	5.522041e-01	-4.710495e-05
Sweeping	2.791308e+01	5.505333e-01	-4.786229e-05
Sweeping	2.800071e+01	5.488625e-01	-4.715455e-05
Sweeping	2.808864e+01	5.469666e-01	-4.726219e-05
Sweeping	2.817671e+01	5.452499e-01	-4.744005e-05
Sweeping	2.826523e+01	5.435333e-01	-4.746294e-05
Sweeping	2.835314e+01	5.418205e-01	-4.727626e-05
Sweeping	2.844150e+01	5.399323e-01	-4.763138e-05
Sweeping	2.852861e+01	5.381012e-01	-4.743445e-05
Sweeping	2.861676e+01	5.364799e-01	-4.726255e-05
Sweeping	2.870478e+01	5.346375e-01	-4.744852e-05
Sweeping	2.879356e+01	5.329933e-01	-4.753542e-05
Sweeping	2.888142e+01	5.310402e-01	-4.753470e-05
Sweeping	2.896932e+01	5.294075e-01	-4.704058e-05
Sweeping	2.905718e+01	5.276794e-01	-4.745257e-05
Sweeping	2.914455e+01	5.259705e-01	-4.718029e-05
Sweeping	2.923334e+01	5.241280e-01	-4.764736e-05
Sweeping	2.932073e+01	5.223122e-01	-4.754245e-05
Sweeping	2.940897e+01	5.206184e-01	-4.724109e-05
Sweeping	2.949704e+01	5.189056e-01	-4.732788e-05
Sweeping	2.958542e+01	5.171738e-01	-4.739654e-05
Sweeping	2.967296e+01	5.152855e-01	-4.741669e-05
Sweeping	2.976124e+01	5.135956e-01	-4.722762e-05
Sweeping	2.984949e+01	5.118179e-01	-4.750955e-05
Sweeping	2.993741e+01	5.100937e-01	-4.717457e-05
Sweeping	3.002524e+01	5.083466e-01	-4.720438e-05
Sweeping	3.011349e+01	5.065956e-01	-4.749584e-05
Sweeping	3.020076e+01	5.047302e-01	-4.733431e-05
Sweeping	3.028886e+01	5.030441e-01	-4.761910e-05
