Experiment stage	Elapsed time (s)	Potential (V)	Current (A)
Sweeping	1.919786e+01	7.769775e-01	4.934692e-05
Sweeping	1.928590e+01	7.785835e-01	4.921842e-05
Sweeping	1.937370e+01	7.804680e-01	4.937303e-05
Sweeping	1.946138e+01	7.821770e-01	4.912996e-05
Sweeping	1.954970e+01	7.840042e-01	4.939342e-05
Sweeping	1.963753e+01	7.856293e-01	4.892933e-05
Sweeping	1.972542e+01	7.874718e-01	4.929876e-05
Sweeping	1.981344e+01	7.891808e-01	4.921520e-05
Sweeping	1.990217e+01	7.910233e-01	4.950607e-05
Sweeping	1.998993e+01	7.927170e-01	4.946554e-05
Sweeping	2.007819e+01	7.944756e-01	4.928148e-05
Sweeping	2.016571e+01	7.963028e-01	4.937530e-05
Sweeping	2.025330e+01	7.980385e-01	4.941607e-05
Sweeping	2.034137e+01	7.997932e-01	4.944193e-05
Sweeping	2.042928e+01	8.016167e-01	4.941773e-05
Sweeping	2.051755e+01	8.032913e-01	4.926121e-05
Sweeping	2.060600e+01	8.050423e-01	4.910910e-05
Sweeping	2.069338e+01	8.068428e-01	4.917002e-05
Sweeping	2.078167e+01	8.085442e-01	4.957378e-05
Sweeping	2.086954e+01	8.104401e-01	4.941988e-05
Sweeping	2.095730e+01	8.121567e-01	4.923844e-05
Sweeping	2.104577e+01	8.139572e-01	4.932368e-05
Sweeping	2.113390e+01	8.156662e-01	4.957712e-05
Sweeping	2.122155e+01	8.173943e-01	4.929543e-05
Sweeping	2.130933e+01	8.191833e-01	4.929113e-05
Sweeping	2.139794e+01	8.208771e-01	4.899096e-05
Sweeping	2.148532e+01	8.226967e-01	4.947889e-05
Sweeping	2.157396e+01	8.244438e-01	4.940951e-05
Sweeping	2.166210e+01	8.261375e-01	4.901910e-05
Sweeping	2.174956e+01	8.278999e-01	4.922974e-05
Sweeping	2.183772e+01	8.296013e-01	4.894185e-05
Sweeping	2.192587e+01	8.314171e-01	4.958558e-05
Sweeping	2.201331e+01	8.332024e-01	4.916799e-05
Sweeping	2.210174e+01	8.348656e-01	4.947889e-05
Sweeping	2.218959e+01	8.368187e-01	4.938006e-05
Sweeping	2.227792e+01	8.384972e-01	4.932940e-05
Sweeping	2.236603e+01	8.402367e-01	4.920495e-05
Sweeping	2.245362e+01	8.419533e-01	4.910362e-05
Sweeping	2.254137e+01	8.437195e-01	4.915369e-05
Sweeping	2.262933e+01	8.455086e-01	4.945135e-05
Sweeping	2.271825e+01	8.472672e-01	4.943168e-05
Sweeping	2.280576e+01	8.490944e-01	4.979205e-05
Sweeping	2.289363e+01	8.508072e-01	4.952919e-05
Sweeping	2.298179e+01	8.525505e-01	4.966795e-05
Sweeping	2.307027e+01	8.543587e-01	4.960060e-05
Sweeping	2.315771e+01	8.561134e-01	4.942536e-05
Sweeping	2.324628e+01	8.579750e-01	4.927826e-05
Sweeping	2.333341e+01	8.595772e-01	4.900050e-05
Sweeping	2.342147e+01	8.613243e-01	4.925239e-05
Sweeping	2.350991e+01	8.632088e-01	4.940426e-05
Sweeping	2.359745e+01	8.648186e-01	4.963470e-05
Sweeping	2.368611e+01	8.666191e-01	4.976523e-05
Sweeping	2.377386e+01	8.684044e-01	4.943705e-05
Sweeping	2.386174e+01	8.702011e-01	4.996777e-05
Sweeping	2.395015e+01	8.719330e-01	4.959226e-05
Sweeping	2.403761e+01	8.737297e-01	4.960656e-05
Sweeping	2.412598e+01	8.754768e-01	4.977345e-05
Sweeping	2.421377e+01	8.772087e-01	4.945970e-05
Sweeping	2.430131e+01	8.790512e-01	4.965758e-05
Sweeping	2.438935e+01	8.806953e-01	4.951942e-05
Sweeping	2.447755e+01	8.825378e-01	4.955482e-05
Sweeping	2.456584e+01	8.843269e-01	4.967487e-05
Sweeping	2.465395e+01	8.860817e-01	4.965162e-05
Sweeping	2.474144e+01	8.877487e-01	4.955328e-05
Sweeping	2.482967e+01	8.895149e-01	4.949796e-05
Sweeping	2.491814e+01	8.913765e-01	4.990852e-05
Sweeping	2.500594e+01	8.931122e-01	4.962862e-05
Sweeping	2.509395e+01	8.948250e-01	4.942179e-05
Sweeping	2.518158e+01	8.966789e-01	4.973900e-05
Sweeping	2.527021e+01	8.982811e-01	4.963481e-05
Sweeping	2.535731e+01	9.000473e-01	4.927099e-05
Sweeping	2.544552e+01	9.017830e-01	4.942131e-05
Sweeping	2.553414e+01	9.036484e-01	4.977167e-05
Sweeping	2.562164e+01	9.052887e-01	4.952431e-05
Sweeping	2.570950e+01	9.071045e-01	4.941285e-05
Sweeping	2.579775e+01	9.088554e-01	4.962862e-05
Sweeping	2.588592e+01	9.106407e-01	4.964530e-05
Sweeping	2.597380e+01	9.124374e-01	4.942811e-05
Sweeping	2.606131e+01	9.141617e-01	4.967046e-05
Sweeping	2.614936e+01	9.158401e-01	4.932809e-05
Sweeping	2.623760e+01	9.176140e-01	4.955876e-05
Sweeping	2.632616e+01	9.193268e-01	4.950941e-05
Sweeping	2.641416e+01	9.211960e-01	4.982746e-05
Sweeping	2.650181e+01	9.228745e-01	4.922116e-05
Sweeping	2.658949e+01	9.246330e-01	4.966021e-05
Sweeping	2.667755e+01	9.265556e-01	4.975176e-05
Sweeping	2.676584e+01	9.281769e-01	4.970837e-05
Sweeping	2.685386e+01	9.299240e-01	4.959404e-05
Sweeping	2.694224e+01	9.316025e-01	4.942751e-05
Sweeping	2.702937e+01	9.334373e-01	4.934418e-05
Sweeping	2.711807e+01	9.352951e-01	4.965627e-05
Sweeping	2.720570e+01	9.370422e-01	4.977512e-05
Sweeping	2.729420e+01	9.386940e-01	4.947543e-05
Sweeping	2.738185e+01	9.405556e-01	4.961312e-05
Sweeping	2.747027e+01	9.422684e-01	4.929149e-05
Sweeping	2.755746e+01	9.440727e-01	4.948795e-05
Sweeping	2.764532e+01	9.458504e-01	4.977465e-05
Sweeping	2.773397e+01	9.475403e-01	4.976285e-05
Sweeping	2.782198e+01	9.492493e-01	4.973674e-05
Sweeping	2.790996e+01	9.511070e-01	4.943860e-05
Sweeping	2.799756e+01	9.527779e-01	4.929781e-05
Sweeping	2.808550e+01	9.545670e-01	4.959846e-05
Sweeping	2.817426e+01	9.564095e-01	4.978848e-05
Sweeping	2.826228e+01	9.581795e-01	4.971468e-05
Sweeping	2.834953e+01	9.598732e-01	4.959893e-05
Sweeping	2.843815e+01	9.616356e-01	4.982984e-05
Sweeping	2.852569e+01	9.634857e-01	4.961097e-05
Sweeping	2.861407e+01	9.652061e-01	4.956996e-05
Sweeping	2.870204e+01	9.670105e-01	4.978263e-05
Sweeping	2.878946e+01	9.687576e-01	4.984725e-05
Sweeping	2.887770e+01	9.704552e-01	4.940677e-05
Sweeping	2.896574e+01	9.721642e-01	4.951811e-05
Sweeping	2.905386e+01	9.739723e-01	4.924703e-05
Sweeping	2.914208e+01	9.755936e-01	4.969263e-05
Sweeping	2.922966e+01	9.774742e-01	4.985702e-05
Sweeping	2.931787e+01	9.792137e-01	4.987216e-05
Sweeping	2.940547e+01	9.809685e-01	4.954159e-05
Sweeping	2.949415e+01	9.827385e-01	4.972911e-05
Sweeping	2.958139e+01	9.845047e-01	4.984021e-05
Sweeping	2.967001e+01	9.863510e-01	5.042267e-05
Sweeping	2.975827e+01	9.880905e-01	4.981184e-05
Sweeping	2.984573e+01	9.897766e-01	4.960990e-05
Sweeping	2.993371e+01	9.916992e-01	5.028045e-05
Sweeping	3.002225e+01	9.932594e-01	4.976666e-05
Sweeping	3.011015e+01	9.951515e-01	4.991758e-05
Sweeping	3.019815e+01	9.969215e-01	4.991746e-05
Sweeping	3.028603e+01	9.987221e-01	5.016673e-05
