Experiment stage	Elapsed time (s)	Potential (V)	Current (A)
Holding	5.291213e+00	9.727478e-04	-3.683567e-08
Holding	5.379428e+00	8.049011e-04	-1.064539e-07
Holding	5.467054e+00	8.354187e-04	-7.534027e-08
Holding	5.554754e+00	8.010864e-04	-1.705885e-07
Holding	5.642858e+00	9.155273e-04	3.802776e-08
Holding	5.731005e+00	9.002686e-04	-2.955198e-07
Holding	5.819157e+00	8.201599e-04	-2.672672e-07
Holding	5.906851e+00	8.621216e-04	-7.524490e-07
Holding	5.994548e+00	8.392334e-04	-4.143715e-07
Holding	6.083556e+00	8.697510e-04	8.702278e-08
Holding	6.171175e+00	7.400513e-04	-2.640486e-07
Holding	6.258901e+00	8.239746e-04	-1.041889e-07
Holding	6.347240e+00	7.553101e-04	-3.433228e-08
Holding	6.434954e+00	8.697510e-04	-4.172325e-08
Sweeping	6.523162e+00	8.544922e-04	-1.876354e-07
Sweeping	6.610653e+00	2.075195e-03	8.313060e-06
Sweeping	6.699286e+00	3.673553e-03	1.906502e-05
Sweeping	6.787344e+00	5.416870e-03	2.672398e-05
Sweeping	6.875189e+00	7.259369e-03	3.233469e-05
Sweeping	6.962719e+00	9.109497e-03	3.591394e-05
Sweeping	7.051264e+00	1.082230e-02	3.856909e-05
Sweeping	7.138803e+00	1.252365e-02	4.068267e-05
Sweeping	7.227384e+00	1.424408e-02	4.214740e-05
Sweeping	7.314623e+00	1.598358e-02	4.292226e-05
Sweeping	7.402803e+00	1.786804e-02	4.379809e-05
Sweeping	7.491433e+00	1.965714e-02	4.438305e-05
Sweeping	7.578932e+00	2.128220e-02	4.491150e-05
Sweeping	7.667424e+00	2.308273e-02	4.529619e-05
Sweeping	7.755089e+00	2.492905e-02	4.571557e-05
Sweeping	7.843466e+00	2.665329e-02	4.612088e-05
Sweeping	7.931426e+00	2.830124e-02	4.589391e-05
Sweeping	8.019447e+00	3.003311e-02	4.609704e-05
Sweeping	8.106870e+00	3.192902e-02	4.652190e-05
Sweeping	8.194817e+00	3.355026e-02	4.582012e-05
Sweeping	8.282913e+00	3.552246e-02	4.622686e-05
Sweeping	8.371302e+00	3.708267e-02	4.643726e-05
Sweeping	8.459068e+00	3.886795e-02	4.652834e-05
Sweeping	8.547443e+00	4.059982e-02	4.648888e-05
Sweeping	8.635250e+00	4.238510e-02	4.658961e-05
Sweeping	8.722781e+00	4.417801e-02	4.657364e-05
Sweeping	8.810971e+00	4.601288e-02	4.667747e-05
Sweeping	8.899539e+00	4.773712e-02	4.674053e-05
Sweeping	8.987022e+00	4.942322e-02	4.672885e-05
Sweeping	9.075422e+00	5.118942e-02	4.677570e-05
Sweeping	9.162867e+00	5.297089e-02	4.671896e-05
Sweeping	9.251438e+00	5.469513e-02	4.685438e-05
Sweeping	9.338658e+00	5.651093e-02	4.719341e-05
Sweeping	9.426787e+00	5.820465e-02	4.696727e-05
Sweeping	9.515403e+00	6.002426e-02	4.668474e-05
Sweeping	9.602912e+00	6.168747e-02	4.695821e-05
Sweeping	9.691092e+00	6.352234e-02	4.669952e-05
Sweeping	9.778596e+00	6.539154e-02	4.718018e-05
Sweeping	9.866713e+00	6.698990e-02	4.701006e-05
Sweeping	9.955535e+00	6.882858e-02	4.728723e-05
Sweeping	1.004331e+01	7.058334e-02	4.728425e-05
Sweeping	1.013117e+01	7.229614e-02	4.682910e-05
Sweeping	1.021877e+01	7.404327e-02	4.683733e-05
Sweeping	1.030755e+01	7.583237e-02	4.709625e-05
Sweeping	1.039453e+01	7.765961e-02	4.718745e-05
Sweeping	1.048330e+01	7.946396e-02	4.732513e-05
Sweeping	1.057082e+01	8.107376e-02	4.705226e-05
Sweeping	1.065862e+01	8.283997e-02	4.683852e-05
Sweeping	1.074715e+01	8.462143e-02	4.727018e-05
Sweeping	1.083502e+01	8.636475e-02	4.715359e-05
Sweeping	1.092274e+01	8.815002e-02	4.759634e-05
Sweeping	1.101097e+01	8.988190e-02	4.734540e-05
Sweeping	1.109922e+01	9.166336e-02	4.714429e-05
Sweeping	1.118678e+01	9.341049e-02	4.734802e-05
Sweeping	1.127511e+01	9.519958e-02	4.731858e-05
Sweeping	1.136268e+01	9.699249e-02	4.749691e-05
Sweeping	1.145086e+01	9.866714e-02	4.707170e-05
Sweeping	1.153913e+01	1.004601e-01	4.767561e-05
Sweeping	1.162754e+01	1.023407e-01	4.747736e-05
Sweeping	1.171540e+01	1.039963e-01	4.736745e-05
Sweeping	1.180350e+01	1.056938e-01	4.725790e-05
Sweeping	1.189084e+01	1.075783e-01	4.749131e-05
Sweeping	1.197923e+01	1.091919e-01	4.728496e-05
Sweeping	1.206709e+01	1.109009e-01	4.756749e-05
Sweeping	1.215557e+01	1.128311e-01	4.714537e-05
Sweeping	1.224316e+01	1.145058e-01	4.777408e-05
Sweeping	1.233100e+01	1.163902e-01	4.805434e-05
Sweeping	1.241920e+01	1.180611e-01	4.774165e-05
Sweeping	1.250669e+01	1.198425e-01	4.784167e-05
Sweeping	1.259492e+01	1.215668e-01	4.770589e-05
Sweeping	1.268327e+01	1.233902e-01	4.783678e-05
Sweeping	1.277118e+01	1.250954e-01	4.778004e-05
Sweeping	1.285932e+01	1.269493e-01	4.751563e-05
Sweeping	1.294669e+01	1.286125e-01	4.752612e-05
Sweeping	1.303490e+01	1.303444e-01	4.764450e-05
Sweeping	1.312317e+01	1.321068e-01	4.786837e-05
Sweeping	1.321152e+01	1.339493e-01	4.798627e-05
Sweeping	1.329956e+01	1.358337e-01	4.792285e-05
Sweeping	1.338674e+01	1.374435e-01	4.758644e-05
Sweeping	1.347449e+01	1.391754e-01	4.736471e-05
Sweeping	1.356263e+01	1.409531e-01	4.765117e-05
Sweeping	1.365152e+01	1.426926e-01	4.752672e-05
Sweeping	1.373902e+01	1.445656e-01	4.751074e-05
Sweeping	1.382734e+01	1.461334e-01	4.728603e-05
Sweeping	1.391506e+01	1.480141e-01	4.796922e-05
Sweeping	1.400332e+01	1.497993e-01	4.778290e-05
Sweeping	1.409064e+01	1.515312e-01	4.784536e-05
Sweeping	1.417899e+01	1.532249e-01	4.774284e-05
Sweeping	1.426689e+01	1.550980e-01	4.771864e-05
Sweeping	1.435486e+01	1.567764e-01	4.774690e-05
Sweeping	1.444335e+01	1.586227e-01	4.793799e-05
Sweeping	1.453109e+01	1.604042e-01	4.781723e-05
Sweeping	1.461945e+01	1.621170e-01	4.800987e-05
Sweeping	1.470709e+01	1.637268e-01	4.770470e-05
Sweeping	1.479543e+01	1.656151e-01	4.762948e-05
Sweeping	1.488272e+01	1.673317e-01	4.764247e-05
Sweeping	1.497116e+01	1.691399e-01	4.798782e-05
Sweeping	1.505954e+01	1.708755e-01	4.785585e-05
Sweeping	1.514715e+01	1.727257e-01	4.783356e-05
Sweeping	1.523549e+01	1.743622e-01	4.771042e-05
Sweeping	1.532273e+01	1.762009e-01	4.779756e-05
Sweeping	1.541113e+01	1.778641e-01	4.777455e-05
Sweeping	1.549921e+01	1.797256e-01	4.814279e-05
Sweeping	1.558681e+01	1.814117e-01	4.803598e-05
Sweeping	1.567514e+01	1.830177e-01	4.756081e-05
Sweeping	1.576297e+01	1.849098e-01	4.778898e-05
Sweeping	1.585131e+01	1.866913e-01	4.815137e-05
Sweeping	1.593945e+01	1.885414e-01	4.838800e-05
Sweeping	1.602709e+01	1.902771e-01	4.770529e-05
Sweeping	1.611555e+01	1.920052e-01	4.786515e-05
Sweeping	1.620304e+01	1.937180e-01	4.774582e-05
Sweeping	1.629111e+01	1.955032e-01	4.800463e-05
Sweeping	1.637928e+01	1.972694e-01	4.793942e-05
Sweeping	1.646685e+01	1.989441e-01	4.761958e-05
Sweeping	1.655475e+01	2.007942e-01	4.792273e-05
Sweeping	1.664288e+01	2.025604e-01	4.811418e-05
Sweeping	1.673111e+01	2.042961e-01	4.796612e-05
Sweeping	1.681862e+01	2.060318e-01	4.790926e-05
Sweeping	1.690681e+01	2.077980e-01	4.755056e-05
Sweeping	1.699475e+01	2.095757e-01	4.843640e-05
Sweeping	1.708265e+01	2.111702e-01	4.761338e-05
Sweeping	1.717143e+01	2.130547e-01	4.801750e-05
Sweeping	1.725891e+01	2.149925e-01	4.789782e-05
Sweeping	1.734695e+01	2.166901e-01	4.835069e-05
Sweeping	1.743497e+01	2.183800e-01	4.796922e-05
Sweeping	1.752316e+01	2.200584e-01	4.777586e-05
Sweeping	1.761140e+01	2.218933e-01	4.809344e-05
Sweeping	1.769897e+01	2.236099e-01	4.786479e-05
Sweeping	1.778718e+01	2.254181e-01	4.805923e-05
Sweeping	1.787550e+01	2.270813e-01	4.799044e-05
Sweeping	1.796350e+01	2.289810e-01	4.815292e-05
Sweeping	1.805133e+01	2.306595e-01	4.803121e-05
Sweeping	1.813948e+01	2.324791e-01	4.781377e-05
Sweeping	1.822754e+01	2.342110e-01	4.836202e-05
Sweeping	1.831476e+01	2.359200e-01	4.796791e-05
Sweeping	1.840333e+01	2.377472e-01	4.795933e-05
Sweeping	1.849065e+01	2.394829e-01	4.775846e-05
Sweeping	1.857903e+01	2.412643e-01	4.852533e-05
Sweeping	1.866744e+01	2.430801e-01	4.868853e-05
Sweeping	1.875520e+01	2.447815e-01	4.815197e-05
Sweeping	1.884341e+01	2.466125e-01	4.841042e-05
Sweeping	1.893079e+01	2.483139e-01	4.836416e-05
Sweeping	1.901948e+01	2.501335e-01	4.828167e-05
Sweeping	1.910677e+01	2.518692e-01	4.842234e-05
Sweeping	1.919541e+01	2.536049e-01	4.826689e-05
Sweeping	1.928322e+01	2.552986e-01	4.829550e-05
Sweeping	1.937119e+01	2.570610e-01	4.832983e-05
Sweeping	1.945959e+01	2.588425e-01	4.823244e-05
Sweeping	1.954740e+01	2.606621e-01	4.849112e-05
Sweeping	1.963461e+01	2.624168e-01	4.803109e-05
Sweeping	1.972311e+01	2.641258e-01	4.835153e-05
Sweeping	1.981146e+01	2.658958e-01	4.806864e-05
Sweeping	1.989890e+01	2.676888e-01	4.828596e-05
Sweeping	1.998731e+01	2.694702e-01	4.830873e-05
Sweeping	2.007520e+01	2.711105e-01	4.826689e-05
Sweeping	2.016300e+01	2.729034e-01	4.817760e-05
Sweeping	2.025101e+01	2.747955e-01	4.848254e-05
Sweeping	2.033902e+01	2.765198e-01	4.782033e-05
Sweeping	2.042729e+01	2.782249e-01	4.820669e-05
Sweeping	2.051547e+01	2.800026e-01	4.791963e-05
Sweeping	2.060306e+01	2.817230e-01	4.841769e-05
Sweeping	2.069108e+01	2.835159e-01	4.803419e-05
Sweeping	2.077898e+01	2.852058e-01	4.810345e-05
Sweeping	2.086685e+01	2.869606e-01	4.803705e-05
Sweeping	2.095494e+01	2.888069e-01	4.818106e-05
Sweeping	2.104312e+01	2.905464e-01	4.850137e-05
Sweeping	2.113125e+01	2.922440e-01	4.825604e-05
Sweeping	2.121956e+01	2.941208e-01	4.820275e-05
Sweeping	2.130747e+01	2.957840e-01	4.837918e-05
Sweeping	2.139549e+01	2.974548e-01	4.834616e-05
Sweeping	2.148278e+01	2.993584e-01	4.823470e-05
Sweeping	2.157106e+01	3.010330e-01	4.833484e-05
Sweeping	2.165888e+01	3.028526e-01	4.866123e-05
Sweeping	2.174693e+01	3.046150e-01	4.851222e-05
Sweeping	2.183515e+01	3.063202e-01	4.829144e-05
Sweeping	2.192293e+01	3.081551e-01	4.840016e-05
Sweeping	2.201059e+01	3.098831e-01	4.837930e-05
Sweeping	2.209895e+01	3.117142e-01	4.880464e-05
Sweeping	2.218749e+01	3.133965e-01	4.800022e-05
Sweeping	2.227541e+01	3.151398e-01	4.823375e-05
Sweeping	2.236329e+01	3.169785e-01	4.838824e-05
Sweeping	2.245070e+01	3.187218e-01	4.851663e-05
Sweeping	2.253943e+01	3.204193e-01	4.821622e-05
Sweeping	2.262730e+01	3.221779e-01	4.822946e-05
Sweeping	2.271488e+01	3.239784e-01	4.848146e-05
Sweeping	2.280317e+01	3.257256e-01	4.831719e-05
Sweeping	2.289069e+01	3.274460e-01	4.839516e-05
Sweeping	2.297861e+01	3.292618e-01	4.857337e-05
Sweeping	2.306672e+01	3.310318e-01	4.821837e-05
Sweeping	2.315543e+01	3.327255e-01	4.842067e-05
Sweeping	2.324351e+01	3.345146e-01	4.824293e-05
Sweeping	2.333079e+01	3.363380e-01	4.864109e-05
Sweeping	2.341902e+01	3.380241e-01	4.851103e-05
Sweeping	2.350756e+01	3.398018e-01	4.816377e-05
Sweeping	2.359544e+01	3.416252e-01	4.852736e-05
Sweeping	2.368313e+01	3.432274e-01	4.836524e-05
Sweeping	2.377113e+01	3.452110e-01	4.844451e-05
Sweeping	2.385946e+01	3.467636e-01	4.824579e-05
Sweeping	2.394687e+01	3.486328e-01	4.850221e-05
Sweeping	2.403477e+01	3.503761e-01	4.841244e-05
Sweeping	2.412263e+01	3.521805e-01	4.856050e-05
Sweeping	2.421078e+01	3.538132e-01	4.819548e-05
Sweeping	2.429864e+01	3.555374e-01	4.844606e-05
Sweeping	2.438704e+01	3.573189e-01	4.846215e-05
Sweeping	2.447492e+01	3.591309e-01	4.850399e-05
Sweeping	2.456350e+01	3.608131e-01	4.829276e-05
Sweeping	2.465116e+01	3.626213e-01	4.858804e-05
Sweeping	2.473887e+01	3.645134e-01	4.873145e-05
Sweeping	2.482659e+01	3.662605e-01	4.857469e-05
Sweeping	2.491534e+01	3.679504e-01	4.878092e-05
Sweeping	2.500293e+01	3.697891e-01	4.886723e-05
Sweeping	2.509083e+01	3.715439e-01	4.879332e-05
Sweeping	2.517896e+01	3.732185e-01	4.827571e-05
Sweeping	2.526749e+01	3.749809e-01	4.833972e-05
Sweeping	2.535470e+01	3.766785e-01	4.878032e-05
Sweeping	2.544336e+01	3.785744e-01	4.830348e-05
Sweeping	2.553143e+01	3.802414e-01	4.822898e-05
Sweeping	2.561953e+01	3.820419e-01	4.862213e-05
Sweeping	2.570660e+01	3.836899e-01	4.853368e-05
Sweeping	2.579490e+01	3.855286e-01	4.876661e-05
Sweeping	2.588342e+01	3.873787e-01	4.836750e-05
Sweeping	2.597090e+01	3.890152e-01	4.845798e-05
Sweeping	2.605944e+01	3.908424e-01	4.839194e-05
Sweeping	2.614665e+01	3.925552e-01	4.891157e-05
Sweeping	2.623522e+01	3.943253e-01	4.855990e-05
Sweeping	2.632334e+01	3.960724e-01	4.886043e-05
Sweeping	2.641091e+01	3.980179e-01	4.853451e-05
Sweeping	2.649874e+01	3.995285e-01	4.856205e-05
Sweeping	2.658672e+01	4.014130e-01	4.864168e-05
Sweeping	2.667477e+01	4.030991e-01	4.862523e-05
Sweeping	2.676335e+01	4.049225e-01	4.847527e-05
Sweeping	2.685062e+01	4.066544e-01	4.860806e-05
Sweeping	2.693880e+01	4.083710e-01	4.889786e-05
Sweeping	2.702713e+01	4.102745e-01	4.844129e-05
Sweeping	2.711546e+01	4.118996e-01	4.853630e-05
Sweeping	2.720343e+01	4.137230e-01	4.891133e-05
Sweeping	2.729078e+01	4.154701e-01	4.839981e-05
Sweeping	2.737861e+01	4.171257e-01	4.814351e-05
Sweeping	2.746724e+01	4.188957e-01	4.859531e-05
Sweeping	2.755540e+01	4.207954e-01	4.896855e-05
Sweeping	2.764296e+01	4.225044e-01	4.856193e-05
Sweeping	2.773062e+01	4.241714e-01	4.810596e-05
Sweeping	2.781913e+01	4.259338e-01	4.849374e-05
Sweeping	2.790656e+01	4.277573e-01	4.856503e-05
Sweeping	2.799559e+01	4.295502e-01	4.869950e-05
Sweeping	2.808312e+01	4.312019e-01	4.854047e-05
Sweeping	2.817102e+01	4.330902e-01	4.864013e-05
Sweeping	2.825927e+01	4.347649e-01	4.865038e-05
Sweeping	2.834700e+01	4.366646e-01	4.905462e-05
Sweeping	2.843466e+01	4.383469e-01	4.889560e-05
Sweeping	2.852269e+01	4.401207e-01	4.880321e-05
Sweeping	2.861117e+01	4.418106e-01	4.834318e-05
Sweeping	2.869886e+01	4.436111e-01	4.877782e-05
Sweeping	2.878754e+01	4.454155e-01	4.868925e-05
Sweeping	2.887509e+01	4.471283e-01	4.872155e-05
Sweeping	2.896294e+01	4.488792e-01	4.858053e-05
Sweeping	2.905122e+01	4.507523e-01	4.907572e-05
Sweeping	2.913875e+01	4.523582e-01	4.870629e-05
Sweeping	2.922675e+01	4.540977e-01	4.893625e-05
Sweeping	2.931463e+01	4.557915e-01	4.851496e-05
Sweeping	2.940311e+01	4.577179e-01	4.901314e-05
Sweeping	2.949054e+01	4.594498e-01	4.871440e-05
Sweeping	2.957873e+01	4.611549e-01	4.874754e-05
Sweeping	2.966657e+01	4.629059e-01	4.858685e-05
Sweeping	2.975530e+01	4.645920e-01	4.849839e-05
Sweeping	2.984289e+01	4.664803e-01	4.913199e-05
Sweeping	2.993060e+01	4.682617e-01	4.862273e-05
Sweeping	3.001895e+01	4.699516e-01	4.884017e-05
Sweeping	3.010745e+01	4.717178e-01	4.860735e-05
Sweeping	3.019484e+01	4.735527e-01	4.854739e-05
Sweeping	3.028329e+01	4.752731e-01	4.860270e-05
Sweeping	3.037112e+01	4.769745e-01	4.873967e-05
Sweeping	3.045942e+01	4.786873e-01	4.853082e-05
Sweeping	3.054712e+01	4.805450e-01	4.893053e-05
Sweeping	3.063466e+01	4.822655e-01	4.874706e-05
Sweeping	3.072261e+01	4.840202e-01	4.878807e-05
Sweeping	3.081156e+01	4.858208e-01	4.861307e-05
Sweeping	3.089875e+01	4.875793e-01	4.936385e-05
Sweeping	3.098755e+01	4.893799e-01	4.917109e-05
Sweeping	3.107483e+01	4.911690e-01	4.928648e-05
Sweeping	3.116297e+01	4.929237e-01	4.907739e-05
Sweeping	3.125139e+01	4.946518e-01	4.921722e-05
Sweeping	3.133928e+01	4.964485e-01	4.901659e-05
Sweeping	3.142744e+01	4.981766e-01	4.884565e-05
