Experiment stage	Elapsed time (s)	Potential (V)	Current (A)
Initialising	4.942547e+00	2.560959e-01	-1.135985e-04
Initialising	5.030496e+00	2.517548e-01	-1.138910e-04
Initialising	5.118310e+00	2.473297e-01	-1.139183e-04
Initialising	5.205982e+00	2.428741e-01	-1.137109e-04
Initialising	5.294173e+00	2.385559e-01	-1.141667e-04
Initialising	5.382173e+00	2.341881e-01	-1.137006e-04
Initialising	5.470957e+00	2.296562e-01	-1.141987e-04
Initialising	5.558802e+00	2.253799e-01	-1.137406e-04
Initialising	5.646150e+00	2.208328e-01	-1.140517e-04
Initialising	5.734117e+00	2.165222e-01	-1.138583e-04
Initialising	5.822493e+00	2.121429e-01	-1.141956e-04
Initialising	5.910584e+00	2.076988e-01	-1.144868e-04
Initialising	5.998956e+00	2.034187e-01	-1.137960e-04
Initialising	6.086668e+00	1.989021e-01	-1.141194e-04
Initialising	6.174552e+00	1.946068e-01	-1.141156e-04
Initialising	6.262950e+00	1.902466e-01	-1.136732e-04
Initialising	6.349983e+00	1.857719e-01	-1.140574e-04
Initialising	6.438345e+00	1.812477e-01	-1.141238e-04
Initialising	6.526944e+00	1.769333e-01	-1.143268e-04
Initialising	6.614321e+00	1.724625e-01	-1.140238e-04
Initialising	6.702851e+00	1.682243e-01	-1.137255e-04
Initialising	6.790908e+00	1.636543e-01	-1.144084e-04
Initialising	6.878312e+00	1.593094e-01	-1.145722e-04
Initialising	6.966567e+00	1.550789e-01	-1.144429e-04
Initialising	7.054558e+00	1.504784e-01	-1.145471e-04
Initialising	7.142908e+00	1.461563e-01	-1.148374e-04
Initialising	7.230337e+00	1.416855e-01	-1.142180e-04
Initialising	7.318674e+00	1.374321e-01	-1.142869e-04
Initialising	7.406861e+00	1.330109e-01	-1.141416e-04
Initialising	7.494672e+00	1.285362e-01	-1.140755e-04
Initialising	7.582229e+00	1.241455e-01	-1.144879e-04
Initialising	7.670909e+00	1.197510e-01	-1.146768e-04
Initialising	7.758934e+00	1.153297e-01	-1.149098e-04
Initialising	7.846507e+00	1.109390e-01	-1.145978e-04
Initialising	7.934343e+00	1.064835e-01	-1.150159e-04
Initialising	8.022231e+00	1.021919e-01	-1.146425e-04
Initialising	8.110753e+00	9.760284e-02	-1.148125e-04
Initialising	8.198608e+00	9.318924e-02	-1.151850e-04
Initialising	8.286686e+00	8.899689e-02	-1.144803e-04
Initialising	8.374610e+00	8.457184e-02	-1.145400e-04
Initialising	8.462957e+00	8.015823e-02	-1.151112e-04
Initialising	8.550050e+00	7.570267e-02	-1.149724e-04
Initialising	8.638474e+00	7.142258e-02	-1.148599e-04
Initialising	8.726021e+00	6.700897e-02	-1.146998e-04
Initialising	8.814852e+00	6.248856e-02	-1.149712e-04
Initialising	8.902710e+00	5.816269e-02	-1.145493e-04
Initialising	8.990469e+00	5.379868e-02	-1.146322e-04
Initialising	9.078949e+00	4.940033e-02	-1.145247e-04
Initialising	9.166319e+00	4.489517e-02	-1.148278e-04
Initialising	9.254949e+00	4.062653e-02	-1.151164e-04
Initialising	9.342104e+00	3.620529e-02	-1.149694e-04
Initialising	9.430888e+00	3.178787e-02	-1.146637e-04
Initialising	9.518461e+00	2.748871e-02	-1.149917e-04
Initialising	9.606581e+00	2.296066e-02	-1.152256e-04
Initialising	9.694689e+00	1.856232e-02	-1.147755e-04
Initialising	9.782763e+00	1.413345e-02	-1.148623e-04
Initialising	9.870172e+00	9.780884e-03	-1.154119e-04
Initialising	9.958370e+00	5.546570e-03	-1.147580e-04
Holding	1.004667e+01	1.110077e-03	-1.152291e-04
Holding	1.013470e+01	7.629395e-04	-8.428156e-05
Holding	1.022260e+01	7.553101e-04	-6.132257e-05
Holding	1.031019e+01	9.422302e-04	-4.479432e-05
Holding	1.039854e+01	8.926392e-04	-3.370500e-05
Holding	1.048676e+01	8.277893e-04	-2.532530e-05
Holding	1.057414e+01	8.621216e-04	-1.908410e-05
Holding	1.066283e+01	7.553101e-04	-1.497841e-05
Holding	1.075051e+01	8.468628e-04	-1.223159e-05
Holding	1.083808e+01	9.155273e-04	-9.793520e-06
Holding	1.092609e+01	8.735657e-04	-8.013248e-06
Holding	1.101410e+01	7.667542e-04	-7.315040e-06
Holding	1.110259e+01	8.583069e-04	-5.986452e-06
Holding	1.119013e+01	9.155273e-04	-5.115151e-06
Holding	1.127836e+01	8.544922e-04	-4.868627e-06
Holding	1.136644e+01	9.117126e-04	-4.553318e-06
Holding	1.145488e+01	7.247925e-04	-4.083157e-06
Holding	1.154283e+01	7.820129e-04	-3.861070e-06
Holding	1.162990e+01	7.896423e-04	-3.854513e-06
Holding	1.171871e+01	8.621216e-04	-3.407955e-06
Holding	1.180644e+01	7.247925e-04	-3.150582e-06
Holding	1.189493e+01	8.735657e-04	-2.849936e-06
Holding	1.198230e+01	8.163452e-04	-2.907276e-06
Holding	1.207032e+01	8.316040e-04	-2.421260e-06
Holding	1.215844e+01	9.155273e-04	-2.840757e-06
Holding	1.224676e+01	8.926392e-04	-2.472520e-06
Holding	1.233472e+01	9.536743e-04	-2.116799e-06
Holding	1.242247e+01	9.155273e-04	-2.365947e-06
Holding	1.251022e+01	7.896423e-04	-2.174854e-06
Holding	1.259839e+01	8.430481e-04	-2.546906e-06
Holding	1.268695e+01	9.346008e-04	-2.233386e-06
Holding	1.277464e+01	8.125305e-04	-2.328038e-06
Holding	1.286256e+01	8.735657e-04	-2.018929e-06
Holding	1.295081e+01	8.354187e-04	-1.720428e-06
Holding	1.303881e+01	7.858276e-04	-2.065420e-06
Holding	1.312691e+01	8.926392e-04	-2.139211e-06
Holding	1.321484e+01	8.964539e-04	-1.756549e-06
Holding	1.330250e+01	9.384155e-04	-1.931548e-06
Holding	1.339033e+01	9.040833e-04	-1.825690e-06
Holding	1.347882e+01	8.392334e-04	-1.871824e-06
Holding	1.356601e+01	7.858276e-04	-1.629233e-06
Holding	1.365445e+01	8.659363e-04	-1.648903e-06
Holding	1.374286e+01	7.820129e-04	-1.481533e-06
Holding	1.383004e+01	9.040833e-04	-1.632810e-06
Holding	1.391825e+01	8.964539e-04	-1.516342e-06
Holding	1.400658e+01	9.307861e-04	-1.358032e-06
Holding	1.409470e+01	7.629395e-04	-1.616359e-06
Holding	1.418207e+01	8.430481e-04	-1.440167e-06
Holding	1.427066e+01	8.850098e-04	-1.486540e-06
Holding	1.435828e+01	7.972717e-04	-1.543045e-06
Holding	1.444613e+01	8.468628e-04	-1.442552e-06
Holding	1.453405e+01	9.155273e-04	-1.418471e-06
Holding	1.462227e+01	8.926392e-04	-1.179218e-06
Holding	1.471061e+01	9.346008e-04	-1.167178e-06
Holding	1.479871e+01	8.506775e-04	-1.107574e-06
Holding	1.488683e+01	8.659363e-04	-1.503825e-06
Sweeping	1.497427e+01	8.316040e-04	-1.196861e-06
Sweeping	1.506222e+01	1.335144e-03	2.592206e-06
Sweeping	1.515093e+01	5.706787e-03	3.570044e-05
Sweeping	1.523836e+01	1.018524e-02	5.922914e-05
Sweeping	1.532626e+01	1.462173e-02	7.543004e-05
Sweeping	1.541438e+01	1.899338e-02	8.661234e-05
Sweeping	1.550191e+01	2.343369e-02	9.475136e-05
Sweeping	1.559046e+01	2.774811e-02	1.004784e-04
Sweeping	1.567828e+01	3.219223e-02	1.052843e-04
Sweeping	1.576653e+01	3.674698e-02	1.083530e-04
Sweeping	1.585400e+01	4.095459e-02	1.102124e-04
Sweeping	1.594247e+01	4.520798e-02	1.118304e-04
Sweeping	1.603012e+01	4.979324e-02	1.132488e-04
Sweeping	1.611866e+01	5.426788e-02	1.139159e-04
Sweeping	1.620641e+01	5.859756e-02	1.149589e-04
Sweeping	1.629404e+01	6.298828e-02	1.157300e-04
Sweeping	1.638215e+01	6.739044e-02	1.160703e-04
Sweeping	1.647006e+01	7.165146e-02	1.162462e-04
Sweeping	1.655806e+01	7.611465e-02	1.163727e-04
Sweeping	1.664690e+01	8.061218e-02	1.170485e-04
Sweeping	1.673429e+01	8.500671e-02	1.170790e-04
Sweeping	1.682236e+01	8.928299e-02	1.172013e-04
Sweeping	1.691066e+01	9.369278e-02	1.172080e-04
Sweeping	1.699867e+01	9.808350e-02	1.173517e-04
Sweeping	1.708618e+01	1.025314e-01	1.176170e-04
Sweeping	1.717430e+01	1.070328e-01	1.178042e-04
Sweeping	1.726264e+01	1.112823e-01	1.172712e-04
Sweeping	1.735066e+01	1.158676e-01	1.184391e-04
Sweeping	1.743843e+01	1.202469e-01	1.185298e-04
Sweeping	1.752607e+01	1.244926e-01	1.182466e-04
Sweeping	1.761409e+01	1.290894e-01	1.185377e-04
Sweeping	1.770296e+01	1.332817e-01	1.183316e-04
Sweeping	1.779069e+01	1.377754e-01	1.186448e-04
Sweeping	1.787890e+01	1.421700e-01	1.188906e-04
Sweeping	1.796693e+01	1.466064e-01	1.192632e-04
Sweeping	1.805466e+01	1.510048e-01	1.191764e-04
Sweeping	1.814269e+01	1.552773e-01	1.185838e-04
Sweeping	1.823042e+01	1.598625e-01	1.188194e-04
Sweeping	1.831804e+01	1.640511e-01	1.187292e-04
Sweeping	1.840656e+01	1.685410e-01	1.191556e-04
Sweeping	1.849437e+01	1.729736e-01	1.190709e-04
Sweeping	1.858218e+01	1.773682e-01	1.189332e-04
Sweeping	1.867039e+01	1.818199e-01	1.193490e-04
Sweeping	1.875874e+01	1.861763e-01	1.192111e-04
Sweeping	1.884624e+01	1.906204e-01	1.194189e-04
Sweeping	1.893413e+01	1.948586e-01	1.195612e-04
Sweeping	1.902292e+01	1.993217e-01	1.197253e-04
Sweeping	1.911084e+01	2.037506e-01	1.194712e-04
Sweeping	1.919834e+01	2.081757e-01	1.192356e-04
Sweeping	1.928690e+01	2.124977e-01	1.198268e-04
Sweeping	1.937497e+01	2.169571e-01	1.196200e-04
Sweeping	1.946292e+01	2.213593e-01	1.199088e-04
Sweeping	1.955030e+01	2.257500e-01	1.198471e-04
Sweeping	1.963887e+01	2.301102e-01	1.198661e-04
Sweeping	1.972636e+01	2.344971e-01	1.195467e-04
Sweeping	1.981460e+01	2.388420e-01	1.196740e-04
Sweeping	1.990290e+01	2.433205e-01	1.200187e-04
Sweeping	1.999027e+01	2.478409e-01	1.205236e-04
Sweeping	2.007866e+01	2.522964e-01	1.205732e-04
Sweeping	2.016608e+01	2.565727e-01	1.200187e-04
Sweeping	2.025473e+01	2.610016e-01	1.197935e-04
Sweeping	2.034241e+01	2.654076e-01	1.197731e-04
Sweeping	2.043069e+01	2.697792e-01	1.200396e-04
Sweeping	2.051800e+01	2.741432e-01	1.199369e-04
Sweeping	2.060687e+01	2.783966e-01	1.199372e-04
Sweeping	2.069414e+01	2.830620e-01	1.202854e-04
Sweeping	2.078202e+01	2.873840e-01	1.203910e-04
Sweeping	2.087087e+01	2.917480e-01	1.204941e-04
Sweeping	2.095875e+01	2.961388e-01	1.206313e-04
Sweeping	2.104621e+01	3.006210e-01	1.206113e-04
Sweeping	2.113454e+01	3.048553e-01	1.203777e-04
Sweeping	2.122268e+01	3.092957e-01	1.206511e-04
Sweeping	2.131046e+01	3.137512e-01	1.206514e-04
Sweeping	2.139804e+01	3.181877e-01	1.208059e-04
Sweeping	2.148662e+01	3.226585e-01	1.212994e-04
Sweeping	2.157490e+01	3.269119e-01	1.203520e-04
Sweeping	2.166290e+01	3.313255e-01	1.203799e-04
Sweeping	2.175031e+01	3.356895e-01	1.203326e-04
Sweeping	2.183856e+01	3.401146e-01	1.203320e-04
Sweeping	2.192634e+01	3.445435e-01	1.207503e-04
Sweeping	2.201459e+01	3.489914e-01	1.207327e-04
Sweeping	2.210201e+01	3.534164e-01	1.211817e-04
Sweeping	2.219051e+01	3.576927e-01	1.206387e-04
Sweeping	2.227895e+01	3.620377e-01	1.208916e-04
Sweeping	2.236695e+01	3.665924e-01	1.210790e-04
Sweeping	2.245409e+01	3.710442e-01	1.212388e-04
Sweeping	2.254266e+01	3.753052e-01	1.213422e-04
Sweeping	2.263042e+01	3.796692e-01	1.212757e-04
Sweeping	2.271873e+01	3.840904e-01	1.210357e-04
Sweeping	2.280655e+01	3.885651e-01	1.213545e-04
Sweeping	2.289419e+01	3.930359e-01	1.208504e-04
Sweeping	2.298246e+01	3.973999e-01	1.213357e-04
Sweeping	2.307074e+01	4.016800e-01	1.212373e-04
Sweeping	2.315816e+01	4.061623e-01	1.214978e-04
Sweeping	2.324650e+01	4.104309e-01	1.212069e-04
Sweeping	2.333399e+01	4.149055e-01	1.214464e-04
Sweeping	2.342260e+01	4.192352e-01	1.212456e-04
Sweeping	2.351082e+01	4.236259e-01	1.214811e-04
Sweeping	2.359846e+01	4.281158e-01	1.214907e-04
Sweeping	2.368656e+01	4.324837e-01	1.212996e-04
Sweeping	2.377449e+01	4.369698e-01	1.216512e-04
Sweeping	2.386240e+01	4.412117e-01	1.206616e-04
Sweeping	2.395048e+01	4.456673e-01	1.212789e-04
Sweeping	2.403842e+01	4.500694e-01	1.213398e-04
Sweeping	2.412607e+01	4.544868e-01	1.211853e-04
Sweeping	2.421413e+01	4.588165e-01	1.213799e-04
Sweeping	2.430285e+01	4.632339e-01	1.211368e-04
Sweeping	2.439065e+01	4.678192e-01	1.217754e-04
Sweeping	2.447827e+01	4.720879e-01	1.214069e-04
Sweeping	2.456692e+01	4.764366e-01	1.212226e-04
Sweeping	2.465493e+01	4.810028e-01	1.216131e-04
Sweeping	2.474207e+01	4.853783e-01	1.218098e-04
Sweeping	2.483005e+01	4.896088e-01	1.218401e-04
Sweeping	2.491817e+01	4.940567e-01	1.219467e-04
