Experiment stage	Elapsed time (s)	Potential (V)	Current (A)
Initialising	9.961765e+00	5.056343e-01	-1.144391e-04
Holding	1.004942e+01	5.012474e-01	-1.144388e-04
Holding	1.013732e+01	5.006523e-01	-8.658540e-05
Holding	1.022605e+01	5.006752e-01	-6.241727e-05
Holding	1.031337e+01	5.007019e-01	-4.579842e-05
Holding	1.040146e+01	5.006599e-01	-3.367746e-05
Holding	1.048938e+01	5.007515e-01	-2.502561e-05
Holding	1.057768e+01	5.006790e-01	-1.906323e-05
Holding	1.066536e+01	5.007133e-01	-1.480579e-05
Holding	1.075321e+01	5.006905e-01	-1.161981e-05
Holding	1.084210e+01	5.006180e-01	-9.293437e-06
Holding	1.092992e+01	5.007172e-01	-7.606268e-06
Holding	1.101740e+01	5.006714e-01	-6.397128e-06
Holding	1.110612e+01	5.007248e-01	-5.369782e-06
Holding	1.119409e+01	5.006485e-01	-4.705787e-06
Holding	1.128149e+01	5.006943e-01	-4.184365e-06
Holding	1.137007e+01	5.006485e-01	-3.599524e-06
Holding	1.145774e+01	5.006599e-01	-3.483534e-06
Holding	1.154559e+01	5.006599e-01	-3.349066e-06
Holding	1.163388e+01	5.006065e-01	-2.959132e-06
Holding	1.172158e+01	5.007591e-01	-2.583742e-06
Holding	1.180974e+01	5.006981e-01	-2.343297e-06
Holding	1.189762e+01	5.007668e-01	-2.211094e-06
Holding	1.198574e+01	5.007668e-01	-2.066851e-06
Holding	1.207333e+01	5.007210e-01	-1.978397e-06
Holding	1.216159e+01	5.007172e-01	-1.649141e-06
Holding	1.225021e+01	5.007133e-01	-2.330542e-06
Holding	1.233754e+01	5.006599e-01	-1.806140e-06
Holding	1.242566e+01	5.008316e-01	-1.710415e-06
Holding	1.251397e+01	5.006981e-01	-1.659632e-06
Holding	1.260194e+01	5.006638e-01	-1.506090e-06
Holding	1.268999e+01	5.008354e-01	-1.256704e-06
Holding	1.277742e+01	5.007439e-01	-1.623750e-06
Holding	1.286525e+01	5.007095e-01	-1.435041e-06
Holding	1.295366e+01	5.007248e-01	-1.227260e-06
Holding	1.304205e+01	5.008163e-01	-1.231432e-06
Holding	1.313011e+01	5.006409e-01	-1.414418e-06
Holding	1.321782e+01	5.006409e-01	-1.153111e-06
Holding	1.330573e+01	5.007210e-01	-1.226544e-06
Holding	1.339410e+01	5.006790e-01	-1.075387e-06
Holding	1.348185e+01	5.007210e-01	-1.136541e-06
Holding	1.357001e+01	5.008202e-01	-1.129270e-06
Holding	1.365745e+01	5.006676e-01	-1.053095e-06
Holding	1.374547e+01	5.006256e-01	-8.585453e-07
Holding	1.383418e+01	5.006676e-01	-1.209021e-06
Holding	1.392205e+01	5.007248e-01	-1.054406e-06
Holding	1.400995e+01	5.007324e-01	-9.880066e-07
Holding	1.409723e+01	5.007324e-01	-8.058548e-07
Holding	1.418554e+01	5.007706e-01	-5.241632e-07
Holding	1.427390e+01	5.006752e-01	-1.024961e-06
Holding	1.436195e+01	5.006371e-01	-1.019597e-06
Holding	1.444938e+01	5.006714e-01	-6.469488e-07
Holding	1.453741e+01	5.005951e-01	-8.870363e-07
Holding	1.462583e+01	5.007095e-01	-4.830360e-07
Holding	1.471327e+01	5.008011e-01	-8.623600e-07
Holding	1.480152e+01	5.007553e-01	-4.769564e-07
Holding	1.488962e+01	5.007324e-01	-3.595352e-07
Sweeping	1.497815e+01	5.007057e-01	-4.546642e-07
Sweeping	1.506617e+01	5.009422e-01	3.492832e-07
Sweeping	1.515408e+01	5.052719e-01	3.487718e-05
Sweeping	1.524153e+01	5.097656e-01	5.871260e-05
Sweeping	1.532980e+01	5.140800e-01	7.460272e-05
Sweeping	1.541737e+01	5.184097e-01	8.665693e-05
Sweeping	1.550555e+01	5.229263e-01	9.487343e-05
Sweeping	1.559343e+01	5.272255e-01	1.006587e-04
Sweeping	1.568199e+01	5.317497e-01	1.054639e-04
Sweeping	1.576945e+01	5.361671e-01	1.084472e-04
Sweeping	1.585775e+01	5.404739e-01	1.107129e-04
Sweeping	1.594615e+01	5.448608e-01	1.124363e-04
Sweeping	1.603366e+01	5.494156e-01	1.142770e-04
Sweeping	1.612183e+01	5.535698e-01	1.148213e-04
Sweeping	1.620990e+01	5.581093e-01	1.154917e-04
Sweeping	1.629815e+01	5.626411e-01	1.164228e-04
Sweeping	1.638575e+01	5.669594e-01	1.169800e-04
Sweeping	1.647406e+01	5.713387e-01	1.171110e-04
Sweeping	1.656209e+01	5.758324e-01	1.174421e-04
Sweeping	1.664982e+01	5.801888e-01	1.178683e-04
Sweeping	1.673761e+01	5.844574e-01	1.176772e-04
Sweeping	1.682563e+01	5.888901e-01	1.179924e-04
Sweeping	1.691343e+01	5.932388e-01	1.176119e-04
Sweeping	1.700157e+01	5.976944e-01	1.185013e-04
Sweeping	1.708980e+01	6.020508e-01	1.185977e-04
Sweeping	1.717795e+01	6.064453e-01	1.183065e-04
Sweeping	1.726588e+01	6.108475e-01	1.185756e-04
Sweeping	1.735366e+01	6.152840e-01	1.191212e-04
Sweeping	1.744126e+01	6.197395e-01	1.193967e-04
Sweeping	1.752943e+01	6.241264e-01	1.190939e-04
Sweeping	1.761814e+01	6.285400e-01	1.190578e-04
Sweeping	1.770590e+01	6.329803e-01	1.197597e-04
Sweeping	1.779335e+01	6.372032e-01	1.194088e-04
Sweeping	1.788178e+01	6.416016e-01	1.194034e-04
Sweeping	1.797001e+01	6.460953e-01	1.196471e-04
Sweeping	1.805747e+01	6.505394e-01	1.192350e-04
Sweeping	1.814616e+01	6.548042e-01	1.194392e-04
Sweeping	1.823420e+01	6.593132e-01	1.196115e-04
Sweeping	1.832130e+01	6.637611e-01	1.196538e-04
Sweeping	1.841008e+01	6.680717e-01	1.199114e-04
Sweeping	1.849772e+01	6.725349e-01	1.201665e-04
Sweeping	1.858601e+01	6.769676e-01	1.199470e-04
Sweeping	1.867378e+01	6.812897e-01	1.199164e-04
Sweeping	1.876129e+01	6.857071e-01	1.197523e-04
Sweeping	1.884941e+01	6.900558e-01	1.198622e-04
Sweeping	1.893823e+01	6.944389e-01	1.199979e-04
Sweeping	1.902545e+01	6.987381e-01	1.199330e-04
Sweeping	1.911325e+01	7.032013e-01	1.198275e-04
Sweeping	1.920166e+01	7.075996e-01	1.204145e-04
Sweeping	1.928999e+01	7.120399e-01	1.203266e-04
Sweeping	1.937737e+01	7.164078e-01	1.200562e-04
Sweeping	1.946592e+01	7.207413e-01	1.202643e-04
Sweeping	1.955409e+01	7.253075e-01	1.202205e-04
Sweeping	1.964130e+01	7.295761e-01	1.205686e-04
Sweeping	1.972967e+01	7.339783e-01	1.200914e-04
Sweeping	1.981781e+01	7.384949e-01	1.205766e-04
Sweeping	1.990540e+01	7.428436e-01	1.206582e-04
Sweeping	1.999370e+01	7.472954e-01	1.206698e-04
Sweeping	2.008158e+01	7.516518e-01	1.207559e-04
Sweeping	2.016979e+01	7.559433e-01	1.205269e-04
Sweeping	2.025751e+01	7.605247e-01	1.211702e-04
Sweeping	2.034562e+01	7.647400e-01	1.209072e-04
Sweeping	2.043355e+01	7.693443e-01	1.212693e-04
Sweeping	2.052138e+01	7.735939e-01	1.211132e-04
Sweeping	2.060955e+01	7.780533e-01	1.209453e-04
Sweeping	2.069785e+01	7.824631e-01	1.212996e-04
Sweeping	2.078533e+01	7.868233e-01	1.212623e-04
Sweeping	2.087363e+01	7.912827e-01	1.212113e-04
Sweeping	2.096190e+01	7.956238e-01	1.214664e-04
Sweeping	2.104970e+01	8.000374e-01	1.213505e-04
Sweeping	2.113792e+01	8.044243e-01	1.210539e-04
Sweeping	2.122527e+01	8.088989e-01	1.215054e-04
Sweeping	2.131395e+01	8.132362e-01	1.213319e-04
Sweeping	2.140133e+01	8.177223e-01	1.215991e-04
Sweeping	2.148951e+01	8.220749e-01	1.213992e-04
Sweeping	2.157745e+01	8.263931e-01	1.212649e-04
Sweeping	2.166619e+01	8.308067e-01	1.214687e-04
Sweeping	2.175410e+01	8.352509e-01	1.217970e-04
Sweeping	2.184183e+01	8.396492e-01	1.214334e-04
Sweeping	2.192999e+01	8.441124e-01	1.214734e-04
Sweeping	2.201790e+01	8.484154e-01	1.218567e-04
Sweeping	2.210580e+01	8.527641e-01	1.211514e-04
Sweeping	2.219412e+01	8.572845e-01	1.212735e-04
Sweeping	2.228191e+01	8.615761e-01	1.213511e-04
Sweeping	2.236981e+01	8.661079e-01	1.222341e-04
Sweeping	2.245770e+01	8.705788e-01	1.221048e-04
Sweeping	2.254573e+01	8.749008e-01	1.220385e-04
Sweeping	2.263355e+01	8.792992e-01	1.219460e-04
Sweeping	2.272159e+01	8.836021e-01	1.217005e-04
Sweeping	2.280958e+01	8.880463e-01	1.220101e-04
Sweeping	2.289730e+01	8.923187e-01	1.216547e-04
Sweeping	2.298561e+01	8.968468e-01	1.222037e-04
Sweeping	2.307339e+01	9.012451e-01	1.218932e-04
Sweeping	2.316185e+01	9.055443e-01	1.221162e-04
Sweeping	2.324959e+01	9.100266e-01	1.222687e-04
Sweeping	2.333733e+01	9.143715e-01	1.221490e-04
Sweeping	2.342572e+01	9.188309e-01	1.221347e-04
Sweeping	2.351383e+01	9.232025e-01	1.221609e-04
Sweeping	2.360154e+01	9.276619e-01	1.222565e-04
Sweeping	2.369002e+01	9.319153e-01	1.221337e-04
Sweeping	2.377732e+01	9.363708e-01	1.221609e-04
Sweeping	2.386562e+01	9.407043e-01	1.222210e-04
Sweeping	2.395387e+01	9.451294e-01	1.221501e-04
Sweeping	2.404171e+01	9.495392e-01	1.226274e-04
Sweeping	2.412990e+01	9.540100e-01	1.224042e-04
Sweeping	2.421796e+01	9.583893e-01	1.224418e-04
Sweeping	2.430570e+01	9.627495e-01	1.221040e-04
Sweeping	2.439330e+01	9.671707e-01	1.226004e-04
Sweeping	2.448137e+01	9.715385e-01	1.222695e-04
Sweeping	2.457023e+01	9.759674e-01	1.222237e-04
Sweeping	2.465797e+01	9.803886e-01	1.225475e-04
Sweeping	2.474531e+01	9.847412e-01	1.224625e-04
Sweeping	2.483379e+01	9.892235e-01	1.229570e-04
Sweeping	2.492140e+01	9.936447e-01	1.229287e-04
